ts,token,islem_ts,tur,cuzdan,usd,tx
1790227466,4JsLM7iY8R87kjdgHADjxRJYG8HgoNHa2VrVxCDvpump,2026-09-24T04:04:46Z,sat,B68gh8pTw8K2CduhYeu8ZkSmPULbefwNFsFJjnw5FQgN,2517.04,3b9AFaK7hUzwgJymVXbw9dvhcvFo2FW9bNAR52fYcywJ4wi43qDGzSi9e1DtwXfZxW3W6U7SYbPzHQm6EeFvBQwj
1790227466,4JsLM7iY8R87kjdgHADjxRJYG8HgoNHa2VrVxCDvpump,2026-09-24T03:53:18Z,sat,7CuSr4J6NACjzHaxBdMyHXb4jGjFz92XYkxXvvaWXGfb,2577.06,5EWvCywouBhCKX6NNs8oZWiqmJGk1AsZ6CNWCY37j8MAqZLpTqFezgkjmChGRaBm9LhKmuG9STaufneLQ9Aev1i4
1790227466,4JsLM7iY8R87kjdgHADjxRJYG8HgoNHa2VrVxCDvpump,2026-09-24T03:52:49Z,sat,31xNyYikCuWdrBLE2wZkgM8sjLmFyD6nJ6AdteHuGcBv,2691.44,2aKuYhfsJ4MVTT4iabfMcF4x1DrzkXT24w3MHXh25MiVPz1MfBv5qh9G72AjAy7yrknRZeGD1K4pi6ZeKijaEjaM
1790227466,4JsLM7iY8R87kjdgHADjxRJYG8HgoNHa2VrVxCDvpump,2026-09-23T22:59:48Z,al,DgpKv7h9qjyQPakiQc49juiyRoYD8nj9896X1JUVFUeR,6882.1,2bZybsQups9w1MFGTuMGGHyRhNDW5iasB12ZQqvrc5Sn4AYHwrq4c9mucNqi73SFmsoGC5Frq3TPQGdBWNRw69Xs
1790227478,4thKHXQTtKD3iQDpWaQB6M8pCGo14XdtDknG5SYFpump,2026-09-23T23:01:14Z,al,WUNdX1K9BUB9AR5r6xBZMPKf1LEBLgqKKXfKcku6fuQ,4008.39,35yio8pNjswD3aXPYPE1FDznBncBvk8W65tLfpeokJb9ixz3Bk3oAvg9Yd6YiZweWDMjhUiuzcDXDAMLhSSmQeGu
1790227515,A4sWrCKytYkE7aoHkT6MNFhofxKG56qMDWHAmsPVpump,2026-09-23T23:20:29Z,sat,4G9JAzftaydKjB2558MLnkYw175KMN6NGGgyxkeRuwwA,61120.21,4UoSJZ4btA1WddDvtumvgg4LWrPKLngjQzH3Hm1FrQ5V5uAjUjAkL4pT7aoKe3eyTMBDmnNEbgaVL8uK8xBy7ubK
1790227515,A4sWrCKytYkE7aoHkT6MNFhofxKG56qMDWHAmsPVpump,2026-09-23T22:46:28Z,al,6tzAKfHtQA4zLwgaXn97kU5C1dYsKcRy8XZhZUWmWU23,18224.97,4GthRxU138c5nd8JkAf29feL4LQUnJVxa1dnP3ZtbeVhp4ijAWpMGoriYZaGft7k4w8icAoNSLSt9PXAk4HkPRZG
1790227539,HpWGRTs5x2pmWrGKpD5cXpZhja1uuXbPBqf7kYo2mz86,2026-09-23T23:47:42Z,al,DDMsrFXDWTqF1gVARhLTGHVpVaEP2sajerhdmiRkDwMP,2859.9,4Bgf6iPNFNaqeqbawF4WkryM4GLPi6G8YDN7UPCLRaMmMur6VtwCBVBAoPq33SYssUK1L3ntCUMN2i3HD4Y25n4q
1790227539,HpWGRTs5x2pmWrGKpD5cXpZhja1uuXbPBqf7kYo2mz86,2026-09-23T23:47:42Z,al,So7i3bbYxrowYzpCt5UxrFWWr6DYVJ4vtbqiDVzjiSt,2856.85,2bMy4etKEP1X6La6PXH76TSZPwNaCMYcicCYWgUdnAR7M6ZH6Y1TWRkJD5FGBGyJxYpiPaSdFTwGY92S3nmR6TV3
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T22:14:43Z,sat,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,2722.49,NpkYVwB69Cdc6Ty7ysv7WiEJPVYAU7HzkY3m7L7BajNQRyELpxQPLWigDVZuvShaJwzQmAeMEJ9Mn6Xjvkauf2a
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T21:23:58Z,sat,6BkF7y6XsAnaP3sBT2mddDaJbQbuNbDMnWxa7xhiby7o,2635.04,2j9XqVUActYYghwViakwgLuac6VxTfxcaBWB6ZFjN3uMo4LpVJuT8bpBj179sszYLHAoE4AyqERsjR2NmWzZjLDm
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T20:55:38Z,sat,6BkF7y6XsAnaP3sBT2mddDaJbQbuNbDMnWxa7xhiby7o,6350.9,5FMxMsBGf1jDVAqCs3J1VFdTt6N4fAg1k4ksoxWYmKakDRYf94mEPabviU52kx8dtYCzwW8NSqERzGFoXy7HYumb
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T20:13:54Z,al,DDMsrFXDWTqF1gVARhLTGHVpVaEP2sajerhdmiRkDwMP,3380.2,3LAdBL2Lrf5gxYfQA4YvopvwXa5Tvzx5bhJCrqRCJWWAQpUbTispaiBJLEBPW8EAtLG7Sc7rHBNq9RKcvHd2wo5m
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T20:12:26Z,sat,C2Vn5KVoBm2zQ6v4n1nMYi1yXje8ZqW8KnF6QujaUFiy,2988.19,37TnBWfhDTUSmkSCqUF6YQVYxEMoYruDoQ9BfERwLh1cRL1vsFG8tUqBjDXodS3o1zgxFFjcoh4KSKRNPZ2zMYe2
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T20:11:22Z,al,6Xr7nTpZk5Pmj4RcXc15Lf28Xq6Z1AZFFJrxSW8oaM4f,3805.34,5KwHNyLGUXqz6KsnfrjokfPiafAGSF1Z69Umu6gcbgrvwefXgcc6tvKSpA6LNC4DmndViVoiHxoVQhm6PkCXE3vp
1790227588,4AdFwKHbivTpGjBjenyYxbdtrUdZ6uVGwjhofmh2KN3x,2026-09-23T20:10:21Z,al,DDMsrFXDWTqF1gVARhLTGHVpVaEP2sajerhdmiRkDwMP,3045.04,2LyP4q2U2XL5vFFSgH5irpnzgZLniXW6xwTCYsjqc2aUxsvzsYMD8gTqJUBN8jWgbEXg9Tg7sidsuZ1mxZr8ebq3
1790227600,5nQhjm5FuveEQuKsQtewTBZPSVXqbWhw1A6HEojf6JCi,2026-09-23T22:41:54Z,al,DDf36RqPv62LoW6dMxvMdLUpFJHSvTdmgqtB54EeaSab,2870.67,2xt8r7khUifMzC4HMdPAv1jBVUCZ4SEt1ARJ6J2EKCbGSB8cim4peiQJ3gBhRJq4qx1o7jgDDc5bf3BUEjLiT4KE
