ts,token,tur,d1,d2
1789892354,9WVntVmdUcHCadcyEmxgvSb1ucQTHHCA4Fy56zQkpump,profil,,
1789892354,G7PMxQCHe6RYizEtZ688oEVM92huN2kWjwTh88nvpump,profil,,
1789892354,GN4joobMubgiv8M8ka4WWjcm9uBPr5GdsV9fwQy56ekN,profil,,
1789892354,DDFTVbqQg1B1zi3myxSQkW6KPmSXCEEdAhk2V3N5pump,profil,,
1789892354,APrLQfWx16M9h3qPVTnWkNPESYBoc7du3KFWCE6Npump,profil,,
1789892354,8pMAxuAk6oxCrnHsABQxRGtPs1nmcA8sTLkpqi4gpump,profil,,
1789892354,9vByBALakH19cSvaqvxAXPJHw1m2xYHC34kaR33zpump,profil,,
1789892354,8VEXMUkte9FWkNAJr1HCvUKU1fHfHu2VXz8pexH6pump,profil,,
1789892354,BmeiZNrgX41SYGy62GenKmVqPe8QCVtAAk3JAqJaHsE9,profil,,
1789892354,3kJXiTyjHHfdwirFRMLRRKY1THUrbxzUn6f5DhKQpump,profil,,
1789892354,tvptgMqMAVS7EtfZSeQsXGuoC872Sxuj628hKTUpump,profil,,
1789892354,AuDA9XkeYByba6YqYtsT31fHCjv36zhyG2KifTQhzZrf,profil,,
1789892354,HeqFKgB8fCFjmYrb6ptMnHVb2PXJWgA1CgUfJy9upump,profil,,
1789892354,6oeiky8G8ZnuvadARQPRMkV6FRz8ALKd579ZuXhKSTNK,profil,,
1789892354,5VUujBcU5ejCsAKE4Z7FH37moj6UhcdrsUeCcsvrpump,profil,,
1789892354,B1bzws7oht8FUir9RvC5tk2Pp9At7sQgw4evoLRTpump,profil,,
1789892354,A5s6wbfw92KBr6x2WxxhnPGXdLPNhtR8DsSYG8Vpump,profil,,
1789892354,4JAWhGAmzV3UGPQDqGfqNWAKuf1j5kFAzCX3dMw2pump,profil,,
1789892354,7qV4maFJuDPGhvPx5djJ1TsUa6D2BSWVqj6nZ2vmsiuQ,profil,,
1789892354,2KHDu6EcjtwopUfw6g385DEY4kdYDbQwErfbNLLkpump,profil,,
1789892355,4eLRe7Vh6UWDNxiDZPg9tqiEsaXnWf1Ar9SDam9Mpump,profil_guncel,2026-08-21T02:47:33.498Z,
1789892355,RJMYJKZe1DR69XwznGAfWx5QueMmXQ4uPt1Fuphpump,profil_guncel,2026-08-21T02:47:18.131Z,
1789892355,BbGcaeFpwhshH1EJTbh4KJzrgRgjLajx1afMTnRVpump,profil_guncel,2026-08-21T02:40:22.556Z,
1789892355,GqnkeRkiSNMdRNCg94hpsBJnQq9ZFsicWhnyDBWNpump,profil_guncel,2026-08-21T02:37:49.493Z,
1789892355,AFLtAUCxuu6rSfpE2d366zvQkG5KPBES9Tnr6gNVpump,profil_guncel,2026-08-21T02:32:18.071Z,
1789892355,QY5tHAnGgDjq62L4Ch61oFEeEUHF83H8sFS2yZLpump,profil_guncel,2026-08-21T02:27:48.069Z,
1789892355,CzeYh6zKRwRXmNwrb7PdQTCmd2upRSRH1iyh65bhpump,profil_guncel,2026-08-21T02:27:07.211Z,
1789892355,DmUsS8DzCUF65MYVzYg5UaBe7GvKnqso7bgiGmGapump,profil_guncel,2026-08-21T02:15:48.057Z,
1789892355,4H3KjxdCwZ5dKAtHy6uBukDEi4QAuVEnzq6mHR8NTRPY,profil_guncel,2026-08-21T02:12:48.110Z,
1789892355,DWrrbYP65oo33Fk83iaQVHQhytntFM1uooyJHjaxpump,profil_guncel,2026-08-21T02:12:25.054Z,
1789892355,BorqazWEAnSQDkCkMSQFHw7cbi5o7CCbsDioMySTpump,profil_guncel,2026-08-21T02:08:35.351Z,
1789892355,4wXP83KvMNHBRqczkqwNfCgj7kuUqnYZ6TgnxrMWpump,profil_guncel,2026-08-21T01:56:17.979Z,
1789892355,3vWyhqT6wLsBTS9nGfoQzHFRva3JYJejNeXKUxS7pump,profil_guncel,2026-08-21T01:54:22.955Z,
1789892355,2cpzoowjxNkBdyjqa1Dd21xbzbYCCuKGQ3kViPQ5pump,profil_guncel,2026-08-21T01:48:47.953Z,
1789892355,GDDaU4iuYHTX8WdRtRBWUtg1uTvEtK51hwasgGBJpump,profil_guncel,2026-08-21T01:47:18.333Z,
1789892355,GFZwynuQ2LboU1zJBiXCPpPC4hnj1SVBpYmRHASrpump,profil_guncel,2026-08-21T01:44:17.981Z,
1789892355,9XWmHuoR9yRxC4VaDU5US3tX6hMGqJWHF6vYQqHFpump,profil_guncel,2026-08-21T01:42:46.072Z,
1789892355,2ZxDytvJHqa8Y5JizKfXiQPPpp5uJ8BWXdkNJq8gpump,profil_guncel,2026-08-21T01:38:18.052Z,
1789892355,4wTsqNF9bbP3D5Em1qksiPufs2GDZsK5HapSvYiWpump,profil_guncel,2026-08-21T01:38:18.029Z,
1789892355,Gj8pxESpdiirtBSuF8zQ4DWTAvK8TbpFvvTMLkk3pump,profil_guncel,2026-08-21T01:17:17.874Z,
1789892355,42ycK9ArByM4eYxuKubiWxrYpcFbsuXunpDxHZWAfDgm,profil_guncel,2026-08-21T01:13:50.514Z,
1789892356,6LrDt7nBiHraUuk9PZoUL8Qy9WX6pnSpDz1RkWWRR7hN,boost,100,100
1789892356,4U3jesNh4dvAjEprWAbSUSzWejEetoYr5BqRi6yBJP5b,boost,30,30
1789892356,Hg5Ja55T5wESq4vyFoiVCMeHXtGyVA69X2UHq8hgpump,boost,50,50
1789892356,7TvEKpvMLBbps3jBN1R6xomBEH94giQw4uiaus4Npump,boost,10,10
1789892356,D85ni39UcMFR1cdJgsWotgVgnzJm2kuXsyeS3B5NzDxo,boost,10,10
1789892356,4KxtNWc5XTL3cuyc8PJMchqB6RYggvEFeMub727GBAGS,boost,30,30
1789892356,6W7L2WAzE2nsUsFZ6A9ftQdQhwoqVe8bcbzYUUmHpump,boost,30,30
1789892356,B3jjDNkBw48utaFxRRSWxg4oUkN23YxodChdEf4bxhQS,boost,10,20
1789892356,RnhAUX9A4xr1FPdHbfqu3LxitvFRhpfnr54qsvwpump,boost,10,10
1789892356,8ZkHMzd9r91DBoGsZqn4F4rgRKGLDRpUcqHVM6RVpump,boost,10,10
1789892356,B1Y2WMUsSBP7mNzViMvAzerhiXHZ7VF62AynJhkbpump,boost,10,10
1789892356,AKDgegfbZ6ecGjtAiobEYemDrWXkY6evxRfr9sYapump,boost,30,30
1789892356,7bF65zkH3ZcmkinbfrDXgWgQx91mChKkyESTacfepump,boost,10,10
1789892356,D1BneqMRzRTmyJtR6Xnpjn5Ec1L76c9tsGGiofNPpump,boost,10,10
1789892356,CDgqbo8ioi4FnU4fch5Kaaf9YXEDrrWmmxaF3z4npump,boost,10,10
1789892356,C3b3fpyRWsJf3bo6vay2vo1bQ7CezwumZwTrP82Lpump,boost,30,30
1789892356,3tUn8dGmDceJ9pCwFLUVo2jkD6FLWaZ78YEpAa3bpump,boost,30,30
1789892357,G9QZfEPHtZrUF1arcUFvZgYn6zSQLZdvcjCuyhKrpump,topboost,500,
1789892357,4cBCbqh7Ra22cLSZU1baMpHw4tLfu5Zz7isyx2fupump,topboost,500,
1789892357,EYoepkwPGRRJ7fg3LbL51NZCQXMeyi6pH9Cc5Wtbpump,topboost,100,
1789892357,DnJeAP7hWjVNTTk1NUaDJ5Aps9qDroSsEMcKBCpSTNK,topboost,100,
1789892357,DZ84Quh3Fwrg5pBj1wQPkszo9Z1nSLQPSpZ21yrSpump,topboost,100,
1789892357,Ad881PycCzmgVmSvuvynMVQnhN929QDVykLf9iNLpump,topboost,100,
1789892357,GH8d1NUnv2YRb6xUxn1LRm8B5p2uTqQFeyV1VWs8pump,topboost,100,
1789892357,671HGnyBtSdL9D6W4684nuARBWCZDN9gK7HidDsKGgwP,topboost,100,
1789892357,6LrDt7nBiHraUuk9PZoUL8Qy9WX6pnSpDz1RkWWRR7hN,topboost,100,
1789892357,Hg5Ja55T5wESq4vyFoiVCMeHXtGyVA69X2UHq8hgpump,topboost,50,
1789892357,DgAEy7sL4FWyqguDvYA5a3YzE2VnhTeL5iEjCi79pump,topboost,30,
1789892357,C3b3fpyRWsJf3bo6vay2vo1bQ7CezwumZwTrP82Lpump,topboost,30,
1789892357,DotRhUxtWTFoG5ik1rPCgwt26T8sdNreK8kgiv4Bpump,topboost,30,
1789892357,AKDgegfbZ6ecGjtAiobEYemDrWXkY6evxRfr9sYapump,topboost,30,
1789892357,3tUn8dGmDceJ9pCwFLUVo2jkD6FLWaZ78YEpAa3bpump,topboost,30,
1789892358,3BRC7ZfRXXfXNFwYkQr1dJCPNZKDRYc4n7KGwrtzpump,cto,2026-09-20T06:39:19.814Z,
1789892358,HDEA1wMyocGGj9De8yY51qrCAWp7di3h7h12v2941dts,cto,2026-09-20T04:50:19.728Z,
1789892358,2RSnd9sEt7kyLBtDr262xBNwBsgegz5qcSFtDeSkFLEX,cto,2026-09-20T00:16:22.236Z,
1789892358,EQVpYktJWKEVvERy43e1AGmi5pTGwXNDtB6mTSvwRkdJ,cto,2026-09-19T23:09:28.556Z,
1789892358,A4j77ZgCEW3i4k94jBDQY5XwPikBB41WYi2vCQqSpump,cto,2026-09-19T22:51:50.286Z,
1789892358,2Q3RhyE3u9qWf4ZNMebsWBkUJjCuQiYT62b15zu2LtCD,cto,2026-09-19T21:45:25.370Z,
1789892358,GVjwtgwYLXbhXmYtb8SB3Fi2kT9UvDjbQ9L2JRhQpump,cto,2026-09-19T21:41:32.287Z,
1789892358,91ryaCo5yGpYZM3bs6GUPs97VWJQj7RozBmqPULgpump,cto,2026-09-19T19:41:35.031Z,
1789892358,DTSnWMjHedLzcc2oVMpRzk1uankCF16v68PUmC65pump,cto,2026-09-19T18:30:05.091Z,
1789892358,CdAoD87kYKHbtRFawiSqQJMX1pbKisoG7Ha1oJ47kB26,cto,2026-09-19T16:36:04.194Z,
1789892358,9U1f18idDeySFnYrurxqT1f5n5nE4g4Uk5LLzP69bh1,cto,2026-09-19T15:55:31.926Z,
1789892358,2ThD6YT58UUYG4u8Zj7kKECY1ArKdsiFhRCwR6UK5ryU,cto,2026-09-19T15:20:00.081Z,
1789892358,Hsga2MdTiF6sWwjv6atngwXz8cpsYdp11LpPSZNvpump,cto,2026-09-19T15:19:57.856Z,
1789892358,G4DoJdYxNrsiAyaW61SjJ6KsNy6SLjJc657q4eCpump,cto,2026-09-19T10:44:48.982Z,
1789892360,HHHsPNkxkrF56xf3cvQjv9KSniQFUdk4vdo4q2HpDqLC,reklam,10000,tokenAd
1789892360,wsosWQDzBHibcjJefnfjd7VHQcReZQhhUNTxxgmEhar,reklam,10000,tokenAd
1789892360,3oAPDbGyLytmBaEfH9ouw3wXcHeSgDuYJgv9AQtQpump,reklam,10000,tokenAd
1789892360,8iQbSoL1v7KGJRHLqtn8Nj4wnFf6qegjBtQ11oK4pump,reklam,10000,tokenAd
