ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790239707,5WM8iNEFeiJY6Da71VgrZCKLQQkKacpgMWV7Drghpump,Moof,51bUDZRjFMTz2WE1C9xHyKsXCQoQmeCNxVGcgCmrZFsR,pumpswap,1789053416,0.00008117,23954.83,81133,81133,0,0,0,9.82,0,0,0,0,0,0,1,0,,,,,0,0,0,1,,,,,,,,,,,
1790239708,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,flashbike,CyHFD7oGmpyD7t8LRTySUrq74otJ4VJc3DjWdbTk1LiB,pumpswap,1789397045,0.000002305,2375.29,2244,2244,0,0,0,13.67,0,0,0,0,0,0,8,9,,,,0.04,0,0,1,1,,,,,,,,,,,
1790239711,RtD743YX86ixJ5iaVCWG5cp4LuySDKxpbMj9yLupump,LOL,CnPb9RkQJFGC2exx19yXnVC7eWJY91gepC2uf9z9Cbjz,pumpswap,1789393142,0.000003891,4110.26,3789,3789,0,0.25,48.72,58.66,0,0,0,1,0,2,3,5,,-0.7,-1.31,-8.91,0,1,1,1,,,,,,,,,,,
1790239707,5yN9ZbpkLfmEriMRa4YCnMA4vGKWWj1kDameveL1pump,AI,97krxR76Jcmu5VLS7TDfL46A5wYMrHEbUYuEyQRK2qJ2,pumpswap,1789396986,0.000002701,2878.03,2644,2644,0,0,22.45,23.28,0,0,0,0,0,1,0,4,,,-0.11,-2.14,0,0,1,1,,,,,,,,,,,
1790239707,5KWD82bPEYPqH9vbzTTLKkJ7fvXATsK2KfAvTiCp3oH1,STONKIFY,Q2co9ZQJWVDFLBmSnuDN2jZMdV5a4Y5Z2iNNonDTZXa,raydium,1789420142,0.000004261,6978.15,4261,4261,0,0,3.13,70.15,0,0,0,0,1,1,1,4,,,15.96,19.12,0,1,1,1,CPMM,,,,,,,,,,
1790239706,3897aakpGi8qXCnc5d6QSsGCZdhdoYbzpdbDPpwYwBxT,BREW,4bZBYkhUAfg4Dp7UPEJfwsdJ9ib95DHFNkZK5vsEmHMm,raydium,1789177055,0.02201,21989522.68,22011504,22011504,0,0,0,68361,0,0,0,0,0,0,3,3,,,,,0,0,0,1,CLMM,,,,,,,,,,
1790239708,A9AHYeqb7nQk7LZUraw7rBCzYRjy2DRvE6NqWfFHKRdH,HUHCAT,BNpwtuYGve7G1v2NFaRQVCFvcU4CzjvwAmdUxEVQYvrd,pumpswap,1789438375,0.00009834,36893.39,94402,94402,301.13,1913.04,13412.72,135023.53,3,1,27,5,125,115,891,758,-1.48,-6.7,-14.32,-55.27,0,1,0,1,,,,,,,,,,,
1790239706,3Bs6YrujwD96HiwgNMpqNPh5LoLF5L5XK53uorChjqJ4,SOON,BiVZuessMiWookjVzT6BPg1gH1doTuoYUvqrwohR87y7,raydium,1789461855,0.000002403,3936.7,2396,2396,0,0,6.8,13.87,0,0,0,0,0,3,0,18,,,-0.77,-2.21,0,1,1,1,CPMM,,,,,,,,,,
1790239706,3C6sZzwq2ietUdjRaNgTwoKw6dBMkKCe5u1rricjEFAU,CHAIN,C7ezgafro6XYYmzRkjwacTb4bCkfav9Cy1VCrNtpA1e,raydium,1789460932,0.00003475,18920.39,34757,34757,0,107.66,1171.81,8933.51,0,0,1,1,46,11,158,148,,0.36,19.99,-19.7,0,0,1,1,CPMM,,,,,,,,,,
1790239709,CuaQE1HxjcMotLWnVJeFHHanDFEkbpkHDwrT4YRDpump,CMDT,ETUdFmuJU6wk9WmoppGuQnKbhLFkWLSmAPLNVEpdJ2x2,pumpswap,1789505497,0.000003530,3868.25,3489,3489,0,0,0,0.31,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,
1790239707,4ZYonK7RhCaQ24YmGDwJpz1g8WbjyrLZQ8AcXf28WYPt,POOL,J4pcSXKUu6cfURvCrrrujPp73BxUyUr4mDLFxhjwAsi2,raydium,1789326308,0.0002444,47800.82,244405,244405,20.61,20.65,1727.92,21716.49,1,0,1,1,6,22,115,76,-3.6,-4.15,-7.25,-33.36,0,1,2,1,CPMM,,,,,,,,,,
1790239709,Ffbq7n4yHbGABdRTdNsuBKVSz4f2mV7HoVG4UwRGgYvn,UNIPCS,HPusbiiRMDC2TRe6uiVeGjwNFn48cpSh3jxarA5ik6Ta,pumpswap,1789528600,0.000007185,6577.97,7101,7101,0,14.59,964.23,3896.72,0,0,0,1,23,13,50,47,,-2.04,-4.6,-50.67,0,0,0,1,,,,,,,,,,,
1790239707,8QapBHmhyb6DXA4NcGExyU7hQ7KA4vocPnxrxuDHpump,Roo,E9e57LVcKgLmDjbawTFy1vcF1dGYJ8ySo5Kv17w2GTrw,pumpswap,1789631718,0.000002632,2607.32,2508,2508,0,0,0.34,3.41,0,0,0,0,0,1,0,4,,,0.08,-1.16,0,0,2,1,,,,,,,,,,,
1790239708,9fwomeVCBRkTkSDEUBFey48kXNAPRzsa7MMa8n3npaid,NETANYAHU,21ZdUws5h6RiKcVmCtEBoJUKGGJgJHR6vUzh9TEnGD7A,pumpswap,1789569076,0.000006501,5376,6187,6187,0,0,0,1.23,0,0,0,0,0,0,0,3,,,,-2.61,0,0,0,1,,,,,,,,,,,
1790239708,ARXGZZiQTQ5LkdK6HarDbKeJrzGC1mfMY4bkchUWNmEW,fun,AkReZPmRoKEnoxthXe2k61Ldzt1rqyAZd9U2TLFtTGL,pumpswap,1789568986,0.00001585,10511.16,14895,14895,0,0.17,108.47,3882.02,0,0,0,1,4,1,27,26,,-1.21,4.85,-16.89,0,1,1,1,,,,,,,,,,,
1790239706,2kq7mEiemD5LmbzkMrxiJ98i5N3MBngeD7Hpsg8owZLy,blindcat,AccciknnbNDwEkKw7mCBmAUWu5Ra72DvcyJRZ8Kdt1FK,pumpswap,1789569801,0.000002698,2742.57,2632,2632,0,0,9.26,18.4,0,0,0,0,2,5,20,17,,,-0.63,-0.37,0,1,2,1,,,,,,,,,,,
1790239708,AMD8XwJXgQ9WV45Wyj9yFLejxzf2J6VM1PJY8bJEjeES,AMD,CXioobgkWZiBLFdqvAFGwvjqQsX67HJVQoXVXyqSaYnR,raydium,1789570781,602.28,42485.98,,,65.2,1918.97,18447.21,100633.54,6,1,26,51,155,217,896,987,-0.01,-1.38,-1.88,-2.91,0,0,0,1,CLMM,,,,,,,,,,
1790239706,3tNhMJ3sQA4VdYZDpw7HEiJ4Sc8UNGk8LmHce5N1cvYH,LIFE3,DxxsCbxqGjowXBbtHP3zLJXY8SyQQkoFw8c917eVeCme,raydium,1789587671,0.00001563,10545.95,15634,15634,0,0,0,81.56,0,0,0,0,0,0,0,3,,,,-3.04,0,1,1,1,CPMM,,,,,,,,,,
1790239709,FhFvXUevhR7qohajBW43oaDVqN4KmAcxgMBqtPZJUZDx,PSYOP,vMHfRWUtvaFTeFw3wqRf5fZacUUAWMjyx6VtuGXv6FW,raydium,1789591435,0.00001379,11208.37,13794,13794,0,0,8.47,1988.13,0,0,0,0,2,1,29,27,,,1.79,-2.88,0,0,1,1,CPMM,,,,,,,,,,
1790239708,8bFvxaMqvf3kxNtuZwgiD4Sw8iqj6SWGonn3wvRwLMgY,SPEED,EFePvAxRUPdVSjBWe4HenWKL426mo6tFnyxASizh5uLZ,pumpswap,1789591083,0.000003085,3284.32,2931,2931,0,0,0,42.59,0,0,0,0,0,1,0,9,,,-4.87,-9.23,0,0,0,1,,,,,,,,,,,
1790239710,J7utqUbdd5XKL83zVdppM2q8CJbYdUFpzFodwnNvpump,CLASHY,8CSUJiFPzokaauCRJEWF86bZngg2HePkNc8dsPJKrAt6,pumpswap,1789593151,0.000003551,3720.83,3476,3476,0,0,4.76,19.67,0,0,0,0,1,2,1,3,,,-0.56,-0.56,0,1,1,1,,,,,,,,,,,
1790239710,HuDwEgKxqBLNKHBSFiVh8o5tdfzSBmhKochDqRFYCzVf,ZINU,782nRjbSR76jqKq7KYNFqyMmn4hbAM4eqydEQ6hzd3P5,raydium,1789592039,0.00001575,12643.73,15751,15751,0,17.85,208.83,2775.64,0,0,0,4,11,6,38,51,,-1.63,5.01,-26.38,0,1,0,1,CPMM,,,,,,,,,,
