ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790220065,GB2ZhQCay1orWFADSW5Y3o3LZZNQBCE1JisPHETWpump,BIKE67,FqVzJBNWq9mYraHeSxLohteVgFG1GpSRX8Y4ZPbq777z,pumpswap,1789354966,0.000002526,2837.38,2459,2459,0,0,0,0,0,0,0,0,0,0,0,2,,,,-0.11,0,1,1,1,,,,,,,,,,,
1790220063,7ghKoBZBAjGSgbxix5K5kFhQzu9mxVmbdPxRT8j27eEo,ETAC,Dj3LKxwR5NEajJBG9qcZgi5MeXnigVBAcJinYY6AuvKw,raydium,1789354413,0.0002148,49343.71,214848,214848,0,1121.14,11953.65,72555.6,0,0,5,8,54,61,393,360,,-4.32,17.13,-7.77,0,1,2,1,CPMM,,,,,,,,,,
1790220064,DhM9xy8gQzZmjoCyyCNPn57nMPPBGgXxj6rXtJnpump,ETAC,K5H1yw3yKqxshy6Q9zP32Tym69k5UZSPJvps3uxiXNg,pumpswap,1789355919,0.00002318,18136.3,22481,22481,0,0,85.91,3843.7,0,0,0,0,2,4,30,28,,,-0.86,-5.35,0,0,2,1,,,,,,,,,,,
1790220063,7TRk8xVyE2gg6nf9osbct8g6uVsHdc1mYzzhwdPzo6da,STANKS,74DzZV6ad1ii8h3vsTWvGX8eRS7hM9Kibgev4tT9ZamN,raydium,1789421819,0.00001016,9521.76,10162,10162,0,0,75.45,125.28,0,0,0,0,1,4,2,14,,,0.99,-3.73,0,0,0,1,CLMM,,,,,,,,,,
1790220062,4qJq6S61iHTNdrdmWjcSyMWR4VMspFGEMKykrG7vpump,HILL,9VsXabiYMpU5phvTFqEqRS6MUHxN9vKwTDqBJcvMST1B,pumpswap,1789445178,0.000002699,2658.02,2592,2592,0,0,0.79,6.48,0,0,0,0,0,1,0,3,,,-3.62,-4.21,0,0,0,1,,,,,,,,,,,
1790220066,gxPoy3LioMo8FxrXHuqzFwg2R2JafQRe5tAsgPQpump,LELD,4CbBs29aUPeEAatSu1eLrHoX6KEQnefGyLUjdFv5B3eU,pumpswap,1789441988,0.000003477,3998.68,3221,3221,0,0.81,10.2,24.43,0,0,1,0,4,10,20,24,,1.11,2.15,-1.52,0,1,1,1,,,,,,,,,,,
1790220066,XYFwUfeWmsrixLy4zk4w2mHnaGkzEmjvMZjUHU1pump,OCD,6nXZnDaWzrwFfFZRFDHPNQnanQri46KXTXiic9fvW2Db,pumpswap,1789443492,0.000003269,3316.25,3213,3213,0,0,0,4.26,0,0,0,0,0,0,0,2,,,,-0.33,0,0,0,1,,,,,,,,,,,
1790220063,8DHcnz2vJQmKQZXBtzidzzCBjV1VtBfkE2euoAcepump,X,GcBWBenePNUSVyw45WJALCckGM6mfA1SfeeKmwoaWyp3,pumpswap,1789462252,0.000002453,2449.91,2334,2334,0,0,0,23.26,0,0,0,0,0,0,0,2,,,,-1.66,0,0,1,1,,,,,,,,,,,
1790220063,6tRotGypA5QJKwmfgGFe4yp36eNQ4Vz7m8MNNpBnpYmq,bruh,F6sNSqpYAxTs6gHdw1VrSBVphJJFFmFxk5RzEGF57c56,pumpswap,1789462608,0.000008284,7362.05,7950,7950,0,0,13,120.27,0,0,0,0,2,1,4,15,,,1.94,-5.79,0,0,1,1,,,,,,,,,,,
1790220066,oP3ziG59gh69LPxtvEe6pdyJaYXBieYog8SPdKYpump,apu,rV1Jxer9mPQaMQxzwF5usSXjTUDZwH2pA9aMvuEocxS,pumpswap,1789506837,0.000004189,4274.22,4016,4016,0,0,0,0.28,0,0,0,0,0,0,0,1,,,,,0,0,1,1,,,,,,,,,,,
1790220065,GY9mZfyPpxXxBXBxS2hB2XjhP3kfUsywTvgveozxpump,ELON,6tuhHpYSinf41V39KW3JmpVUaxehcabCbHZqqFnwR6xf,pumpswap,1789500364,0.0009631,132078.85,893887,893887,45.96,8302.81,57549.65,420179.56,1,3,54,47,315,298,1860,1736,1.24,4.32,-7.75,-24.11,10,0,1,1,,,,,,,,,,,
1790220063,7Z23Q6ENaGNTByPaJAnSXpCZ4zUzwZU7ACDBJ1CJpump,floppy,CayZjEbMAxQQKcmUjWRHfh5eu5SBhfpGrwoQC91711LU,pumpswap,1789547770,0.000002421,2581.59,2353,2353,0,0,0,0.03,0,0,0,0,0,2,0,7,,,1.17,-3.41,0,1,1,1,,,,,,,,,,,
1790220061,2o33abPXbzETBPPzFG6Lr8B59wnUJ9WJem7TuNUkrjYb,STONKFUND,4qAHhZDE36YkGemVEYBrdBfNykLkcZwgC4jmi68DxZno,pumpswap,1789541407,0.000007405,5872.58,7137,7137,0,49.28,140.02,250.69,0,0,1,0,3,1,4,4,,2.39,6.33,-0.66,0,0,1,1,,,,,,,,,,,
1790220062,6LaVMJTguCzq93zpyF51hDunMWtW5n4ViCRrq96VognV,REVINU,7qRxj58eUv1EZZyEZdbYWwqQFzdNrbAqRBWWHGBkERJQ,raydium,1789161803,0.00001769,17252.56,17684,17684,0,5.76,301.95,3759.08,0,0,0,1,5,6,20,52,,-0.65,16.8,-33.22,0,1,1,1,CPMM,,,,,,,,,,
1790220064,AGcHhhcPhC6dXiWaSRoTN2qwD92yC3djHLz1ZYcppump,tit,G5ES26WsRQavRHzEcEgJ8UKxSzo4nUZpRAf36gU8RRa4,pumpswap,1789632573,0.000002657,2870.66,2582,2582,0,0,1.74,65.02,0,0,0,0,0,1,0,7,,,-1.54,-6.58,0,1,1,1,,,,,,,,,,,
1790220062,3giB8yXeWxQp911BEjLrwBc5YFJCqMqB7uf9keijKASp,Lilly,85YbU45Gtq7YfmGimSBENpUFxkykvLZxiNf7uMCLKbgX,pumpswap,1789636083,0.000004048,4118.41,3922,3922,0,0,0.35,59.16,0,0,0,0,0,2,1,8,,,0.27,-6.75,0,2,1,1,,,,,,,,,,,
1790220064,DTebU1UejUv1M5oXjiUQXQYcA4hNPPtusaK9YTfQRqDt,STONK500,EKXkWEGY7hkACd21K56xzz32dSodHRtGoDxkDLnU3Vbm,raydium,1789655414,0.000003036,4732.02,3036,3036,0,0,0,274.3,0,0,0,0,0,0,3,5,,,,-8.47,0,0,1,1,CPMM,,,,,,,,,,
1790220064,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,Tilcayo,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,pumpswap,1789657930,0.0009216,126135.42,899691,899692,735.9,4413.59,121945.07,399130.97,0,7,20,51,640,550,1965,1696,-1.92,1.18,-10.27,-23.98,0,1,2,1,,,,,,,,,,,
1790220064,AeDgbAv64t53GiBPemV2geVB1pZkdBLPumjn25HWXpUo,STOCKCAT,Bkyf63H6KJBwtVMaGVofZKNg88u5U3SYh3YocDfex2c5,raydium,1789656754,0.00002218,13154.21,22187,22187,0,0,270.21,9143.21,0,0,0,0,6,4,67,84,,,7.16,19.25,0,1,1,1,CPMM,,,,,,,,,,
1790220062,4J7ahY9b4aEvVtwYq2ygDejG1xPYX7SRQGCftJJ3pump,Gatsby,EEWsjNB5Lvfcm1xM3KYBP1WbHrjbiznvtNxxGYjGrys8,pumpswap,1789655736,0.000002748,3105.16,2716,2716,0,1.61,35.33,103.22,0,0,5,1,34,25,106,88,,0.41,3.31,-0.9,0,1,2,1,,,,,,,,,,,
1790220063,7tbyoEq8qewX8fCv9L9GLDVi56NmY3EdS4yJVaiBpump,GrokBot,9UQYgaSsctW9wqmFKYF4j1Vh9o1rEdFYY7RkE8v8CpHH,pumpswap,1789656250,0.000002820,3240.53,2780,2780,0,5.66,42.41,93.44,0,0,10,5,37,30,108,80,,0.94,2.17,-0.62,0,1,1,1,,,,,,,,,,,
1790220065,WULFeyfrj1VJKD9HhRTcW8R4g5HefUA11HDEdBv2WxD,WULF,6enYb3XWADhxVPTinuReNpUBjDXd6gU7yvXRfzfkdNZF,raydium,1789658876,16.46,52139.89,,,0,0,703.61,25795.49,0,0,0,0,6,12,49,149,,,-0.14,-5.77,0,0,0,1,CLMM,,,,,,,,,,
1790220063,7qVyANei9jYf173z4FBKcmKp3nXDDBKiXAWh7aT2perk,PERK,Bt3X28mcx4EAYwiRNdepCdUg42LF7fa1SQMrgkPVivMu,pumpswap,1789679654,0.00001391,10817.58,13439,13439,0,12.17,304.26,2108.21,0,0,2,0,10,10,64,85,,2.52,4.13,-2.32,0,1,2,1,,,,,,,,,,,
1790220065,FKaJuPmxjYm9u4iDHxdYvA947vbjBQjpevQsBBVLns8z,TIGRINO,6boRKYHraYY4JYb3XFJjfdW7eC93hmxxbLzyTEe2iwoc,pumpswap,1789659021,0.000005155,5131.78,5000,5000,0,0,351.72,406.47,0,0,0,0,0,6,2,10,,,-17.15,-21.16,0,1,1,1,,,,,,,,,,,
1790220065,HQQgg3RmQTsmXAitLE1SNE29poHGiQ1bbpdEn9FEpump,GBAGS,FQ4XjZhm7KagAA2vhNsmxBdPwmqnbq6hpoYZKzXxw3C4,pumpswap,1789722850,0.000002591,2961.19,2524,2524,0,0,0,0.53,0,0,0,0,0,1,0,14,,,1.94,-2.31,0,1,1,1,,,,,,,,,,,
1790220062,4SF5QyYSWPXnQMrQk4t1yQnbzGK6GrPtsn2nginQSTNK,HYLOCAT,Amuffyyej7cQwSs5s2Z32vLdSYqWo7MqU1gbzZox6hZg,raydium,1789593764,0.00003793,21075.33,37940,37940,9.95,2001.61,13248.42,65923.93,1,0,13,14,83,76,400,332,0.23,-6.16,-47.21,-64,0,1,1,1,CPMM,,,,,,,,,,
1790220062,3FJBpCsAK42gG9uwj5tvqYXeRHQ9ca6KWTWct9ytAJcf,TERRY,4LwcmvEUKiYpnrp4rPYCGpzZu5ZfBYYgWL7R5UVCFxRV,pumpswap,1789744100,0.000003404,3278.74,3226,3226,0,0,0,7.75,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,
1790220064,Bkizi56g9aeDFaKxWQY9A7uY8sDNnVLhvY4siv7WCnT8,ZUPPETS,5s1SPEuF7PRjszyqNZdsxK3CBax4LD2ZYMQ21krCMa9p,raydium,1789742949,0.000004371,6044.66,4371,4371,0,0,1.86,39.73,0,0,0,0,0,1,1,4,,,-7.12,-8.46,0,1,1,1,CPMM,,,,,,,,,,
1790220065,HN9fYMB9izQaaQ4HprgaarYaa2MC8RRRQLxFkhJx3vff,XPD,5VCwrXursdUeGU25k8adXYDrB1gUzshRxw61LQVhojX1,raydium,1789742247,0.000002728,4498.52,2729,2729,0,0,0,0.22,0,0,0,0,0,0,0,1,,,,,0,1,1,1,CPMM,,,,,,,,,,
1790220063,7asAszo3GcjvJuzdaArBGZXTNPWsyj9H8oDgMqVwo81g,worth,49V7t4rtuMinGU4gth6jYKbsEzwxZoR8yw34MMytBUnd,raydium,1789766804,0.00001441,12107.46,14414,14414,0,50.85,2260.83,25753.14,0,0,1,0,12,11,205,168,,-1.63,-1.75,-15.05,0,1,1,1,CPMM,,,,,,,,,,
1790220063,8TZeE6sud8NUWmRYtRAotgTii5bXMb9Bog7wpHcfpump,REPLY,DDx5AKLWesaJeMzVkheP3QFbJLcWg7wkPu8ECYi4nt8g,pumpswap,1789767329,0.000002902,2931.27,2828,2828,0,0,5.64,13.86,0,0,0,0,0,2,1,4,,,-0.46,-1.14,0,1,1,1,,,,,,,,,,,
1790220063,9GLMgfUfPdwquewGYnDoGFwCQGfF5fwxiB2pFE9hpump,GRAVY,3RrX9sbu8HbGRvs3fjTUmvtm2YfdPrMiFv8arHTsb28h,pumpswap,1789767610,0.000002674,2684.87,2607,2607,0,0,41.55,41.55,0,0,0,0,0,1,0,1,,,,,0,1,1,1,,,,,,,,,,,
1790220063,72TgBXGDNKyNkx4bPd6BLmLAjqTQpE1xUYGStEHfiNku,BEANS,4RZCbuqsJAEpD8uuLRcZ6iynK2XGKUoArXHsZNiuBhGX,raydium,1789763577,0.00001133,10370.08,11334,11334,0,71.14,195.96,961.06,0,0,1,4,3,18,23,66,,5.28,3.1,-17.89,0,0,1,1,CPMM,,,,,,,,,,
1790220064,ENiZY68bNvNCLD6mDRTHmwP5eq4idQ1P4mdhHsXQDN1r,POOL,GtViNAQ7VktYJqkH3qE6friV6oAecMdsTCFQDv21yb4s,raydium,1789765033,0.000002596,4803.71,2597,2597,0,0,0,68.52,0,0,0,0,0,0,0,1,,,,,0,0,0,1,CPMM,,,,,,,,,,
1790220063,74kYD4mhtWTxthsJ4w3sZL2pz8dCEk8CuJpxfAYMpump,Tyga,5w8AhXMHVPr8a2WfDPd35myeUNgA59DXFJr9bC11Xs7U,pumpswap,1789770479,0.000003165,3151.77,3022,3022,0,1.98,1.98,3.3,0,0,0,1,0,1,0,2,,-1.97,-1.97,-1.97,0,1,1,1,,,,,,,,,,,
1790220062,3T1h8HUain7m5TywjQUZapcd4iJBMsEA2Tx2zrNypump,pogg,Dp5Z52ArkeTKxzNLmW7Hv3QHBsTNjnA13S6mGb2MS64v,pumpswap,1789765991,0.000002410,2509.19,2344,2344,0,0.23,2.94,7.79,0,0,1,0,4,7,11,15,,1.26,0.48,-3.55,0,1,2,1,,,,,,,,,,,
1790220061,2RwFFqcoWrWmZu4ht7MY1uDp1WbVU4xoRmxmbkQ4pump,JAYCAT,9pfzcU142rvfg9CLNFVmJthY8PKGibckz3Dmiczh6E7m,pumpswap,1789755117,0.000002849,2784.97,2691,2691,0,4.85,10.06,330.74,0,0,0,2,0,4,0,18,,0.42,0.2,-24.76,0,0,0,1,,,,,,,,,,,
1790220064,Ea9TZ2XC7AkgfKrFV5MnTKig5YWJoZH7xt4d4BnYpump,CROSSR,8gdC17FnHJDsYrsF3n89rdyNuhs1rHACkEt35sytKs7u,pumpswap,1789767060,0.000005617,5728.57,5526,5526,8.78,10.53,123.22,478.38,0,1,0,3,0,9,10,30,-0.36,-0.37,-6.25,-16.68,0,2,2,1,,,,,,,,,,,
1790220065,PEPEqnuuCDbBC89p1u9vpnP1KQ2oj1xTcQBsjt9X55m,PEPE,HDojZeCdUee8nczxsc9MeiMKVF961HqEFeKEvHw74xVR,meteora,1789769424,0.000004370,35955.03,638779,638779,114.99,8786.81,84295.43,1023376.73,3,3,46,47,374,569,2521,4953,-0.32,-0.04,0.3,-10.84,0,0,0,1,DLMM,,,,,,,,,,
1790220061,27MR5EYbig1ihc4BoYURSRqEbWdfP9oyA3V7F5LmdUwu,WYNN,5GkHNuKQXdchkjQJeYDdP2Ezf4NZVVWVCZ9ToTA3i6YT,meteora,1789793652,0.000002968,4702.42,2967,2967,0,9.26,94.28,261.86,0,0,0,1,5,3,24,16,,0.22,-4.61,-0.89,0,0,1,1,DYN2,,,,,,,,,,
1790220064,A5UZhnKkWiK5otkiPzDV4EAGpNoKpsNYr5tYyqZozfAq,KART,GjiT9PyPQvhtVbho2rVohFC8xoh8U1vfahtxFt3p8Amw,raydium,1789793583,0.00002338,13635.28,23381,23381,0,0.01,192.34,3404.44,0,0,0,1,1,11,19,42,,0.42,-5.11,-19.35,0,1,2,1,CPMM,,,,,,,,,,
1790220064,ESH4HGEm87mBnf1RQ1VRHMe5LXCt9hhLczRSwUejHaNN,TILCAYO,9qjTHEw49HQ46Ci76Q26hwjQBa42denAmmmkoBzCCJnn,pumpswap,1789794305,0.000002224,2356.6,2178,2178,0,0,0,75.78,0,0,0,0,0,1,0,13,,,0.13,-10.5,0,0,0,1,,,,,,,,,,,
1790220062,4fGU43eTsCEqE6jBrQrfNfaVb48bDbGE8bRhRG4kBkbs,Equitty,GQaaxcjJeVf6bys9Z9m39EHWRhyoBH54KqnrRnd3YRRE,raydium,1789815165,0.000002878,4884.38,2878,2878,0,0,5.05,19.35,0,0,0,0,0,3,0,12,,,-0.36,-2.24,0,1,1,1,CPMM,,,,,,,,,,
1790220066,nDNn22SD3Abe3UxbytH32fPErZw6MEJE8Ticm9kVi78,AVERY,2uSN2AGjV55YzxUBDQxTa1eeKjUZFUALEaJ5YhiZVo1y,pumpswap,1789756283,0.000003801,3760.57,3619,3619,0,0,176.32,2608.71,0,0,0,0,0,3,13,17,,,-8.73,-14.51,0,1,1,1,,,,,,,,,,,
1790220063,927iWr8JTH7XVz6uHxvrqxTvYpoHzUEuNuteSMogu6Kw,WELOVEDOGS,6jdsGzc6zkdcYxyqBUxJQNJTd7F7rnCEfN6Du95LqjkB,raydium,1789837445,0.0001526,35210.67,152643,152643,2170.23,12743.83,17114.68,43528.29,5,3,17,17,47,44,248,211,11.61,82.86,60.63,116,0,1,2,1,CPMM,,,,,,,,,,
1790220061,2vqp21hAsJXpDTBhX4QUW3XWHTamVxj8K4ox88dVF2Du,CMC,4Y24qv5Jp6u2k56XSwoctBtZmdrW5MTGbeazprzrUNW8,pumpswap,1789838091,0.000002551,2583.47,2466,2466,0,0,0,458.42,0,0,0,0,0,0,4,4,,,,-1.84,0,1,1,1,,,,,,,,,,,
1790220066,tipp4C4Jnpft26HC9VXNjUPidojZqxXf8nzKvrKf5BS,TIPPED,CJieB7FUMhEFMaEFjAxQJnkVXNMvaBm3DHHP8RTgBeG1,pumpswap,1789837333,0.00002176,16138.38,21570,21570,0,102.93,1108.76,8862.52,0,0,3,5,32,41,182,217,,-1.15,-5.81,-34.78,0,1,1,1,,,,,,,,,,,
1790220065,FatoMrm2ChLmPR3f7PGYRKv1p6HQU7pwyct3tz4vpump,PUMPINU,9TKf1ECwDpjW6trk8RGJ29rLKt4PzCSePzRtix4CZATd,pumpswap,1789835037,0.000004521,4297.6,4420,4420,0,0.77,8.3,268.44,0,0,3,1,9,7,23,25,,1.9,1.68,8.84,0,1,1,1,,,,,,,,,,,
1790220062,5fCvtJH4yumFhJuGtN4CKfpHgRA4yg4JFgGtrxjdpump,Solana,ECvLosj3nsr9GBmfmGHrDPVPuH4Ypd3ypVpNDSFKz6iC,pumpswap,1789838329,0.000003045,3077.03,2894,2894,0,0,73.04,1415.38,0,0,0,0,0,4,6,26,,,-4.41,-26.93,0,1,1,1,,,,,,,,,,,
1790220065,Fx1S8sexzeUVN4JMKL6rKxv4kyNjfC6SRNJfmey5STNK,Pork,9yDEQCLoiKrfi1VWWtBp5KSr4Nquq9GFmTjWQf8gNsts,raydium,1789854123,0.000003828,5855.69,3828,3828,0,0,60.14,332.52,0,0,0,0,2,1,6,7,,,-3.82,-6.1,0,0,1,1,CPMM,,,,,,,,,,
1790220065,JAtFQn9yiSxCPBRnECvhaF8Vz3YtNq8Sk8nbCZ9ra54k,BURN,6DNBQmyRPZHQ7vnvAJoqp7huZ4z5djPxxecHSijXy4kR,raydium,1789849086,0.0001515,35768.56,151570,151570,0,276.7,17731.18,53740.48,0,0,13,6,140,57,394,266,,3.63,-22.35,-46.6,0,0,2,1,CPMM,,,,,,,,,,
