ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789937195,8QizAqwzibTcxzUmZMYbxCKyQCuT6zSppDH5npd6pump,v8SwiDZ4VyjgYmgpjR6CvWKkuYWRNhrtpHCH1iKiL4a,1000,5,1,4,22499.19,33543.55,1,1,22499.19,2026-09-20T20:27:22Z,2026-09-20T20:46:04Z
1789937220,8fogMoMGVZUwtoCB2ZrMkBhq76BzBNw4o2syZCYEvCZG,Fpiwj7PmH5QcLqaKkqQ9izC9pgZKtKfA6894e5jc7xyX,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937245,CcvNpYQ36arU3C5Peg8fBmdKZFTrFPgenmE3sbPhSLLM,CpsMRU4yyZgc5FSwceMkp4cDfMaptjVEhmA32habYkHh,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937269,DbVQ9vYSaxwNuoVopPL3v2KeHtY3hCfS9z3oHQTYWXWx,5oE1nZHwCZeCgWbTqtZHAdCxMvNwvNz28mqfcnuEq4zy,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937294,DifgEZC24HbYZwDq2og89hUJTjFixsyYZtV7Hrzepump,J2oQUXsQ9eGV9XmuvU843dNCP7FZ973zdXTrZuLyeBgf,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937319,DsjPNCjFrQDXGZ96UzohaMm9PQJJUxWFQ6Gy6do9CSLT,9AyCsBRtSu3ovixEPScPEkWgZRPoDQFpu8R24wCxC9Hh,1000,1,1,0,4562.36,0.0,1,0,4562.36,2026-09-20T20:19:32Z,2026-09-20T20:19:32Z
1789937343,FNUBBZ6Wt3S3KRKU2xyWtXYuyFW5Yqn8gxA1pUfktjWE,2GndcUndsDtHXSnao9uSN3yBN8ewUzWSUcu6xudYwQKj,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937368,FSJfPYF6VjuDuUxMFdUrCEkVr96bhC5oXKhv4o6JJxiK,9skwAP585Et2bs6TS9KJ6SrAzXgSjxPgs8xDLes2uWHS,1000,66,24,42,33592.84,68508.81,18,29,3275.8,2026-09-20T20:33:08Z,2026-09-20T20:47:46Z
1789937393,Fo8o5FqU7RJbMxrfGe5Xj8CJzWhT7oGfVBNvfKYqVwEP,Dy5PC8KmSyKJofZV92AJWACXy6W8jyv53dPK2LgL2KGf,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937418,GVZgBj6XgZ5gzA7qmDQmmAiFtGGc2AyMCSrVfbeLpump,Be264K849Q7gGccTcxaBPiS53JjYAEZa9JJAf3q5RZfc,1000,4,4,0,8310.36,0.0,4,0,2420.26,2026-09-20T20:13:19Z,2026-09-20T20:13:19Z
1789937430,3uxzNhXquXNh8Y2avyxS5CnJVrSrQSGF4Bqd8F5Nfz7X,HjvMKGdQ98CQeFkJyKRcfkB4i2gXoxrHebNTanErFZ6i,1000,13,4,9,9074.06,13846.86,3,7,3875.18,2026-09-20T17:19:07Z,2026-09-20T17:27:14Z
1789937443,5bLx1yNGmTysEpkxH94pypEXnrQxXY63UwLPyAhspump,8VayPL15g9ikXv4e9rLmhcPwa4z1qSBZHRWKtgB2yMYL,1000,13,6,7,9159.25,9186.39,4,6,2179.55,2026-09-20T15:48:24Z,2026-09-20T18:10:21Z
1789937455,64wxxQ1AJanxpeXiEUgpbMk5Px8qLLYxX8qib181pump,H3qv7HLf2DidnYfnmYHdWdDZHQd8RHGtTuY4RNxQLkHy,1000,16,1,15,9300.9,19535.82,1,13,9300.9,2026-09-20T17:25:52Z,2026-09-20T18:31:14Z
1789937467,98EaLa5gutCfGcnNqm3oVyaDUubR1CuGF931HD3spump,8TLvpSbG9aD3VoDtZqYrAENTk4s8GN33NPitNMryYpz1,1000,3,0,3,0.0,3217.64,0,2,0.0,2026-09-20T17:39:32Z,2026-09-20T17:49:17Z
1789937479,ARyG5rkhb29YFUB6SFBmyPgPJALMmRd9C1EARKgrccR7,3SPdzudQ1VHakkccjpZ8SpqEhCyN8td6WAXfjzX71fR2,1000,1,1,0,2166.16,0.0,1,0,2166.16,2026-09-20T17:24:23Z,2026-09-20T17:24:23Z
1789937492,Bx5HKwnuKEG4VRWtsBkpKPBp8eQbFAPSaKYo8hm8iy3Q,5VTmGKnM2cTEsRbqsn7ymx8LEdoqypJzw2K8usKr1LCX,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937504,EUJnfWGCgzAmAU6tE2vBLKEBfeTRx3is7R3ydMzcpump,DTsMihgKBqnjV9VEW7she5g91YJwLzdSjZG2Xk1CaJLv,1000,7,1,6,1111.13,8053.51,1,6,1111.13,2026-09-20T17:32:11Z,2026-09-20T17:55:02Z
1789937516,GHJsAF1S2osXrsQqLMwUeiQWj4Px5zUUmpA553eJNXVD,6yXxKar4VVzw2tJ5GhWxymEbmzDWu1NQT22R8AexQdbY,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937528,GVbjqx2vPdhnDrt5Z3kJSncse2XWYxjtEnRrERHVpump,3cHCzLsyyJeVgVeG7oLrT2k7fSkKyNvCF9rXo84mGcyU,1000,2,2,0,4488.11,0.0,2,0,3188.67,2026-09-20T17:05:01Z,2026-09-20T18:01:32Z
1789937541,HyCrSqSaZTgKBH72q8MHJRbAJNCveRR2ehd7s5HP51iA,BeaKbo3hscp8WFRGbCYzrwUFiUrAaJ62CZKmTTVbVtcf,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937553,36Gr9kKmQBk8tEkTfABuz88LhMxT57bijSwMBeMEpump,5udUPqWvSVn9ZyTMZkHa93Sq8DnLgKviF8UbissQxsSx,1000,1,1,0,8083.89,0.0,1,0,8083.89,2026-09-20T13:59:40Z,2026-09-20T13:59:40Z
1789937565,3WUztmmgYpJQATczBBaqwNxdFoUQXkoTraoPGaxBpump,9LcXFgzyj5pFMj8deQbatum5bEaGuiUkQaeG5hokt4Um,1000,4,2,2,2629.37,2325.57,2,2,1551.65,2026-09-20T14:42:24Z,2026-09-20T14:55:56Z
1789937577,4FQjzCcK27B3rwU6xD6nstSFUNeiJr8onDRDWAbUZ6cS,6uSASpbG5nkdoBZTnBrHFXM94fPwxy8Ut2zqzx7ppCq2,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937589,8KcibPEShvQTtxrjk7frFdtCpqskJw3K8nrUP2GHo9bm,FQxhAutQUimvZ9tf3pTLUC6nktRdp3hD6A7LqSgT75Q,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937602,9urN3QKRvPew65Rr5XXUMrX8yZ13mNvH52X4CAi2MJ1z,BZ3HUD7NbAKujMgvGBxFhjjgUH3gQBwFrcQ3X1Nv4wXU,1000,1,1,0,1045.59,0.0,1,0,1045.59,2026-09-20T14:37:53Z,2026-09-20T14:37:53Z
1789937614,9zyBCqpKy7MSKPAcste6g69rNUNH2yZzWT6sBYnDss4Q,2TGrrCfUbUuwbpkRRAUHcN4VR61TPuia6GkCZ82BnnxC,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937626,CDiDeuRduiEhnaGPRK7gmKMq6fBro6pfSauppY8dpump,8SggNw44cXywXvRMWZkZ2JFUEJA3yDxYvdwa95VJHySp,1000,1,1,0,3557.12,0.0,1,0,3557.12,2026-09-20T14:14:31Z,2026-09-20T14:14:31Z
1789937638,EFP3sFqMBH1oYraduSsTXUM5zcXc9U45AMycLdwxYN9M,22jhov5guvAmYRHanLV3S3rm8c3TvP2STKv1SVkVDFFq,1000,1,1,0,1010.89,0.0,1,0,1010.89,2026-09-20T14:38:32Z,2026-09-20T14:38:32Z
1789937651,F7Rwc7mAomwqABLFc3aX4eDkwEELGKeez3fMpw4qpump,ADpDKPepJr436U98YzCHoku9MFnv3PZZJKf773K8HdGd,1000,1,1,0,5405.19,0.0,1,0,5405.19,2026-09-20T14:08:54Z,2026-09-20T14:08:54Z
1789937663,GSAUxQmFDsDt6a2W6tGK8Y5qqPP6ZyapEkHcz4qEpump,CEBbLbUg8azQ27H6xgZannqmXqLb4bvPTa4Ui3zpDk4G,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937675,H8oS174Sf2ray6XvhMuGtCZTn1aWgcUd81U9iD2Vpump,8wsEuLqkVN7wqNvNBJLmMottVQ27kEFKZLt6o9wqmfhH,1000,2,0,2,0.0,2838.19,0,2,0.0,2026-09-20T14:50:44Z,2026-09-20T14:50:44Z
1789937687,GWagtrPmtcNBcR9jPKrwZhhgzuMpQBt7FNFu5Ckm3F49,FXoDRAMR2esmD9KhTPWojLAWiDq4YubaaST9cAub8g3X,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937700,PDZMJs5jgLeDhBjEhEKh396mWbD9SceiR89SqVMcpMw,2XM3w8SJLdN3cumsi2x59bwZkhMWWh56s44frJEVLD8V,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937712,uiQNceKYCeRn8PvA1tAksfBVb2b3aDuUVUAkMbtpump,J9CTfCvKsYc2uj9p4JmpC6ewJT6RWBi6hCWsKkkcAaEu,1000,5,4,1,4266.13,1085.83,4,1,1094.16,2026-09-20T11:12:16Z,2026-09-20T11:20:08Z
1789937724,4WUdyFePZ1ChNXNCbtJaiw8CJAHduaAMUCNutEqMpump,6XG4S1zHSn3W1PZjTuELj2guvY5dEMmCjurtPhuSmjJb,1000,3,1,2,21514.87,26990.42,1,1,21514.87,2026-09-20T08:38:52Z,2026-09-20T08:54:02Z
1789937736,55qmXqori6KdnFbxAUJ8yDtqriT8VtvQtHps6DyamEgE,BuXDRRazdqgLFqVJcGK5FRnqA7fD9zQWz7BBZ7PrcApi,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937749,7dWfisegCRAaTcWN2WHvf6G6GiMLPZm7vktV7fetpump,ACJy2hJd1n9vCJMUmRuDgkfwLUjUVQB5Z4MUmwFEkxtB,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789937761,BcytKqbo43sEz7Yc7W4Y6ABqv3mLBZEkiqm1CHi7y6pF,7hcms91gfaR9QbCQ3x25qCZB7tqJDTWf3ahdztJVi14Z,1000,1,1,0,1008.19,0.0,1,0,1008.19,2026-09-20T08:42:32Z,2026-09-20T08:42:32Z
