ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789931937,2j6sksYWyXi68sesbhBHd1MuPtCiNCgcmKdU98Gv83dU,BDhrkmDtZxc9wbRpnqJTDMH5mki5tUTG8hWfmHfcipMU,1000,1,1,0,2196.61,0.0,1,0,2196.61,2026-09-20T19:14:56Z,2026-09-20T19:14:56Z
1789931961,2yUKUUm6MtnUjqGJMqpb5K6wBD5qXLQpuUHRXCzbSiNt,4Tcy2TdqBmg9WBRyvEQ1mnjspzz3gXwyaJ1SkBs9ZH5Z,1000,9,6,3,7189.24,3324.38,6,3,1741.29,2026-09-20T18:57:22Z,2026-09-20T19:08:30Z
1789931985,4ec7Lf7JuCYQVQnUJCzpW5YvaPMNEAeqDRwGcU5n9GGJ,91gJFA4mgVQS5Kcr6uGh9ToqCrJK3jiSpTPNHKzDQhnx,1000,1,0,1,0.0,1070.41,0,1,0.0,2026-09-20T17:29:03Z,2026-09-20T17:29:03Z
1789932010,CArV3fYLB3sHht6hWNZtxy4smDRRpFwQDDevC1KTjue7,F3RZPR5kvDw5oLNUGivzRwBGPjdNLnhkpshMq7PkpoP,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789932034,FoFWVH39LhZahfNZowkqQzHT2Jcn181iqT63RSWDpump,8eVgMAiYFdhdWYYUzVWhKoVKnTHz9xQcstoiLfTdGnqo,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789932058,GYh3gi4nBUW11cbQPLXyeeqBpaDpimZ8ZVBxhfjb36hc,9hzpiy9dTa1r5ZCL4TsEWyCX1eTUCvYrKX95KxHpenBd,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789932083,HR7j74yndPPde7aoyaJsdSD8YHMmZqfNGDGrRZTtAeDo,A819z1NPTTuUFNvEpQie9oLdQzBC5ie373NmQRqfi7fW,1000,7,5,2,5419.92,2996.38,5,2,1088.22,2026-09-20T18:09:16Z,2026-09-20T18:50:11Z
1789932095,8fChf5inzm4KmE1kWtcGUPkhu7MZe2xYaTyTtjiU2sj,DhHET2Q5Abwe3QgKhpYfUZfz9DBK4aQ8XSVSXmsy1cdB,1000,6,3,3,3249.83,3390.98,3,3,1087.25,2026-09-20T15:55:31Z,2026-09-20T16:14:34Z
1789932107,CsgRJE9ZCMUpDs7EYUr3A5QxMbGGeMvc99tBgGT9etyX,5CFmvh2FXn3fiqnCeE7vaLMjNQ2St27gEbAmyHQgWiC4,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789932119,CtoeQU4xG5KoyTTxRq2SpkVkvke3AR8fw1ef4iHdpump,69sLXdWeLGxc1VZuGRNLJjFg4SUaWdQJqajJs55e99JK,1000,5,1,4,6478.06,4502.12,1,2,6478.06,2026-09-20T15:44:46Z,2026-09-20T15:51:00Z
1789932131,DP6k4hJq5dbwMPykhPrbr4Ss2NstWUX5yvn5Rj9uJMfT,6L3Ush41iLvwVJpAiRAK9wSkf1bUT59xLtpPePVaTuvt,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789932143,Go6pFAUH2DJpfTcCv3XdgV9vWTEA4jZcMaNtKzgjpump,Fk2F28shbsuPBnRFBU2VjW28THm2P7ExhiVZBqufjuFe,1000,1,1,0,6478.13,0.0,1,0,6478.13,2026-09-20T15:44:50Z,2026-09-20T15:44:50Z
1789932156,sdyKwWzC8EnriZWBBwm8YX25nKGmtQdZAHBEGLUpump,EkFd3k5DYdwqf4zmoqeUxgB1sG8jqVyT4DmAAyuMhKjU,1000,51,16,35,20343.51,49315.04,15,28,2154.12,2026-09-20T10:34:50Z,2026-09-20T15:31:44Z
