ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790115575,6oS4GBsisvFBtHV14BEEpKyZNL8zLBs8MtSQPsQdpump,PUMPDOG,2xTa4QyMxsYVrMeQaA83B4vfBzJ7f71YimJMpFZad5PZ,pumpswap,1789164815,0.000005778,5738.04,5555,5555,0,0,16.53,21,0,0,0,0,1,0,5,1,,,-0.95,4.91,0,1,1,1,,,,,,,,,,,
1790115576,Aw6fiDPWLUnjSsJQtsyEMSaoPaKAUUrStAsYPiPwpump,Anonymouse,CBfWfU1DBUbTJ2Y475idxxidxwUDnPNzFEVnMFbo4Ge9,pumpswap,1788771624,0.00006014,24929.06,57306,57306,1.04,348.31,25014.54,33161.86,1,0,19,9,256,185,362,280,-0.25,-3.31,107,63.38,0,1,1,1,,,,,,,,,,,
1790115578,GWTP6M5bxhaJ1k2Kxvf8hhYaHE6jZMhh4cKzFuCpnc83,USEFUL,FZuTAARDYJapX7HqniQEzzDboNY8RT4FXCrakVFJap2R,raydium,1788621660,0.001406,207129.38,1406177,1406177,412.25,24177.51,87427.23,204426.63,1,2,46,26,219,194,523,542,-1.69,0.61,33.4,11.36,0,1,2,1,CLMM,,,,,,,,,,
1790115575,7xgYmkC6zaSmhu3MVK8aUKQMdDTAtLLSScBJuh6T3HDP,MOMO,D2VeZtnLtKLoig1zg3XpfaNK1Yms7AsaAjZit761J6zd,raydium,1789163176,0.000003417,6103.53,3418,3418,0,0,139.2,144.44,0,0,0,0,0,3,0,4,,,-7.71,-7.71,0,0,2,1,CPMM,,,,,,,,,,
1790115577,Ey98zzqZ67xVWUqss6iErHTGzZCXpKuzsqaQDNzm2Yoe,SCAT,xsVtV8h1xmB8SskSFjDJH3TujnCW6uLznsnMHjza14m,raydium,1789171390,0.00001761,14562.59,17614,17614,12.58,891.9,2446.52,4278.91,1,1,4,8,11,25,41,67,-0.77,-5.8,-32.03,-41.53,0,1,1,1,CPMM,,,,,,,,,,
1790115579,dgRAuQe8Pw11wdYZzQST8goZgY34LPdCs3kxaYAQPJx,TENDIES,AcvisuNxub12XHXaQPmsTV1uQAGLEfvKZAqBDUoPK8s2,raydium,1789120548,0.00006670,22868.63,66710,66710,25.48,99.99,2182.67,31263.77,1,0,7,6,54,59,395,412,0.44,0.83,9.11,-38.87,0,1,1,1,CPMM,,,,,,,,,,
1790115575,8LstZpZuR9Dy7JCZC3YwPEWtbYhuDVFAYV37r6ZAcuHz,OS,5dYsxy1hJ8DxejsfHJR9wyRsuLHw6wCLKk7idc1kszUn,raydium,1789167205,0.00001231,11932.23,12312,12312,0,114.44,238.76,476.39,0,0,0,2,2,5,7,17,,-1.99,-5.61,-14.06,0,1,2,1,CLMM,,,,,,,,,,
1790115578,G4vqe8KAcRGTb7Kc55n9sz43aR4ugTPdSeUnAXZhpump,PUMPCAT,4jsZwYyPcFcw1c1nDnvmdTq4Yds4CTQsusUYn1Bzhuku,pumpswap,1788985978,0.0003196,69875.77,314266,314266,53.09,9137.82,27648.52,94431.26,1,2,43,36,234,96,617,654,2.99,-2.74,-2.79,-19.34,0,1,1,1,,,,,,,,,,,
1790115575,7wCM5K4ziHmrbjGe5QFhBqBME2fH82dn4Wfx8vhKSTNK,BUTTPLUG,Hf41uzMphPjeYmxw16S4Tk8pg27BrNCoaEDeJ8e22SKX,raydium,1789006174,0.00006645,26541.11,66454,66454,22.78,1387.47,6941.57,24805.3,1,1,6,9,59,61,187,179,-0.23,22.67,-7.31,-30.57,0,1,1,1,CPMM,,,,,,,,,,
1790115578,HoCeDUrd5BqfYmaRk2eiUpzshEvpwfYpgrJ4YKFCpump,APU,3CrSfcLW2b8d5LwR8sq8C6eHUL2V5DnrQHZZYHRHq9YX,pumpswap,1789274585,0.000004826,4905.36,4632,4632,0,0,0,0.34,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,
