ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789295020,MyGZoNEQa6DHAkJg9gZGJyMWJesrTmDmyS7vWBEpump,Launchcat,AfMUzMEczPZZFo53xaF3H9YURDcNsBhNhax7opKxgT64,pumpswap,1789128749,0.000002393,2352.19,2197,2197,0,0,0.52,45.66,0,0,0,0,0,1,0,12,,,-2.62,-3.11,0,0,1,1,,,,,,,,,,,
1789295019,DZrPvujBDRgA2PPF7dkNXFkEfABctB6J8rS6Nkt2hFpw,OPAI,GtpsAK9WvC2VTrAc2hV7F1pBcLKdfsFWytNXc7x5uhSH,raydium,1789135348,0.000002833,4801.6,2833,2833,0,0.02,0.37,561.32,0,0,0,1,0,2,4,22,,-0.41,-0.92,-3.94,0,0,1,1,CPMM,,,,,,,,,,
1789295019,Enhuu882mnhTtM7bGwAUG5GzgdDUcyjtL2uqQTxgpump,GETSTONKED,suQHMZZNrzxRJWQtUcSSRkwNYLhL3MmvCwnmVqopTqv,pumpswap,1789134966,0.00002165,12029.75,20917,20917,163.45,633.16,10174.81,110002.35,1,3,8,15,149,187,1641,1658,-4.62,-5.91,30.34,-76,0,2,1,1,,,,,,,,,,,
1789295020,iZyHmdNa6HxsPPttwK981mLmHEGpA6UgLrzSwucpump,pipejak,3vaN4tGfv9hD5EfUjgwUaJXTUoHF1jmS4MFg18gnPKEo,pumpswap,1789134747,0.000002127,2343.11,2063,2063,0,0,0.16,305.03,0,0,0,1,0,3,7,19,,-0.2,-2.13,-6.83,0,1,2,1,,,,,,,,,,,
1789295018,CygfJt67TZBEqJnib8RfSoAgrf1v15ooJNFCFZt8pump,ORCAT,8YebdxK9SPVyBcaMTSG7b364DZGnrQHMVPjuYfwZcF9N,pumpswap,1789132573,0.000002088,2198.54,2069,2069,0,0,0,116.21,0,0,0,0,0,0,73,33,,,,0.44,0,1,1,1,,,,,,,,,,,
1789295019,EWgq2xUb6eVCApeQombkPxd6uFjM8j9zRUXFS9MjKTiv,CTO,3364H2G3Kt536qgfV4az9HhN42i4owXGpcs4LuenHCBA,pumpswap,1788959412,0.00003344,14696.89,32717,32717,0,269.19,2603.22,28544.35,0,0,3,7,59,73,433,397,,-2.01,38.67,-36.42,0,1,1,1,,,,,,,,,,,
1789295020,QnJzavkZ9ZKcNz46M4tjjpD8811DzcxQRoWSrrkpump,RST,5o8BVDGy2jEnLkt9vhaVW9Q61iiBMNxZkP7XwXvkitku,pumpswap,1789136378,0.000001940,1959.67,1940,1940,0,0,0,302.7,0,0,0,0,0,0,2,1,,,,7.2,0,0,0,1,,,,,,,,,,,
1789295017,72T5GySJTt2RVqgB7R8fH4WVo2QdFwgmzye7vsT7cYeS,COKE,C6tQVNcdifno4NocY6ZYefRDZRhi6Mrjm2hV2qVSqXFB,raydium,1789142483,0.000003221,4793.38,3222,3222,0,0,16.91,3407.39,0,0,0,0,0,2,29,50,,,-2.81,-40.01,0,0,1,1,CPMM,,,,,,,,,,
1789295016,6ZNubRGunwWXArKqcCpNF55524gdKBqairVcKiktXefw,CINDER,GB8dnHBKhcpNpUNCYC2Jx7yKN6sDYL7qrgirpnLEav8G,meteora,1789142219,0.000002889,4765.62,2890,2890,0,0,45.56,1470.31,0,0,0,0,2,2,26,42,,,-3.92,-26.2,0,1,1,1,DYN2,,,,,,,,,,
1789295021,zzjkh1hLbvsFJXWLfE6h4JNbcnRj4eteuKRw42PN2tC,MM,AbXLP7NmNiPn7iJiRJKRVoQ8Vs6SNzkuBRMFiRVygvtY,raydium,1788964414,0.0001909,62225.18,190930,190930,7685.67,10189.63,157983.83,894486.94,86,72,916,887,7284,7075,23154,21883,-24.93,-31.01,-32,-84.52,100,1,1,1,CLMM,,,,,,,,,,
