ts,token,islem_ts,tur,cuzdan,usd,tx
1789111367,2abneGCt5fSS8dxd2azxSb2kxxRFbdthBCj8QsWBpump,2026-09-11T07:00:31Z,al,2nbUt6v44KNT6HDb3H6wZ4pDiJTVfoqGhf5b4rTp1rww,8549.78,4ZMTZN2Bvr5Sk1S77hC72hHXr1XVThsbn6hAJcajXe3vwwNjDA9VrPGc2cpTZgQg8XG2Byt7FmCk4HwSGvT39YZ8
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-11T03:06:05Z,sat,F8i5hQbQsb3sn9FJpiknfenoQoef16Vd4HjWmN2YbqKr,3265.53,R9aAdAQiHeFSoWcxAGovRY43LB6iSZnMPygPuqikBCXbAp7J2m1amMYDHSNKK4voUXFXUeTWAehWFusBfYqLq2w
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-11T03:04:16Z,al,F8i5hQbQsb3sn9FJpiknfenoQoef16Vd4HjWmN2YbqKr,3245.97,5qeTs8xFnT6B3SuPtHW4PKCd64Fzfg1Ni8ZLozBSDzVdaj3KihBU1zjx64z8fwSDBTWohuRbZEXnUFSFypbY7bQe
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-11T02:53:03Z,sat,97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4,3468.62,32QP4r6jR1HjAg8Nv4CGU3e1gs6CEEHr7FsryuMd4bxAUnqZkKmj9MNkz4RYnCAwFS9cCN6W6sq3iB3nidvo1pbq
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-11T01:22:11Z,al,8HH3M6SfUCC9yGM3ytaFQWnDc19tSBYCNJBnqeWaQ8Xb,2923.81,2nMYS3vL1eQMvqZH3k3buqyHyEjhia5JLhNfjEi72LYoi1qe6ahuyNw7VZEYFAnZb7djBAR9VX9ArhPNbV1BpYaw
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T23:09:25Z,sat,97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4,2512.01,2eqj9jRrxmvW8W6NxpejMzpchs57mWmeSMWN72jLsVw8XdHyBZew2r3cPwYgCMdPTdhYNxp6Qe3u4fn8X7xCGqBT
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T22:56:25Z,al,9rA9gENtPu6wT77YVSMY6hdNzcLxfkfnxPePkooWQy9J,4014.06,hHJgUFFCSyddHPyGZFDHKdugmbJ6JxM2hEaWEPgjhu1sVzUP6bp8E5XXLxYDykYvJdpMB5A7LhZyU4cB2HzTV21
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T21:58:23Z,sat,hyqPU8ihm8yPCgJqWLhJnAHXQ6g7g6E8Rzu912anQ6n,4765.36,5JDWeyZwJbgJeLYn9dYD7J6Aoxe5mZScru2wgrTX8uShiV2258fLNXuJieRX79C3Xth3KhCw4MiS3tMPVUkZb6dw
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T21:56:20Z,sat,BG4RAPVMX2uBd9muTyWUrgXccvaZGTkyumJrsDpLQnr1,5532.82,32v2qV8cKtrTbMGLWE1kP2E365qxpUaFEgf5GHvWiTywCcV8qM5ocVeTdmETgxwF344dqokHjAZ1SsLA1vdubhEY
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T21:39:19Z,al,qQC15w8tsVcmeeBUauZWE9JhafTMNCRjX3Q3Bhubqy6,2723.12,5acpLtDtDh2pGwCcyukwDALgvz4ifPSb9Qp8dqjEXJzzdFugT7ZVBjkotHkeWpfUC22uk2wMTsJjz7VWXLANHz4n
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T21:31:49Z,sat,2tYz3axgbzQKmEHLLW8ghscmCTKeAKZUZ2HMESVc7BCp,4874.9,33pNXPFDdpPRbVwDWyb12ES9w3WAjSB7HBbBJV9pnYwLv6fDXaYn3UVTQe3xsn7D8fGgQpPih653Vp1HfK6LcykZ
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T19:43:04Z,al,woQZigHfLGHje85cjhXr5Y6uUiau2Q8p65N58EQj328,3809.1,HWw49uDDjsMRdY7QH9kngNSFN2veQuUtUp7TgwBV2EF85o6XnDS4umULYz2oF8StvJk6x9RpptmoxoB3dtrvxPR
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T19:03:28Z,al,BLNin6tWNphAQh33G5hhEnyG9F9fKqigzmSjGVW8nac5,8371.31,2Kn4UB1g6mW4yybWDTJHWwhK2LCKDz7b4GBHAaJvS7ca7vnDNw9rDguRK7TECaJYzUT13cvY4LAKx8u1JJ5pBAzM
1789111393,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,2026-09-10T17:21:38Z,sat,CJT2f73sp6kCGNbcLcSyFLxjnx3QVGELWadNUBDaqB5t,2536.12,4tK8tPQmyseECZrq4Jv8WyCpE8RhxZLU3w2zGLEnCYaiceBAF5tYQQxHbzk1TusunjMU7mAiquA1c6itsVR9f5Td
