ts,token,islem_ts,tur,cuzdan,usd,tx
1790002171,2GDWgjUGMSWWUjkvDAcL14TtCH1wgpHp8otgSmrjpump,2026-09-21T14:38:03Z,al,6tzAKfHtQA4zLwgaXn97kU5C1dYsKcRy8XZhZUWmWU23,17597.53,3rezdP19yXYCAov2HTeUpUAP7opWirSt2gYBdbbhJ3jGcrbfopXMJWyhpLdedJWFfEcF5nqq9wkVjUGk32vvXTEM
1790002244,6VpUaAAKCngyKewWEoHQksFRtbgbXV7aRNPUjRG1pump,2026-09-21T14:12:06Z,al,A1oVWWsG125TASQh7Ae39U1KaCVCiGQbptrzGa5f6VWH,7662.33,2p1KkyWwGZRGQKwNdRbeaffNyDPYYf5Y72qYSz5YmVioWb5nPZipng85K8GKHTzDtkYczsK6tYJ23wRJ6hVZb6qa
1790002269,ENRibY7Rszd83h4jegkCynAvCRcHosKRhr2tWuBipump,2026-09-21T13:47:46Z,al,AJGSk1DGK6QvwdAG8gExitr2JHY1ZZv94ac7C4rmfyeg,9268.71,2qjc8vFWDRz2HHBxCygsyV1YcMB3NWiAUo98Jr5sfsDZUooMjir2pvhwwxDE9t6vpCgj5KZg5Xd571R12SNaRnuw
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:49:42Z,al,FGK2FbJr9NZYs5ToFe8SZF5QQQPFhSN3KJZ1PepqGi9B,2882.97,5tGTXya8zWC1aByLLE7aBcMmFyfFnoEVBMmxKVS3bvKKqr95VjzUNxuMUhaZfcLixyuC7niYSXQUDgTo5shWbnK7
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:48:29Z,al,ChgLZt4oJsgT1JEde8vmT2EcSJSqF38aB9PzYNtNDact,3957.61,Mzk12C8AQkrFj37nuwjNSwSXNPXwVsqmFaYHAMpZUaKvHW3RYv7sHsrE5GuiehL4xi4pUDa2S81A6vDrVUXeuas
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:47:11Z,al,ApUwcBwDnXN9Ttn8g7m9pnyDucSGpU8jknWfLxvX54J8,2959.85,32qEomXYbMC7qZaND1ZXQyjAMezLoc1B5X5owjS8xQFX2QTtMscNAHXfHG4CnDKaDo2wYVBjQjnvqoQsCDHk8dHG
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:46:47Z,sat,9CNyLECt2j8tnDhqxtjYk5HUhZ2b8Nwnyb7sfYN7vND2,4297.84,5EYPHmRoYJ9a5FWdHiZH2D5sjrQ52KzigXsUaBwKsE47b2uktbb9Dd567YJikDFtdBpGsaCQx3XLxeV5rh36QPhv
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:46:22Z,al,42rF1i199PCminj3bwDWg7RPwhrHSKChVQ6QSSYxGUaS,2802.54,3PcxtoZFRQXzVhSv3JD7odV5DkFfTusWNd1NSpqTingnC5gJ6JzDNpg7cpmSwJB2XFuE53egW1j3u2kn6rmUQkR3
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:45:44Z,al,498g1rVnFcnjBjpfw1xyqA1WvgQXUU8RWuELjxkjAayQ,5762.73,3Y4wSDqj2wGgJmPQQxLvWFheUrfiSPgWveAbfUK6XCicHx65CEvzPCFiq3k76hpnoNhstS4y3KvSCLQbSCM1ToyL
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:39:21Z,al,NweGtL7JSHEGBZJf5LNXS8NuCRxVaqyp9pQsXfmpNux,3462.38,5ZZKUTXkHF2wXuCd1jUaxcWVN9SDt9BhBFgbsWpnoc7KRyGKzKozks8W3UhYDJ7B59wavEfNGXaFxQ3fFtzAsW6D
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:39:21Z,al,5SSQ6xxUv1iRtmxizgFANta28UpcrrqLB9N6xMfFv4BZ,2920.56,4S4kDxVVMndengXoaXPXFYYyjd6wvTmZsBZyLuDvXUXxXeg8s2WjJFbEke7YaBSLd1NsDKrk8uAXAYfYwrFuPCST
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:30:07Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,2966.01,EJiyoGCGFnPU4Dq2yRCC2aaBJkRyvEZzGJzHTvcu1MCuRFnZQ4Ga2cqhZin2WSzgarJFtR737G43ZUP7rt7bk6C
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:22:52Z,al,3b2U6pvgcCoUwf2bHMq1q6M1aR3yhYy1XmFgSdWbte5z,4358.53,5dgBwjyH9isR76NSaPw2z1q5VyrqWZJ6PqAkLDJAvMz84p1RTRuEx2Caf53bzznaokQG2Bi8eUCHvQWbosKjh31S
1790002318,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,2026-09-21T14:18:02Z,al,9ab9J1hMmkgvNUpNHfNh85qrtYHAiEujyfYb2xSJhiFr,2978.8,4UjFBombHojYMnG48p2bWUSqWVQBrQSH5PkKpkSGcFKjxffmXQimzyFE64kukd651AdDDjPybhtq5cEit9JEuQb6
1790002355,7nHnamto7wnrHLnZPHNHb6HKzbVbptgTsR1z8TBMpump,2026-09-21T11:44:47Z,al,3ftZVrv4NeJkNz4oxrqpjtA2bwUp1bri7JBpThFXbyn4,8510.65,3hZ1TakEm4PGiMpWakZGKaS3cyMVM9xqaxqyGH2itr6LGGYH1y7THbuuWTStNMkFKTPvSUHHAodxuyMwRfj9MVjy
1790002367,C4Bwpk5QHcG4auPaVubzWjs3CmVFpofEL2GvDGB8pump,2026-09-21T11:23:57Z,al,9AtoyUcw3eg3YJTKPpYBEM7BGwu7uxrP61fp3yGQ5csy,5800.55,4KxvUDXTJgDTkbYEYfP3EsexcKUKrnMgG11khiVdBwbTduFn4ho9YnNzCdS3t78WWLrYkLz5oaytBSL9P7KkXbhK
1790002527,D7uneejj16Wehftz7uUK9uqeWisWgaYwsscu2EF8a7EN,2026-09-21T13:31:37Z,sat,8uqvMvRpfS16WUGrXivAHMAnYmTYCyuwKvBynfwNMXSE,2734.36,3ouxi7RqmZxwNTi2ggQeXDaSNn6x9W9cF99HnChuhAWzbLRp1gAPt2cz8wgVY5hH4yAsmjQFh9zw9M67ms8iP5xa
1790002527,D7uneejj16Wehftz7uUK9uqeWisWgaYwsscu2EF8a7EN,2026-09-21T11:31:52Z,al,SLjy7BHnpoaWxAQndYToFtwBadNqmbwvkEegtUt6eL3,3484.25,2ZPp5Q5rJpZjFw1w4WK3FS8GVWGVtoBE7CDu9hC6dbVbvz55fFpgbpwRJhY3pbRdzvpF8t3wzdj3eX2Zj9niD1wu
1790002527,D7uneejj16Wehftz7uUK9uqeWisWgaYwsscu2EF8a7EN,2026-09-21T04:49:19Z,sat,2FcqAjx4SjQqqVcB5LsBkC6oEZxvrQDTQWdwQEuB4jhu,2627.46,4jouw2taxm5BNBc7JF6vCGiwvuZ1a2bxGJZQeWxrp5ePjyCTZV6pdQU7tpgiFuXDaoCppRsSkGP7TYj6aQDfMzpa
1790002527,D7uneejj16Wehftz7uUK9uqeWisWgaYwsscu2EF8a7EN,2026-09-20T17:41:13Z,sat,2FcqAjx4SjQqqVcB5LsBkC6oEZxvrQDTQWdwQEuB4jhu,2712.59,3gFPEfJz4xb9X2Zsfsvjw1RU9pFpedjrArVabdBSj4sjf8L3mLwW5NWdDKnC7TvGdRWEh18599ciefDSvtVd3cX4
1790002626,7ZdvLz8WAbTWGqSfiFmr9VWggoZok7T9316ERWjgpump,2026-09-21T08:21:37Z,al,38ditosyPBeEnZ6hDcSacwtLcBnhVbPJN8RytnAyP8D4,2580.23,5AbWNthTpJV3RNxQWu9uXLntjkYeYsqArerjaAGfqFDPTj7vQEtH6bUEi4WY1tZMCMDaJzPcopkGU9J7Y1hhWvJs
1790002626,7ZdvLz8WAbTWGqSfiFmr9VWggoZok7T9316ERWjgpump,2026-09-21T08:21:19Z,al,JEAj4HByQkUdZJLWhMr2J2inLBpT7acFvmRURsvKRHS9,2648.96,4Rsk3wBd5CGpx2rdTUCh4pgNcUn3fqik6H4jGLwY6Rq4xkVKskC9Ecg9qKn2UuDkr32e9B6pfPwGVUhThX9vtsAp
1790002626,7ZdvLz8WAbTWGqSfiFmr9VWggoZok7T9316ERWjgpump,2026-09-21T04:45:02Z,sat,5KCE9nzsjJvAWmJkXpwv1JEw4TC8xoSPSEXon5eG28J4,5036.94,4ADLtnRwncCY8aVmRBub9RdWFuCDPfdC78taNv8pqpKLTgytXYkx2LDpnjhudWnERwk6baNiKxnr6PX6BzpnFsLP
1790002626,7ZdvLz8WAbTWGqSfiFmr9VWggoZok7T9316ERWjgpump,2026-09-21T04:45:00Z,sat,81hRU5WDq4Lfq36MNGF3g2N67RgXyk7hu9YvUnqQvQHe,5817.34,5wL6tBgb66umdAgKxBCziojdpna2J7afREVEruYjhRKsnx7RixzhaSDLBwVBam1MkGVaw1GBjiXRZGY9JLTrXRQx
1790002626,7ZdvLz8WAbTWGqSfiFmr9VWggoZok7T9316ERWjgpump,2026-09-21T03:44:46Z,sat,EXnHT6RiqNv4frtzLHMFqwjjuZvjvM2wVE6TZ8rKnKjs,6033.9,CvhEZzrHacExDMjzd5c1ry9YQv8AQ4sNZVsZSo5HDu8QmwS12GTFuqU9yPvWzX1t3shW9XvYVWB3C4fpajiLTHy
