ts,token,islem_ts,tur,cuzdan,usd,tx
1789397567,2QraXef4T6XR2GSYAfGBguMaQPEr5YE7pHFje11nQP63,2026-09-14T14:48:58Z,al,7Lkg46c9Yg9dAQqTkktU5vfcT8gfS3TdfAtrQ3Figgag,7110.29,39SqENfshZfK1cQJKstCKZjP6qFpkVSbUdL2UK1hZBaDaTFiWcVRhaRCVytXuvPEDefRQePJuRZsmi536feLv4Jp
1789397592,3xGTFC5cXyeaHRMS7rbNFHrbiVP7PwwkEEi8moovpump,2026-09-14T14:48:03Z,al,2HvNfsGPbrA6K9yTbzrB4TzJ3YUcod8RwVZjpDeXURtS,70184.58,5nMeMT2bsTSYqUozmhng1y5cNLQBsr55MkXreUa7kEk2jbbBF8kv8rXVw5CDexkgmB3cGF662SrvEub2qo2gavg5
1789397616,4FztCyve7m9PC6eQdAezf6KtwFL7kdAStS7CyKDEpump,2026-09-14T14:17:17Z,al,Cqo6L2mMChwMJL8cMpQmP9UZwEEEvznyiC9ZjA5kcDnN,7825.06,3wQQhurWAKSWPWQT223uUCFYTza9pnS9SGSQUKBwMV4Xxt2Y4MaAk97zj239tHRYkgwsKnzdUev8F3VoYqGn7Xms
1789397690,5yN9ZbpkLfmEriMRa4YCnMA4vGKWWj1kDameveL1pump,2026-09-14T14:46:53Z,al,6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,2514.15,JKFc5RX5eN5Sra2PuznmBHwjcp6s2efWMFuUD8gJCZUA9ANY4u7afQoZov7WQQB6ZaRWcN1DvM8Wqfn1RLyff2m
1789397739,7rf4vwtoG36mew8nNpLLAg6jmKU87cZwNahDV8Hzpump,2026-09-14T14:48:08Z,al,91Wu2yN6gzmhJfPxLXUqWUPJZXc5pRjU6MQPZwfMfDPC,40220.54,4iywxAGMcbjESze6URxJG2MLNmc97UPg2vyd1bHR54Wq6a4d6fqbacZwwa13TtGYJkZ5TnGsnSpvfKMWMHykwHH8
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:39Z,sat,7HBGLs2UNxTLrha6t1wvvmsjN59G7tQCZbYFvFB3dKCR,3488.18,5ngP8BY84dQsiWmH1HJ2opndx2v5Djn1B4eLrcmk5XgZeikbQtDdV7CUp9StoZdd9Bzbxf3vbQSsGmDrXbwAs7Gk
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:36Z,sat,7HBGLs2UNxTLrha6t1wvvmsjN59G7tQCZbYFvFB3dKCR,4063.03,5HfFBDBVnYB2c5Ccec8YC7eDidbWs4vAu3K3zyYhdHk2HVRhmquRyUCXGeVtg8JhgdVEHz9cHeUquduWPikmZ2vA
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:34Z,sat,7HBGLs2UNxTLrha6t1wvvmsjN59G7tQCZbYFvFB3dKCR,3910.28,v21GorsRWLzkNkSaUv4y6kSLY1jutfntrxNaWK9afagQaBgFvCppH4mBeNmdwwcKEYSL6BhJsbChCg7WT7ehfiJ
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:33Z,sat,53rAyZ5L4kPP8fianncWBgEzEZ65oPuFj5ZcsqpN3xSX,3907.35,32E8DwBZ7QgHs7R1rLRnEcr9GpaABNhNoXnwp37eUL1ccYFMSZiCAiy95ykzV3tYqPjuccamxHAYR1Xm77KmJG4H
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:25Z,sat,53rAyZ5L4kPP8fianncWBgEzEZ65oPuFj5ZcsqpN3xSX,4331.68,5fivvZsTkGNxzXQHjNe7z3rfoKGN5yNa1xvnDFTqmccJJ8GXVQNNJFWy2N18TkkBUu5tZWB4ahdjo8jcH5RrvniS
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:25Z,al,8Dk1ajHtAf7ocsK8iQ6KWQ383wZv3tS6ZRL1E5mPaHMr,2779.89,45DtR1ZuhKaC7c3MKDWYYfqV1QK1pfqMSAgLAXvNL1kwHuo6ZMoRQjeBBiSEsdq6enNCKzMZiy4a1MwD5NBa7tFt
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:22Z,sat,2LSki8WhvtXTKy4X34MKjTusmM3bqbw7xLpNc5HuDWZk,3759.0,3tddbKvRCD9HmhH1WWTj6hqJ2Bem8AXVVMH7dMxU62wPXqvbR3p1QrSsWdF82dsmmB5ZpxzpunY2wyVs9Z7H1BDf
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:14Z,sat,2LSki8WhvtXTKy4X34MKjTusmM3bqbw7xLpNc5HuDWZk,3105.72,5ndPao7YHWZ3xxa7Y5XsZpda8SfTK5vAR5LDTF7B8eeejvj3foeWWXYx7LnRbHgojpKSFkNAjw5BsnKqXB41GQTj
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:13Z,sat,6WYLqvJy87BD7ePwqrsKBvJGfaKv3kCeVXaGaKcm5pJ5,3092.21,4Lj82e5UTDb4JfB9kfHV1782JUjnhoZcjueYP5s5o6o94LoP3obZ8AXHYaQvcSLQ4CbqRaMyTVCThTXuLugNauFo
1789397764,AVX2DfkwCeq9aGoDKRsjDMQgmJ77RPTmfntjRGNipump,2026-09-14T14:44:10Z,sat,6WYLqvJy87BD7ePwqrsKBvJGfaKv3kCeVXaGaKcm5pJ5,3192.88,66EANDt6oVuex1ecJbWntouN4eht9XuSBhv2FbZwKwxJxCPetwqY9e7F5756WR2wxdL1hbPdZWNRaejpgLS94kcw
1789397815,C1xyeVk4NDAcsVXr2r7Jqq3a71yUdnkUupzdPXHypump,2026-09-14T14:10:49Z,al,2r1jvnvhBMgNVTvw9hRa15krVDoFfJ3YGwyGYERLJVZk,7605.1,uEEqAyGNBg4WzJqtFQKFE4VpYd3hzfpBykYPMPvM1obyD8Pa8kzR9XsPxicCVkknb8vZ3cjf6C9UhfrmrMuXiGp
1789397840,GXjruPKC4hkjXzr6YUVZAYuKDDMau94RzKHLRFwLpump,2026-09-14T14:37:53Z,al,HMLj4As7QBb5rfbhK39j57CQKb173vbwvJxFxgq9UFe4,5072.44,B21HFtJMigpMwwQvtKPJrPifRf2ahMZkLDYMxWYvX8qChdtjKAqHvLVWH3fxvXv1q4aeM8Jp2h3Z6k44pMEbmNy
1789397840,GXjruPKC4hkjXzr6YUVZAYuKDDMau94RzKHLRFwLpump,2026-09-14T14:37:32Z,sat,5P31CwMV9fuVJMBEk4VhrRgwWC1P7z5Zgd7ujTGaDiwE,6854.69,Ao5or7mxru2fnB58C7nwsUX2B9PvimN4hu3Sxsq1Mc1kHJShhFSFgZMhJoX3gQw45WPWrrhEXRpGSdfarTLQqeV
1789397840,GXjruPKC4hkjXzr6YUVZAYuKDDMau94RzKHLRFwLpump,2026-09-14T14:34:23Z,al,7JCe3GHwkEr3feHgtLXnmuJ1yB3A7coSeyynxTBgdG8k,4785.61,5GQ9Qm9jnyQFVTUyqLAeUAN2bUvsH3adjyNsHADMXtYqAHooebSxYsLfrdsdpscc9NmrxcurEhZjdYhyJdc7BoKf
1789397840,GXjruPKC4hkjXzr6YUVZAYuKDDMau94RzKHLRFwLpump,2026-09-14T14:09:17Z,al,8Xfa2D5RuzJkQY7m49qfbar14fUYAccWwrgg4r4bKqrx,8120.36,4mu2CP8toQZmFpdQ6kv55hvXRG7qbKhCGpn8fqEYggZzvVx9pupmGpRH5bouExAKrciHGeczMiTp74YfLrjWjeLX
1789397840,GXjruPKC4hkjXzr6YUVZAYuKDDMau94RzKHLRFwLpump,2026-09-14T13:07:45Z,al,EfhmjZktFY5Nc7PU3wbnF1y6aGBoNXvc7saGbgBY8ouj,291320.3,ceq5R7BfWQbQb83Gw3eqM5HSduFC1wdDvuGDidGV46kGwDGUJ7MnyrkPANeV7Yn9AftN8w9TS641xyLhNdDFPFR
1789397864,J2sJYBVz4EYupcx1NRX13m8tNNYTpAhs16XZzfkQWaCS,2026-09-14T14:01:04Z,al,Ex9V2o3vR4HSdA2TkWGRbC9GZTT7cPLDiNc8wYN8qZpP,4000.81,2ou7SWRL5wRVLTBUxsk4Jd41h3Tg38AEanToFR5mD2c5dgjsh9GbvfEv7zbiMgsuRgAgMaJnD3R9xvfTPyF2vFui
1789397913,6S4NhcyrqgzifrenZw9pg6inGdXpK766NfYzErdfpump,2026-09-14T11:19:57Z,al,2m9FXESqqraLhV3ARW8WFu2sDnputqsQvK88AoTY4h7Y,5567.47,2HJF5y9MZXKJ25XXBWSLsoi9F5NyM5KDXgMv6uAsMiDwwJQGoiPHsPai3Z2idA3vsN1n7pBEs6aFWsftL6zccvM2
1789397925,9dQunXVZoNZAiZCK2rA6yq1WLH6n7nBSPLjsLLW7pump,2026-09-14T11:07:27Z,al,DNDQF8xDsh3ovv5RLREmonqJxVZ8MfEaAd177NoHp2Aw,4047.83,5Wzc8kiWTiHPUsoX6u4PHo3gub37A1i5DMorr6sgN4uAuzacqGz79TjHR5HXSSYfbEtWtQ8MHJnsigkgrPn5jQNT
1789398072,EyXCSXEagwLUhnDPJUSBLmfajKonF6tzbe4SNZTvpump,2026-09-14T05:25:28Z,al,3KHRCnedfBqiHCjkVN3i2MghrNkCzz8ecb4kW2j5sVTF,5032.44,5yJyWPcVzmbg6cq39avjbkhNoqScpyMYzKrPEZBhaEsRiPH6LTCLRD869cdyWfKY6XeiRDe8otq6rDDFAtg9cxWW
