ts,token,islem_ts,tur,cuzdan,usd,tx
1789498294,69fmNNTkyAfWSTG5Fs86cULWC3bBxLxkY4mM88Ptpump,2026-09-15T18:48:41Z,al,72iBPvq1a1JNhTKrNQC3nN1EmbUrhoLy9BAgyBfxrUkz,3403.63,22xxVYiUyvA5xMRqDWNYKj391wtuode3ESAwQBMHmJSUuGNNYMihzHAoeNjfHBoj8QMJeteaVv65fpKvN6b1sVZF
1789498368,9CacTHqLYfQf6TD1z86A13RdgEfoiDDfKRAbjwMHGNAU,2026-09-15T18:34:51Z,sat,5KXDF6QnqhBj72hDtJNkkpFaQVUfbFXNybMsp3DiK6tD,2868.63,26CpkC3jfvjYZ7eg9H9AvEhE93DdRWuu9mPukW62fsUxBpk1XdjvPMUf4fBxoTctdioZsfGymhpJhQ26Pcxe1fUT
1789498392,9MBetPjhp7uZ4odThXNm44GTVaffoYBcmGpdda9rpump,2026-09-15T18:13:04Z,al,C6tKwx26oRgKKrcjhQEepbAUjH6GS5PrAj5mWMXh999v,17902.81,5Z83bPiGuuQLkVz2NLw1P4rXEmHnJ31x2tZQmAoAARou58eaDc8MRP8JMnW21d9hqwpmZBJXij2wH2pGSNEsRTtP
1789498417,9jmDC6hjfsXTs72xj8muCmP6ZJDkfsyUF6KvZRrvTLR1,2026-09-15T18:33:52Z,al,3xEgQCqNhJGHqavQzEFpmet8Vtc6o1L43snhRFeVLE1w,2955.27,4RHLVKwpgNHTxnwtrgEahgPsx4BoNPtZpsBvFmeCc9MYoC38LqkxUAGHsG4MVYdHDWmJrCgDjG1GjNgp5e1oYFzf
1789498466,H7Y3TzFyyfPBnn5Dpwa5m79NdgDQnFS8TcAtQe2Tpump,2026-09-15T18:22:18Z,al,AwPeen35R8grorAPxT6bnBiNicwQFJaVvHyBPaEQLa1a,8628.38,5Lz32jXzG8sS3hiV2zBuPsq1xHsH2Duhq3w32TjQwgcFpC7RNA73PfmFKQeGyCqAZeUuPWwa29k2otWqrDJjxA2u
1789498629,9PKP7LzAFNr5f5jfnCk6Drj8i75CTuCLXe9S7tJRpump,2026-09-15T15:10:12Z,al,JAE6MBySyWVEVtwS6JNDX52TreepqXUc4L43q5wQfRD1,4900.53,3ojpYkecW7VtNCoGEp6vpCMAbnjSTA51EPAa2sNaXjynU6W37KJLFcDU6asQyCKNRb1qPygEnmc6D75yCd28sN8X
1789498751,5g5kvhKsKdiB4GEzxeic7BNLc5njoQMSeKP2kC9pump,2026-09-15T11:38:56Z,sat,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,2502.91,2iu6jdqVLX6PucPjb7hLiVqyuv2YqPsbr7J8QhPYPrYBreK9KKFZuDXquh1FaUiTP2ceKaYcYwuCN6BNVRxaStLs
1789498751,5g5kvhKsKdiB4GEzxeic7BNLc5njoQMSeKP2kC9pump,2026-09-15T10:33:20Z,sat,4xd3Y2qvX43wwfLupdQVsE5ZTpnhXmpn8Dmf4Hufkj9n,2805.16,4csWaX38R5e2G3Lgf4wj3TwUBWTrRY5SxDPD8bohAnBszikzyyWjzdpBd25LtdoFSuY6PzEoMZ913GECYBwvMZ6y
1789498751,5g5kvhKsKdiB4GEzxeic7BNLc5njoQMSeKP2kC9pump,2026-09-15T10:33:00Z,sat,5RA3mHaNZmteC7TLkykPe6NwMdYzz9XqRqZdXsS2nQqa,2889.15,4jZzU5rK2M9sTKqyPx8GVUpJgdec6spVMeSK7PXpm8t1haviBUhyubKmiSdC2CXr2gQCkknDUDekcY4iB7cHMhuW
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T10:46:37Z,sat,C5gwrtFScCmr3c6TisBQkFiZMkMrSDQPj5XquPE3ziUg,3257.77,3EKvqw2N1m9mtYBpqXiPpgdgGxnszDT6EVzmc3DL4kui6KNGm7a2fg3EPEhSdabwVJLR3n9sK93abhnYx1xFYUjc
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T10:45:26Z,sat,ByVU8NTzE8G9Whbjx5dcrutFT7E8gP7ncJEQEGYHrPDk,6447.3,4n2H9o3HWq78QGY5fsi9JERR3gJLs1YgjHDqiYK2cx1TEMjDgmW8ViWwpq8eM2vgizxq3WMEskH9CRn3HFHUisFx
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T10:45:26Z,sat,ByVU8NTzE8G9Whbjx5dcrutFT7E8gP7ncJEQEGYHrPDk,9836.87,4n2H9o3HWq78QGY5fsi9JERR3gJLs1YgjHDqiYK2cx1TEMjDgmW8ViWwpq8eM2vgizxq3WMEskH9CRn3HFHUisFx
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T10:45:26Z,sat,4eYwG5sYzrjedP8kwJwjJsfh4uDASimhhAuqzvqzwxrd,16858.24,4d81sMeysBTg54YYEkpQwTvcM7qcjuTmXcDWzqoypXBbiygz3HN9Qwqx6vQY15qF9KKRFQB2b58S4MxQuZm7HGss
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T10:45:26Z,sat,4eYwG5sYzrjedP8kwJwjJsfh4uDASimhhAuqzvqzwxrd,35623.61,4d81sMeysBTg54YYEkpQwTvcM7qcjuTmXcDWzqoypXBbiygz3HN9Qwqx6vQY15qF9KKRFQB2b58S4MxQuZm7HGss
1789498778,CUQXHtqn7SgfUqj1AXx3FY8Z5hyUVRhDJB2qDQHpump,2026-09-15T09:47:40Z,al,hTTb9AfHFPRjCG3zAiZf2VCFPGkGzoNSPW66ZpGm33r,87681.93,wHc7jfMWkrjvaLuAsAyBgCCgomw38wxRmqqULR3gH5iJuhm3cAABFJUK3g7WEJUxLP4XJcNPavrp9M5DKBpqzfz
