ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790023595,7as86KvTJLWetHAvL18ijNw1Wf9DxW7bcMMuh294UFrw,2FZbhZ3L6wX8pPfGkz3mRQ6B4457NKsYz9vD2tHncTzs,1000,2,2,0,2287.42,0.0,2,0,1185.17,2026-09-21T20:34:25Z,2026-09-21T20:36:56Z
1790023619,A2YYjpUbWMGwYbrfqnWBfxL4RtVoszTMuNff3MDTpump,HGYuKUx86WJvPMnMob5Cx4SLqMF4yCgcoaLm7WLvFUmu,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790023644,BX7r6jFdMEUMRyx1whei583iz5pBjrfApbPj7Q1YpPZP,GYQBhwL4AmT3svpdPLBsnfUEeY5FcuX5PqJFb91Q2Q4r,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790023668,CbouD8khLcz1Y1QngvRtQufUimSRKpHkvGn6y1n8pump,9dyeuZaENy1TfKwkR4rV8mGZcAWWw4pkubyHBkUG85oZ,1000,44,27,17,62867.73,59868.8,27,10,4815.69,2026-09-21T20:35:17Z,2026-09-21T20:46:08Z
1790023693,FTyieGbq7KsXrpZEiYCC68upLek7cKZep3paQdUSpump,FPAgamaN3AVf2rCAq9ARoudaB3AY7g7eumH8Zn5N6fQN,1000,10,6,4,8863.36,6076.55,4,4,2927.21,2026-09-21T20:44:29Z,2026-09-21T20:45:25Z
1790023717,GvFe6EjSXAP31EbkSAYpHgX9mcgTUZWHkTuDjRUUncWL,6viWAMHocDwDAbkvXUUCH1AgbKQh3rzQje55TBihjgUK,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790023742,HYCE7xeDpMc3Qef7w1jDiuJE3UZiG4Y8ZPqXB4WFSTNK,C9oDvqsEpxNRReSQ7V2HTCEoNAXM3Z6vjSW1AsDkHj8g,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790023767,HhcfXbZ2rukoKx8oAH8rfkmzXbwvfdh6MMLZjneg4rWk,FDy48HT3x8xV27vwemC5VZjJwX2WBnCgKMJYuAnmoBdZ,1000,71,43,28,64902.2,38680.79,31,22,3803.16,2026-09-21T20:04:46Z,2026-09-21T20:48:37Z
1790023779,9JbkvAacYbjHnYYe6PJ8tb2kf8B4WSJ9ujTeefLrMVZG,6k2q9N5TaSxJBwvfoN2VU5UNLJVic8MCbStTybyxhpmi,1000,1,1,0,1291.75,0.0,1,0,1291.75,2026-09-21T17:43:16Z,2026-09-21T17:43:16Z
1790023791,AxwSUUHx6hj8bgdtSxVUiKtKkZwmcDbNbEEtTvzfpump,9TguivGu1GBdodNLxyrf2yJquX4ChmByqhr8PEtmKUhy,1000,29,11,18,13713.29,24755.29,10,14,1743.53,2026-09-21T17:16:40Z,2026-09-21T20:22:07Z
1790023803,BoBaBBfxatCazaT1PqTDz23wdNaY7jM6LHfzAyQRc7CP,9rHHyHWk91pscsQRuo7Vgt7rFkLYmctKmEkK6p4zdkxW,1000,4,4,0,8088.63,0.0,4,0,2576.81,2026-09-21T17:20:30Z,2026-09-21T17:20:30Z
1790023816,ExgY59XGw4E12ebJgv7pwbUz7bBLHnePu3tvYgg5hovp,26Ewstw5hS6QEkbJRzShS8yjwjM8k7L9ctZneKxUyYmp,1000,36,18,18,27247.53,25414.27,17,17,2480.39,2026-09-21T17:32:09Z,2026-09-21T18:55:44Z
1790023828,2GDWgjUGMSWWUjkvDAcL14TtCH1wgpHp8otgSmrjpump,BEqM3zM1DaZuN57Jr4z7KHco1Qz7KNfk2qVHa7p7nJqL,1000,19,1,18,17597.53,26287.52,1,18,17597.53,2026-09-21T14:38:03Z,2026-09-21T15:21:02Z
1790023840,3cQkTmTspHcKXmWaekuiqZSLf5UhDpmWch2Prgf8WRR8,Dahpnx7cGEAxgKPsA1YVc8fNzHgJfwgUMdjDV71JS7DL,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790023853,4uLe3LER5y82GwbiuVcY3rvY98vPZeq9etqsBqiSSsMY,BLZ4DM8Wi4qztFBjzGAStEe3hDWGgCfFxDjietASZbU5,1000,5,2,3,2285.49,3407.72,2,2,1178.46,2026-09-21T14:30:34Z,2026-09-21T14:53:09Z
1790023865,6VpUaAAKCngyKewWEoHQksFRtbgbXV7aRNPUjRG1pump,HQPi7XFLvDo5tJueiKHygmz43mZSVZ9ZCHwXbfWRyV2j,1000,50,2,48,8704.97,55085.1,2,47,7662.33,2026-09-21T14:12:06Z,2026-09-21T15:48:31Z
1790023877,ENRibY7Rszd83h4jegkCynAvCRcHosKRhr2tWuBipump,3gVpAeyt2PmN4tEzFFuGABqbnZEjUCJvZz8BWRPPyfPk,1000,13,1,12,9268.71,12745.08,1,5,9268.71,2026-09-21T13:47:46Z,2026-09-21T13:54:06Z
1790023889,FHqnAB6GGTUQHPKtnFnEDAf5fc6ycJSo5a3EMXc7dPmp,AnRgZarf7ung6ySWcagVRWqdVfqATmQFDupiYLmXF37L,1000,1,1,0,1301.94,0.0,1,0,1301.94,2026-09-21T14:37:51Z,2026-09-21T14:37:51Z
1790023902,FiXDsziPrJvEg8CVsFsHa6rykx6Sk7rckZi39nfVtDwj,EHdyW9ziynn2cdPRnE16ZxRkBaDqVBnxA2tzFaeXkb3e,1000,265,137,128,238652.43,184283.32,90,85,8165.49,2026-09-21T14:12:20Z,2026-09-21T20:47:22Z
