ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789197616,3UYhgEZQJnnQakmMwnNfGBjvCX5cnkf6D4oaQLE4ijTb,DbGpLQS7x8Ug2FWH2ZdzfzTCkAQi7Df7kGtN5cXwrdoc,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197641,5wkVVJd7jZ6gVEtg9N4ggxrYQXRTePnLQzmpVXYgEk6r,BDn4C2u7FCXVFuymxmSPNJ7hKoXn9LbZ9QBdca1WumSP,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197665,6jFDuWSjtFv7TkQR89Kq7qS9bG7sN57y762XrEst7uwF,EgJnxSXpU2W4VAt4oTG2TLRs4JbfiakfohP5VCWxbjxF,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197690,71QwubBDaFgPdtGVWJZgzMSwfz4yphPSC9hR2JLRkKYZ,2LM8fVCHzjqeVsceqybuiDuFPtfFVipKS19XNdaizqhi,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197714,87CWEoh3qkdhWu37ZGov47z38Y7PxMeuiFPfB6TNbCRA,FXLjmG3JyoqkCJUvGNfE4jYQAUG2vJpSQufCguQcXpuz,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197738,883Wo5mac2CUNquFm9P2vx46e7rKqtdKBFkcQ6hhysoi,AnR8CWJVTAYr7Fx1GqmrRqHmR8MTjGrcKSZ3pAuLP7Qh,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197763,8zhzeuqw1j4EHY3UcVMDvZUe1srpwe4yQV3fNznSGtue,AHc85HebYpeJDF3PjAhVxGayv8dok6ZQ9dfjsp6XKm5P,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197787,AtpBbRvgodEiSzgbefmehD656s1eckMem7LxC8ZoVfmU,4WPc7GrxxeXL5mAmvYxFMkPqGTkDeyWFnjYKWASd8y3o,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197812,CRewoLEAnguiHmyx4NfEuQqE5osA7QvH9wd7SvMFBAGS,5zHeaFsP6J1edPcn8Byxn87SZeaPN7ZNCtpAFBHzvt9c,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197836,CSk12QR3AnApnAo3rVDZbENBwfAeDLvdEgqRyzY8nyeU,EdHdyhBo2PufqE2xVmwVWATPdHR5Uq2CaxnjvLAcCU3U,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197860,E852PjuG8FS7MVe8BkDMHmp2DPBU1YZe3QmkPRqKxgpW,i3XdfghxtMe2BMsTPQVtVpU9p5ypyexFJhHawTyVAAA,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197885,E9JKiMEMF6kNe4LY7hvfJDBA5YR6C8BYgh2ujRdXqfJE,He21U4vGkKFctn3SsN5ZgM8wvvSmqqu9GgxcoKCtRZWR,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197897,5LSSXszD2U1mwDcgGRjGqC7B7Zr2k3Ssb1aXM1ZLpump,J3BgUyGis9qhBUHNuL4yJa6DmHbSGvgpZTKiXrvXyzC2,1000,4,4,0,8007.82,0.0,4,0,2053.38,2026-09-12T04:10:16Z,2026-09-12T04:10:16Z
1789197909,AA6UshpuQPC32JWV6Xev4p2fuW1PDew6bRnmnGNhpump,GrrhpKLw7CaM1UPeefRLLE5W222AQCDZXaRoeEnwKUxZ,1000,1,0,1,0.0,1114.36,0,1,0.0,2026-09-12T04:23:39Z,2026-09-12T04:23:39Z
1789197921,FFi14duyVrMwYNqgVu3G1s3PBuUUmfrnALzEexMVTnXH,8qhYcc37eDg81SkQ7qVb1ktnQp3TFHszRpqr3DJBBEte,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789197933,TE43NFwUN4NgbqsccLXHEGkwrz3ycCsMjUTowyRpump,ewyMcYtJkHhCM8chdKCJ86HpuJXtB7jcmaerrP2hqYg,1000,6,3,3,120090.6,52133.64,3,2,117806.67,2026-09-12T00:37:55Z,2026-09-12T05:21:58Z
1789197945,jFNMWPFSG1oLmykmZ7MidsTTbMpKAV3B4eBrbZMpump,A3aeZP7CwnNhK1SK9Lr7yvyE8UwGkPKiy1emsTPSghEA,1000,4,1,3,87202.41,19435.25,1,2,87202.41,2026-09-12T04:17:16Z,2026-09-12T05:38:17Z
1789197958,mDLiqrBZPubHfmrffYmVwH2ss5BCNv1CTuSDHQdpump,F4H3tCn57qkT38zroAhUv51HcKUA9dy5e4zPVkD4ggSg,1000,1,1,0,88476.28,0.0,1,0,88476.28,2026-09-12T02:59:37Z,2026-09-12T02:59:37Z
1789197970,mWF4bZD8gXLDy77ec4LHjLY4KaJ4hRppB8QgH4Ypump,2RSANsRD3wVditLEa1JZAP4Hgnzcs9NVS41Nf94rEf96,1000,18,1,17,90503.15,25562.96,1,9,90503.15,2026-09-12T03:12:21Z,2026-09-12T05:05:45Z
1789197982,rWwUTcRZrHAjYMsXJuickTHQfbWmRd2qV4brmaJpump,6HQHR2fBW1YWnsYcsX7v8rqB2qecYkF7EXuHfLWUNdFB,1000,1,1,0,96377.29,0.0,1,0,96377.29,2026-09-12T02:48:02Z,2026-09-12T02:48:02Z
1789197994,4y4rbYoG3RXDGeJ2w5McbDEuZhT9cQrXEGoP4svppump,6ibZPnbC3U4Ndh1iY7hgw7FQQU5cDCnGE2y9tGasC5BA,1000,1,1,0,6100.13,0.0,1,0,6100.13,2026-09-12T00:55:39Z,2026-09-12T00:55:39Z
1789198006,6fAQyH8Q7Fj8fBuKv4HWTTmDNnzo461jqYZdEytCpump,7SW2iyonfLsYQqE3rpJ3pLWekHgUwbs8QZBLLm6je9zr,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198018,83CHCpuAz2AcNzYgPzbHpRUphSSgu1EfpceCzYokpump,2pRvPj93pyFGNFERNgcmxtnFkZ6tb9VEJfjc4ApkaVxv,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198030,8agWETDzKWaP5kvETgDiLEStq1ufy53LYD1HtMGWszP,ANcLfdi2FiMGBg7tjTqvgC9cY7RcsuqU9XsBUdWZREQF,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198042,EqcStNu11NoSBXzuy4nYJMMQNuBqCMhEjbBgNbRJbQY4,EHswD22qKuThTqQ8Mft6XcnRWKuGZiJGQa1Gnzzifq3s,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198055,FPF1AjvJo9KX9PzZAMYJmNAD8Sund8RD61LKuk9iGn1A,4EbXQfboGmG6f68kopawHyzVsMGLYqCSJyVpCUockVTP,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198067,FqXB3TXMBALwSbeQVfwnQmX9cuKCULxLjA9zD4fHsPuA,F61EFFBgoJ6F7QBp5W51jQn14AFpxU1hzkGZ91sTVn2q,1000,1,1,0,1009.3,0.0,1,0,1009.3,2026-09-12T01:11:58Z,2026-09-12T01:11:58Z
1789198079,J1U1BWkVUDtujjkew4fCGwvUteeaJwDirEkuPcYCgALL,5ZaeDM3kecqCgJBx8LWGapmgW3ncv6Ldvmcmbhqy9ZUc,1000,112,49,63,69259.01,90943.53,33,48,2463.27,2026-09-11T20:48:57Z,2026-09-12T07:13:50Z
1789198092,PodiTg991v5QhpX5B9Soh6GhMAXznM1K3Auty5kpump,8mcfyELgzb3j7hN2AC4yVfxreX62yByTxrgpU9JRo6fR,1000,2,2,0,92417.8,0.0,2,0,91175.09,2026-09-11T23:49:35Z,2026-09-12T01:40:41Z
1789198104,QB4EQ8mTF1vt84whWSnjfFim5Khex4JdY6XjZ5cpump,9fT9peK2eEsWb76EjyQLi6wdV8MSzQUyPGEA4kByhRDB,1000,2,1,1,158225.93,163464.62,1,1,158225.93,2026-09-11T23:09:10Z,2026-09-12T02:20:38Z
1789198116,WX2v776Zu2yQT4LjgShsDcRJRePQPzhZG2X7kidBmag,FHE4UH127vGdJWt6QvGAKcFSBucQtYY6AjeXrzvFmXPY,1000,4,3,1,4496.8,1303.27,3,1,1838.03,2026-09-12T00:46:04Z,2026-09-12T00:46:07Z
1789198128,Y7NkZxg61949b3f1WFCnj9AnP6BoAhoQ7YNY5bCpump,4jmREvCP4YgfBgB3bzgoehUMqyJaRFMAZ9heJXUvvH6o,1000,2,1,1,82934.78,58365.22,1,1,82934.78,2026-09-11T23:42:29Z,2026-09-12T01:38:02Z
1789198140,34eiVk6vfLctP8FKQQ5y5hvZLA6pQJioXci4dVuDpump,DLC6qp35J1ppkY22J4U2WRrjAcyRXtGJXS2kqQmg39WX,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789198152,4Vur6RbGdWjhFsfULJx8z8ACfpFC9d2wMYaY43Srpump,F4koNX9vhLGY7zWDw2hwy27VAzDkZ66HN2zDJREPzBAK,1000,12,7,5,8098.5,5964.24,7,4,1478.29,2026-09-11T22:06:10Z,2026-09-11T22:23:21Z
1789198164,5NpqLcNaKSHMvmdo23pukuRAhKrQzqqBuXvrSt2yjsMZ,BZDqUoSdwbW4v2NoPYbqwFUYrgpGVafbaNwYt13hz3gQ,1000,10,6,4,8622.03,5930.43,5,3,2979.95,2026-09-11T21:59:28Z,2026-09-12T05:25:48Z
1789198177,86CM3PNRNc9UEVa6Nj5pm35ZfSMvVdpZVeFuu1u9pP5y,9BcDNjLEh22t2ZwvLfNPsav6vatMvHDRroh5exNhAv6p,1000,0,0,0,0.0,0.0,0,0,0.0,,
