ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789735929,AmBKmofV3uvYfaaFAYqwZZXhdQfU2neCHW2Tk3eaNAFk,8dUBnm7ApMq2TDHAk17n9Gr8QAbDmeT1JE2pA8W9Hoi9,1000,12,8,4,10889.51,6214.29,7,3,2000.76,2026-09-18T07:40:39Z,2026-09-18T12:23:27Z
1789735953,DHQQiiKRsb3vELCnafbo1Mcky9N6jd2j7WMmqy8bLU6k,EsQdQWLTYKG9gY6S9MmDTX5EpUX9mpWG6EsLsxPXiCed,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789735978,FU7UuHNx7zcqwiit3j2MHaWacVZCFqwAZqNZvrvHEGrr,9uAHahqZz3DSx7VVq9qv1EL72SSgz4QwyUynn1UAJgaw,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736002,GxZYaEDioQfuLuiehfXvukff7Rs8HJ1TzjZwUe5XnczD,FZnCgmzjNmVjLT2k5uP8BUkbbkZNzfN3Y3kV6Ye2QhAY,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736026,HN3ZNaP3oaWUMGk8u7tj2ZEhzFJBzSuc1DtnKDoiwDmb,AezcXgeXECx4wvgT6ZwifvqfVsXEd7hthEgfyc8U7KcM,1000,1,1,0,1045.81,0.0,1,0,1045.81,2026-09-18T12:37:11Z,2026-09-18T12:37:11Z
1789736039,2RvPjmTfdWwdDssZ5efp1xhvuJUxW64GRjp57StJarbm,Hka9H7ZBEf7RiMwC11DvFHHifUZKHZhRNKJAob1DfDZu,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736051,4SF5QyYSWPXnQMrQk4t1yQnbzGK6GrPtsn2nginQSTNK,Amuffyyej7cQwSs5s2Z32vLdSYqWo7MqU1gbzZox6hZg,1000,18,6,12,7405.79,15734.81,5,11,1915.73,2026-09-17T13:17:16Z,2026-09-18T09:22:04Z
1789736063,9W5Tois9Ga5oC57N6k7EXAif1Qr6BsjXc4mCX7ob9jed,Bro3poydS8myB4DvCc5TETg3kjp2sEyHy3Nh8fXWgT9q,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736075,AkMiX2tX7yLr6zibn55ieovHYYSnAzr3GS5qz1JsXKBa,CBtymv9cbDH9TvEwpb1Q3gKQj1mfwcaRAVfmgh9FF2Qk,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736087,DnP69wK4rFwV6FJDJr8uSyL6Bip9EL28udaNxcjwniML,Ebr7wGzFPt9oNroY6bb7ajejMpm8wBpDYdavrriYDD74,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736099,H67pySjEtqKEB3QUeV1TZSoZThQR6b8djxdF9B2ZHkpt,GHZDEd99Dw32HQd1jPWvukej8F9jr4erpSNwyBFswmhn,1000,1,1,0,1170.0,0.0,1,0,1170.0,2026-09-18T09:42:08Z,2026-09-18T09:42:08Z
1789736111,HQQgg3RmQTsmXAitLE1SNE29poHGiQ1bbpdEn9FEpump,Cj3dxrmZiW99Fs925QHHZDMKEaBgbt7FmX31PDESMG7V,1000,4,4,0,8388.26,0.0,4,0,2236.36,2026-09-18T09:14:10Z,2026-09-18T09:14:10Z
1789736124,gqD8X7oWXTXxWocMp4UCGZF6BKvJf2McjuTKHaBpump,DqkRJqB7P4Uq4edQpcgPzwK62mYQb2p59tuDNU72JMT1,1000,3,1,2,23159.32,44802.29,1,1,23159.32,2026-09-18T09:04:32Z,2026-09-18T09:47:40Z
1789736136,2AwXq7L9cadT9SNwJkCe4o6ChKx1fn6Q7zpwT89Zpump,HaLGX2XhYc5zUS4x3xvxGhEhQZ9myokwFkdHGMAh39Dr,1000,3,1,2,1477.23,2527.16,1,2,1477.23,2026-09-18T06:43:40Z,2026-09-18T06:46:06Z
1789736148,ER2XobjesPV6xTXBRjzyo1aCj7nfs2N55LBeiWSmpump,49zxt4LDCHPZZXJRPCUvYFtawWQnY7G8j3p3MdPuwGyV,1000,57,30,27,41822.87,32353.87,24,21,2468.29,2026-09-18T06:44:15Z,2026-09-18T08:12:51Z
1789736160,GNBeaJtxa6bhtsxggCFhG8irCykaQZhRSFsX2QexWkfo,EnwZSDoUFi1dHEfwSKBEhTiG9Gd8pFsWL45gwBRHjsfD,1000,1,1,0,1164.58,0.0,1,0,1164.58,2026-09-18T06:48:17Z,2026-09-18T06:48:17Z
1789736172,H88SrjvuEq9D5ZaPeQLDKMfZg3ER45wCoJPoCtfSpump,5CK4qJZ4nAXoPEmBrvrBMfokoTxKkbqedMHpQTBHBWw7,1000,1,0,1,0.0,1022.38,0,1,0.0,2026-09-18T06:49:29Z,2026-09-18T06:49:29Z
1789736184,HWjR27n3Sg9RY7MWpfLaB3ZSYkcC2tfMnim2rB6Cpump,Ht6VBDz3Mi6RBHFSnrSReUqrozXDSZDksoXbomYnf7Kw,1000,44,17,27,28694.09,40390.57,6,8,2583.83,2026-09-18T06:45:38Z,2026-09-18T07:29:26Z
1789736197,MxDmr921R98ChZHnmbT4h571KZZarmjLhUdYu9Mbvjk,3U1xq8VKA9n2fsubPFS2n2PBrz5BVhTkHNk33zmnsKf7,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736209,eveeyP6HVKMeyeh5yJBtd5BfETZ6o6kRaBwYcMYpump,AY33LncS3HAaS1x4uAxhquDsaz3eA6vmP42vx2Qgp4Cs,1000,6,1,5,80375.92,13810.94,1,4,80375.92,2026-09-18T06:48:30Z,2026-09-18T12:40:25Z
1789736221,7fa3xUtgHtfXF9eb3eVTJqqRZpotMV3EQbnHhdXj1m59,H1TcecqyB9cHF6JJR9RbJ1nv4tEGJQbWeaxyRsDCQarT,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736233,BdUVcTcHV21TKN8mM4gZpmT7bQMG3B9SzZZLZ4bYpump,HY3b6XUdGChX9mkPLYWkoTL6x3N2CoBT68oqwtwC2GR4,1000,6,2,4,23396.35,34794.46,2,2,22048.7,2026-09-18T03:42:36Z,2026-09-18T04:03:09Z
1789736245,FBXFv5NuuudwsDh3Q4MRGwD8EeoC2tKToAMErdqx7p3U,Ho4wHyYjmGEgmg7c4tigmX6e8KRHwzGQuGqC9HeJkGGV,1000,6,2,4,5128.16,6337.41,2,3,4114.67,2026-09-18T01:24:22Z,2026-09-18T04:31:04Z
1789736257,1LRJMt9p2etR9NbRk6d5KtQXk9WRxH9isTdJah9pump,AskNexpdwtPyQD5EycFwR1snxXTvgd3VYwWAMcjdPo7i,1000,3,1,2,100007.05,2184.53,1,2,100007.05,2026-09-18T00:48:28Z,2026-09-18T03:04:51Z
1789736269,3tsWePSJbNZj8UkwobCpdxqfQ6M8vRBaXVhnvjsgt8nn,ChG5YjYXcjYFaTzTqTz969SF29EWTA17gkhYG8rPxkhd,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789736282,4ckhh8swSi9mmriN7wKFY3qHg14NthDR652e2og2pump,FqE9QAv1yfTzo14rn2B2yrkr2cTrJS5tZGkNwHxUTcTV,1000,7,2,5,23723.06,46566.6,1,1,21716.85,2026-09-18T00:42:46Z,2026-09-18T01:16:28Z
1789736294,5s3aE6qn963Km8kZaT2gRSBbabnEB3UmweWQkPypump,HSu8C3Xwi9RWfJ33yArsHqYZJ2Zz6F3gKYMzjsgVavwf,1000,18,1,17,180343.61,56724.28,1,17,180343.61,2026-09-18T00:48:16Z,2026-09-18T02:18:46Z
