ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789760715,2NPtTYKH147AhD1YQvc4gD5p9ZD4SQLHpyC8jhfRpump,HEk56z1Sm9Qb91z4aMxKxhkFhKGKBQac6Z79yt64BVwC,1000,2,1,1,1113.21,1134.07,1,1,1113.21,2026-09-18T19:41:50Z,2026-09-18T19:43:05Z
1789760739,2uteVZnmEr5WXce1vKCHhGqzijnMvD2Umze4A6WBpump,2vfRGDB1UvGSRcwxp28D4XP3Pk46W1c3wNGY17hPFzpb,1000,1,0,1,0.0,1126.49,0,1,0.0,2026-09-18T19:32:40Z,2026-09-18T19:32:40Z
1789760764,6YUGpQAAtAtLKxKZqmhDnpznPETtHsftMMjcwC4xpump,2tA54y4kKBw9iqtvX2qavJf5UEYRn999o5vAdniqA5dk,1000,3,3,0,7410.99,0.0,3,0,3812.12,2026-09-18T14:04:37Z,2026-09-18T14:04:37Z
1789760789,6eA4Qd1rp9p2rVBFMKRZqFTNzq4urdPga7mbP8S8pump,GZSrdet31dMBHSP8U5XSTGaddx9AEnMafSBJbbP3as2E,1000,2,1,1,1669.71,1788.93,1,1,1669.71,2026-09-18T19:39:42Z,2026-09-18T19:41:43Z
1789760813,7gnye7MymAa2iN8iZsZvH6ybjxeUiaxSoavxgeqG8kkh,FVhapwDcMEPmZQV5mC9vC1QLHqMCWj5VVSoPHnUfZSwB,1000,16,9,7,15017.81,9022.4,9,6,2266.56,2026-09-18T19:38:18Z,2026-09-18T19:46:39Z
1789760839,98Bwd5s419d4H6c7A7h6iD8wG2YhK32DNm13gE4nT7at,HAdHyrejj4x9ZqgvNgCcW6JXzkQvbqQQ2ChxzFEtPEfT,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789760864,9quNSSFhWmB37PYBEesub2Wh91XhgQfLjTsfEK14Vvrc,pQYcibkxnSRUsjWMaPYpDShe1kNc4RkxjjLm7XD8F3H,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789760889,CxTH1XNw8CTLDsojj2KpMSaSWycKUv5DHbdFVscFBndb,3BiHFyiUTXhCTqCaMcdB4a7KdhrFLSNhVm3c5EpuiCC2,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789760914,EcxumAgkSE7cZce63mYchqyV6JohMHa5FEXNDa8kkLHx,ZfapRd8v28D6j74yMJ6EbKTuNzpV7y2zyf1ZfDTdFJw,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789760938,FyYo2YhqdDKwvqWyoJB7Q7PxghmY2QtQbcY1xwMUYSw4,HPdHfZDth8prvfbsHFrYiY4ttStZAcUysgPP7XwQV1Ce,1000,0,0,0,0.0,0.0,0,0,0.0,,
