ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789172910,2CEfXgQsghswR4xqRssji5FiH7zBkWB4DU9my3Wi798T,,,,,,,7.12,D6cu76s4X5PkWJKAwN351ZcVxyMcVi4nwJHr61yBWgQE,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,,,,0
1789172934,5EZT6LbwRS8oux8CXMYnxU3yohSqw1tfBLiB6CQwA4dm,161,76.4853,6.6371,8.6378,8.2398,2026-09-12T00:27:53Z,2.29,EcEkyfADsLWMWXmvFCyj9YGtL7AUuffZZ9jZtHkr4h9o,no,no,unknown,49.35064935064935,54.286,0.0,0.0,40.0,65.0,False,,,,1
1789172959,7WwnnH5YnupC7wdhFcUe7HL1BjTiM8nkbnCedteRpump,2826,12.712,3.5076,6.4064,77.374,2026-09-12T00:23:06Z,0.0,5KS37TN2E1T8X9k6CVrPixfGnjw4cTmi66Kokcg3gxqe,no,no,unknown,29.272727272727273,54.286,64.0,0.0,60.0,60.0,False,Pump Fun,topflyboss,,1
1789172983,7wCM5K4ziHmrbjGe5QFhBqBME2fH82dn4Wfx8vhKSTNK,863,25.0319,14.888,19.5048,40.5753,2026-09-11T03:11:27Z,,,,,unknown,41.84230562760647,25.714,80.0,0.0,40.0,58.75,False,,ButtPlugSF,,0
1789173008,8LstZpZuR9Dy7JCZC3YwPEWtbYhuDVFAYV37r6ZAcuHz,352,41.1716,14.9799,18.5793,25.2692,2026-09-12T00:21:36Z,,,,,unknown,50.23376623376623,25.714,64.0,0.0,20.0,71.25,False,,,,0
1789173033,8SrFWkMukUzvG5FQ77yPbYzDkTG9DxSi8QbmTpf8oJwG,138,97.9017,1.4832,0.1992,0.4159,2026-09-12T00:25:26Z,1.95,55Ct1s6ZtKiqiuNobD4gn7dQxUwXiVuHJBZ4E2cdAzKr,no,no,unknown,16.103896103896105,28.571,0.0,0.0,80.0,40.0,False,,EquoraEQR,EquoraCommunity,1
1789173057,Dexq6sNqoR7t8mYErbdtKeyQG3ad8kF9eYHoPuAipump,3426,12.909,2.3311,4.3563,80.4036,2026-09-12T00:23:08Z,0.0,2U8nKyPMWdhFA9uJzqd7SX14cabLQk1DarToKss71piY,no,no,unknown,29.272727272727273,54.286,64.0,0.0,60.0,60.0,False,Pump Fun,theorecats,,1
1789173082,Eo3JW8ibZLSv28vc2n8svPby66mmVFxnMRNGxjzJSAKq,,,,,,,0.0,55Ct1s6ZtKiqiuNobD4gn7dQxUwXiVuHJBZ4E2cdAzKr,no,no,unknown,30.17142857142857,40.0,32.0,0.0,80.0,31.25,False,,EquoraEQR,EquoraCommunity,1
1789173106,Ey98zzqZ67xVWUqss6iErHTGzZCXpKuzsqaQDNzm2Yoe,630,34.4046,11.7203,14.2789,39.5962,2026-09-12T00:06:39Z,,,,,unknown,50.23376623376623,25.714,64.0,0.0,60.0,65.0,False,Animal,Infinitidigits/status/209856099400382894,,1
1789173131,FtjCvB7KUBmEMh5GR2vMsjkgbMLM2LBQgijQDsVbpump,7585,9.0488,2.0663,4.0098,84.8751,2026-09-12T00:25:14Z,0.0,9YbiDHVAwtrN9qestGtkvxWxC17afhY5UyyrrhVsto8n,no,no,unknown,73.50649350649351,65.714,80.0,0.0,60.0,80.0,False,Pump Fun,bitstonksol,,1
1789173155,G4vqe8KAcRGTb7Kc55n9sz43aR4ugTPdSeUnAXZhpump,1219,27.7742,13.0484,18.2011,40.9763,2026-09-11T16:24:34Z,0.0,4Lm2uqHgauVS1gzzNCd1F4FeGNwzUp6dXp5uqHxmrnDX,,,unknown,56.504809433753366,37.143,100.0,0.0,20.0,72.5,False,Pump Fun|Urban Dictionary,,,0
1789173180,H5mCCdtvZ2EZMuDVcRCZeVz29Y2qta9NJ2fVmAupump,4953,9.858,9.858,19.716,60.568,2026-09-12T00:20:03Z,79.32,HH4gsaT1yNtcrQ7mUyXAaL6Hen3FaHCdCJG35TTiyTA7,no,no,unknown,59.584415584415574,42.857,64.0,0.0,60.0,72.5,False,,MrBeast,,1
