ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789691397,23fAxDMJqHT6ZPiUWr1s7YDzGJzghSJJjZaGFVagbKrz,205,98.4819,0.291,0.4065,0.8206,2026-09-18T00:26:29Z,0.0,3wEq4a1vSrURMZGbC9aK8dffzQoaYjvNfAbGo1Rq9HSg,no,no,unknown,33.03896103896105,42.857,0.0,0.0,60.0,52.5,False,,MicroDuckNVDA,,1
1789691429,2FA3TvPuPqurjZayzMcyJfav8W6fDjpH8yCX8nMPJyDJ,111,54.8605,13.5505,17.8349,13.7541,2026-09-18T00:10:20Z,7.66,53rdZzPrHcwtWUpqJkAxY8Rzgy3t92xgXZ34tudEa1oN,no,no,unknown,36.862337662337666,42.857,64.0,0.0,60.0,40.0,False,Urban Dictionary,fomobullx,,1
1789691461,2ubhzKPouTyA3yrzo7DfptPvDHsr1NBUcYPvDkR3FNut,622,28.0364,10.0781,14.082,47.8035,2026-09-18T00:18:02Z,0.0,dtrzJPj7yDdvm6eRqBAgxsK2sMJeD9HhBEBB3XMedXy,no,no,unknown,44.25974025974027,54.286,80.0,0.0,60.0,46.25,False,,intelligentdog9/status/21007402260542670,,1
1789691492,8ZUA8Usv28HgXPvJEyrECxsDEVhymvyYrR2xv9GeaosG,785,92.0368,2.3487,2.546,3.0685,2026-09-18T00:28:29Z,0.0,BZGBNKcxVc2RFet4R4GmRtcEn8GVMXtKCt3aMMEPgWoK,no,no,unknown,28.716883116883118,28.571,32.0,0.0,60.0,40.0,False,,stevewilldoit/status/2100735260422021326,,1
1789691524,8nTWDJY6kYZQ6yKxzRde59aXrGJsbrDLE6cQ3zqUb98A,1,100.4843,,,-0.4843,2026-09-18T00:24:39Z,,,,,unknown,19.32467532467533,34.286,0.0,0.0,20.0,25.0,False,,,,0
1789691556,B8pR169GuJG3tncFTxu6U48H1fBur4j8FgaxsEevaM4M,186,47.8668,15.7862,19.4183,16.9287,2026-09-18T00:19:04Z,0.0,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,no,no,unknown,42.18181818181819,54.286,80.0,0.0,60.0,40.0,False,,i/status/2100740625402388820,,1
1789691587,BCGPG3NvRovMDXHVJ7a8NfGcDi9wMA6cPbgkENFWpump,400,51.6255,10.9558,7.9092,29.5095,2026-09-17T23:54:55Z,0.0,5yyVJsxgYmgYhBncAxupsWDCxguWDc1TT4zRKiMyBcs4,no,no,unknown,41.35064935064935,42.857,100.0,0.0,60.0,40.0,False,Pump Fun,allmaotop,,1
1789691619,CLtkyyi6LwQGHLbENn7VqeYK5ivRhLNkC8k1tAZSK1jf,127,96.9633,1.3547,0.9157,0.7663,2026-09-18T00:27:33Z,0.0,7AdTvysVRtFfpntXJatEcPN34ZbdrTE9CbrTHAqwyaJr,no,no,unknown,31.833766233766237,42.857,32.0,0.0,40.0,40.0,False,,lana_goat/status/2100602923285709209,,0
1789691651,ChGkEmqxUuggy9NG9X3PEnv1q2bHFNgFhZmxJUowQtco,2094,23.9249,11.6309,14.3897,50.0545,2026-09-18T00:24:01Z,0.0,3GrxCaasCkTxSSVUap85Lsxe89aKRpj89dazZ5xz4vEN,no,no,unknown,47.16883116883117,54.286,100.0,0.0,60.0,47.5,False,Pump Fun,stevewilldoit/status/2100735260422021326,,1
1789691682,Efq9sUTb6RFrbPRZYA4UCLw749vountzKhB1F5KHutYz,158,94.7212,1.24,0.997,3.0418,2026-09-18T00:24:43Z,,,,,unknown,24.394805194805198,0.0,64.0,0.0,60.0,40.0,False,,EliAfriatISR,,1
1789691714,EnaNEG3t8K4YezZjTVSv3NH4K9BjAXHW1JwhWGvZyeWn,,,,,,,0.0,7AdTvysVRtFfpntXJatEcPN34ZbdrTE9CbrTHAqwyaJr,no,no,unknown,24.76883116883117,28.571,32.0,0.0,40.0,31.25,False,,lana_goat/status/2100602923285709209,,0
1789691746,FE9spe8XTFkHcebsvR4dHZiUDGayn97nz1Q3hjEpg7iw,,,,,,,0.0,7VRpYHcWWgMCoqi1u9659hKp5kECMxJFGxP4DU4F1J6F,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,,,,0
