ts,token,islem_ts,tur,cuzdan,usd,tx
1790344246,2VeuwcJYtu9P1g27a1UahFsJmVZRBWfBvLJcuzvApump,2026-09-25T13:05:11Z,al,GC9hpUnawokTwuSHzbHKFemLZA7Pp59UdQ8k6tR9HpJ1,4571.96,pJ9QxF8DVR3XtAMDbZr5tLxneJ2nX4o2saPrAXKcqE8sXZZ9t9WAAnxQ1NZARAg9tbqJw1rDJtTLRDcaxEUE1gZ
1790344295,5Ckp4APcw7DdYsagnXgNBfsMNvuzaVRH8rsbBT2mw1zm,2026-09-25T13:46:08Z,al,ECbDc4Ywo5kz6tskKGo7XG6gKm4mwuE4ihs3BDKtnaBm,17583.23,2aprvDr46BjF6iQyvhLC3qzu7rdM35LDXZkZEfd1yzqdSc95j931jU4iQzi6yX8RmrMgqsGis8cvRXJ2ffvczF2P
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:47:26Z,al,AwLHGGnb9RYhYqGNuU7QAmQKDqBmtMEwQwfGDbecLoz5,3563.84,2L42XAWsiTZeRZjg9RPWtkY5VxsicqdHNTjsoR6on2jbfDqVRW4Qgu5rdstKK3bj1XFaLhG7FCMxHi5ZSrBbzuHJ
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:46:01Z,al,4g3ZjejWc98WyUmj3wF3MhfAT3ZeWddgj3bAbaZxpHtP,3994.93,NNZEzgnpnU9xA9c5rc76596tqztHCWutJ7mV3XxbyFZYY4GfPCs99N2EiokyAcmb6s4U1N9p6g9BqpYgiXkJEZM
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:38:59Z,sat,DjvcA4nEF7MNP4W5giPKxV5DJQ1e8Y1kB74zbeimMzwD,2652.48,3v3TH6rckLStMCywmMcjGoLH7fmThEqszCumQw3GTwK7gpoh8rir63ZdZ1TNM62Chxd8mdWe5Qrt5CPrAJATBGLD
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:28:02Z,sat,Hq3bgwtfZhHgmPGQnhPa4wXMarNiJNWnZEwnyeAVH9vH,4536.1,5DuBmLTAz1csbSzTbdDXYBMHiTgHVFndi1BHBrBXmodJidsjNxseCnrCt82mZh2XFimoj1dHJgL1XBR1rxQspRCQ
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:27:45Z,sat,CvywLEzQwm9xebi4X5Jr7fN576euCzQgyynxXYVc5dtC,3356.8,3RLYmWBBB31kbqoiAmiVnVRJXU4m7fLHhEBa1pBmtu6ZCRupcQVdLBHxXuEQxi62pa7hgmrTmx5cUYgSwwiQEBgr
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:27:29Z,al,2EGcqkFurLAtATX5it9CkMdrU1vocwTEjGuLEq5syGiU,4945.36,4dtwa3z3uJDTkHmz3nZWpAY7xmhcsd7HiZdXshWVCyWMeZeEE4XLULnsBBvCuo7qrEaLF4amdSCfiVhNHNSEgyni
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:27:10Z,al,2EGcqkFurLAtATX5it9CkMdrU1vocwTEjGuLEq5syGiU,4942.2,M2ezNNCzHnxWUq58as1VBVhcFuKYYgDvXbbiVQUrjjNsfy2F4dSDDA4NtoUVJwzVBZnDxjbnkZC9jW4q9YJGgtw
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:26:35Z,sat,2hiqwHfVbVyLAPJ69LCjWED4e19g7CD2SYKGMaJohPjo,3666.2,55t3JDq2zPnhwPpWqPXgRyY1hbJz2TWg5Q82CZH1eUg4GjhBzBeP6mx2oMLGP1kB3mmtVRtYrwiNfUTts3PbeEv5
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:26:15Z,sat,1GP6u5grsw82swWL6ccAaczx4WFU2JJAoj3W2iGm6ZX,2588.87,4nrAHthf69xMZxDE7iQTx7xCSiPj7CiarMScmFE2LMpn1P5s6tyU81NX6sMfdMxFHzppxzXC68xf5oZJbAD7r67u
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:26:08Z,sat,9MbQZXQFuraBr3hFnSNipQumtBxPrFAgwdQEtwSse73c,2773.4,3ty1CX23SxTZqDxuX4JobbSxhKKVPeSKUTShVBH1KEKc1wbVFa1BUyjZgoQ3U7t7pEbwhiz5ZJjpwLoBtH7aR5G9
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:26:05Z,al,pWzjWiAY3jaTUjJh4d2oNPKAVRSjpeXhqFZg8RoJZYT,4754.45,4MH2ncqexumZGm9T4YRWhgEcATmheMkhiqLZ97zhjqSmiKBtVNmd8iFEm5d1J31jtUooBf6HnV5ENNugXzgVJ9NQ
1790344344,6BZY2BgeqVKEYCTgU9Q9oUwx6bDqv32djy6WGaXTci1i,2026-09-25T13:26:05Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,5552.04,3cyW2WkBQ5o98oPXTsUvVdDakjdnCTB6brxt1CXSs61Wf8TCuCuNxCMmLEqW7NcDn4f97t6gMZoV484EB9xvrJUi
1790344393,G1SDZGjmMUz6CHa64GAZtx9iam5FCRCk5XndD3W8pump,2026-09-25T13:40:39Z,al,BTmCme13XXrD3VLxXFChL9VnmicJ5PjkVUpAsjrooEYh,19929.3,712Tv7b8Vhqd47xyqJ12BSymqMjdsL7p5RtH9iYrvvBzhPBp58BXLxhfqEVoZsRBiPA2BBLm5D3E6o9YpG6E954
1790344441,JA4ojpx2pDWHfNy6cq63ipvkNy15LP3mfpPHxQKhpump,2026-09-25T13:49:12Z,sat,HHKuYTFSF4DnZxmUoWrJGwCK2iGVSPoVQF799UnfLKbs,18441.92,4VV46DZ2spT8VZ5AFatVhFSEQiWNBiCDBE6kfq3Q7fXpKU9ToHjQgMpe9JKCeAhEpmHV8QCx9FdB69uSMqyuQy2N
1790344441,JA4ojpx2pDWHfNy6cq63ipvkNy15LP3mfpPHxQKhpump,2026-09-25T13:43:31Z,al,HHKuYTFSF4DnZxmUoWrJGwCK2iGVSPoVQF799UnfLKbs,23764.45,24butqQ9L8hFrxYAoRZuyWG5uDRssVZW4BMRw7kqiPRgbJpjN7o1wC56v3MprcH4eEa7zdHMMgTb7mY8UiZFZroP
1790344502,14SQ9dPyLTu3j1q1fKUt1KzQ3BnSmCsY4vXx818opump,2026-09-25T11:17:14Z,sat,4G9JAzftaydKjB2558MLnkYw175KMN6NGGgyxkeRuwwA,72203.18,5pxw3MYTqh4Ajss8DLmYRJBAtqXFbpY9WHGAaPgzuVUz6XzrU3YDYacwp5VfMzG1VXxD37sce9vtgQbN6QhWvrpY
1790344502,14SQ9dPyLTu3j1q1fKUt1KzQ3BnSmCsY4vXx818opump,2026-09-25T10:24:36Z,al,6tzAKfHtQA4zLwgaXn97kU5C1dYsKcRy8XZhZUWmWU23,18735.82,2d8TQLGTjyJEDkhsUAFLvsy6Jh15urwKHeTK9xATZKppy4SdUSu5e4JitSRqrohnFs6SGybgKykwR1qNgiVQ6K5Y
