ts,token,islem_ts,tur,cuzdan,usd,tx
1790349883,3f9gHGMaVy2EXFwv4sDixWZHFohUswLpFFwFS3PQpump,2026-09-25T15:01:40Z,al,6zvHo9sSNXW3GFRFh7ocmWSaPD9rKgzeMZcH18j1FXhN,7808.31,aVxQ8fz3M6oVS6aJQUVE6VhvT3veVTTmot7VtovkExdd7GZuGRREUj91aEZ1MP6z6wyH9Q6vpRfSPJqEEDQgjnZ
1790350083,n5Vu8DPpmJLthvkRH33N5uLHz9ZxkdErE8MfTFBpump,2026-09-25T14:51:12Z,al,CWqzk6metp4KduxPaWejex757XkwQ8sFAsPDDZR3VUJs,11854.69,8SVap2JnqMCFJUd7FkQyHHx7TnS7rBuRuwyXVE9jXxP9x3yg7tDyjgXvpa4xPu7YwV1x6XH48UAtWVYbkSaRLhW
1790350083,n5Vu8DPpmJLthvkRH33N5uLHz9ZxkdErE8MfTFBpump,2026-09-25T14:51:12Z,al,CWqzk6metp4KduxPaWejex757XkwQ8sFAsPDDZR3VUJs,5913.34,8SVap2JnqMCFJUd7FkQyHHx7TnS7rBuRuwyXVE9jXxP9x3yg7tDyjgXvpa4xPu7YwV1x6XH48UAtWVYbkSaRLhW
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T15:06:26Z,sat,ps8NcUpRToibaTWwYTxQ3kXw5VhjQ8EEk2QkoX7U3Kj,3937.45,3RmRSQ3QzstRRP16SUf5NpFWP9n1mTRnCcSbEpfQ8r2NCcJJ4x9zt6qtLePmrxnQWU4NawTpGdGPJ4M6vXJnDG3i
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T14:40:50Z,sat,6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,2634.12,4AWaA3z25iUWHQjgrAd9sBEjivKCTQSpzwjVYqYDfgQYbtC9yAXdYYbnxGqS2Q8DKogjjj5Mg4fbT9WCQhx5MQj2
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T13:59:27Z,sat,4yMQPYwEVcJKScnqjvmdXJ5JXLxCQcxoMGLk4zPnQjEX,2924.36,4TJwcMJRnxeupnSGRwTMCSDd1GyLifziSQXduL3ASrBaMcNZV1Jba29N3AHpjnk8dzDN57bCXpmNXqqjecwSTDHK
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T13:56:07Z,al,DncTAHoJ9ALJAetZCbF7E7LW6BxKE5VfDncHtAsK8STB,2979.58,2XFQbm2LbhMWtLHtcH1toof6fvK9jupdr9qUEST7nBpZ8ns2bSDjJQkn7Kf7Sjp9KHJfDP5bmixLKuiRYmNCXvRf
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T13:32:48Z,al,6Xr7nTpZk5Pmj4RcXc15Lf28Xq6Z1AZFFJrxSW8oaM4f,2579.26,dngJqyrn2yGCz7mGq1FeqvG5xmKpPwoo5mhy2TAhHihwWa8w64D1xvCPAZqR6hPjFp5XfP1DeTNQzqqtyMk7Nwq
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T13:05:17Z,al,2xjBr7iCuRvqzDbPHN1JxfxhodxSwRWtKV9VniZmkQyT,3015.67,5Acyty7NdauXZyCmmUPdERvja6ot6pjF2mLkPM2RtH7M6dUoZrSbQb1aHKEyVjQFfDkqHhjoNKS7SLNzAjb5jc9y
1790350096,F9PvspnWkP3hSLaYxQb2LvFRBgyrLVhdUJ5q39tZZPbC,2026-09-25T12:47:30Z,al,6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,3011.72,5QGX9xGKVeuYG4BgC642Nbx8dkGkg6Fsi76xnu69dHLvo5yTdVbQ7Ye1jauoVtQ8curGLQRhxvWKPrSrge48znSM
