ts,token,islem_ts,tur,cuzdan,usd,tx
1790322548,3ydruWAbxSDQXvzDbXoLHXk3CsNGmKzKbgXwS1uqUgr9,2026-09-25T07:38:23Z,al,7f8J2muhR36To55J68QGUKWCPTE1vY5TiJmrFpc8LjcU,7847.27,44SYNM4eYinpwr5VRDEt7iXroeRi2AGtFGt8oW6AKMtc5RffrtusXwFizLPJGgKyZkEfEFXWwpMwM4Cx44Za8R6Z
1790322621,8NHMCoBLK5HCg9vPGNuBYQLG6fQoxf3cQj46EKokpump,2026-09-25T07:33:06Z,al,An9sREpLnAXVi4KMaTGuGvgET51CyaukLUTMtxzmLYSB,2551.83,4fseFRLi1iJHrPjNdH2UwbiUC7wAbDZvxxkLFPVn22T7ri8RfMUEAMWqNzRvkPzpztEvHhzVdpF4L45eDXLhjyaz
1790322670,AL6tHRHkjAXZgyQZX3ZeyXBZC9YDj5PiZS4515Sbpump,2026-09-25T07:34:34Z,al,4p7SeR6361WJ4T4icgsYTnzAUzfA5NwM4CwYD9kMBjuK,20453.76,2CB9kAQGKNvFPieLA6a9qiUtKdCzBLBE78oy4Vpet4Q9BbLBNqyUimCva22sqGngAeNemNKx7psy4MQYezJL3EZM
1790322719,EUPub16EYyxCXf9FsdvaA2kFnrov1eUsFLmg8cMfpump,2026-09-25T07:48:42Z,sat,7iCgmAePZca7gmCCsFCQaBEvMkPHkv4MWriSjSWgsqyL,26633.71,26QB2PtaxqXZYziDs9W29mKzA6rzQQaRgLH7xMAdWHWwHKwC5NwmzwBF7Y32pHfgCwRFuLNVFxAUhimXqykh9ze9
1790322719,EUPub16EYyxCXf9FsdvaA2kFnrov1eUsFLmg8cMfpump,2026-09-25T07:26:52Z,al,6TYB4axzjHntqk5Ut3GVAcaurFM7XLJnoFKjs7axaaDt,17281.83,27TGPQdwaUGzJ3yHroxfQTvGL7YTrj2Jo7zKm4LRZehWgC9WtCjBXhS5pz9QKJw1Wo2wmaxcNjkubGLxMJcWqV8F
1790322743,GE3VAYbwdBQxq6CdncTqCmTmT69sQHDmpnV2MWUppump,2026-09-25T07:51:27Z,sat,8TawwodB8Mkk1YnqJjEau5Cerix4wms61Yw1gTAc6n49,2946.88,36PMm8Ay7FqNaztAxZSViKEerXDJDwZFTW9cjpeKXHHfujemVo2BMx4r6nxNCLZGmU3Kb7uEA7bH2L1zC1HX21C9
1790322743,GE3VAYbwdBQxq6CdncTqCmTmT69sQHDmpnV2MWUppump,2026-09-25T07:41:19Z,sat,8TawwodB8Mkk1YnqJjEau5Cerix4wms61Yw1gTAc6n49,25296.65,fNBBmkHG93VEZWYj6zqRdyRqZWMm2zthvGEBHBbV7ukRih7tVQHib4W1EFxN5yvi1QpFtuJCGwfuDovEt2rwwqj
1790322743,GE3VAYbwdBQxq6CdncTqCmTmT69sQHDmpnV2MWUppump,2026-09-25T07:30:32Z,al,8TawwodB8Mkk1YnqJjEau5Cerix4wms61Yw1gTAc6n49,19943.14,3ZXPDV9NjnbjSHPMSxg8u7MMQdrzeeY1usSkJt7rB6bT7QXyJG3EyDQnDMMj6nHgCRagWeet1uB9ou4gp7zhm5Br
1790322780,4NEj2L6FaAB9JWucoH6X1KTv3wa4Kd1H1tjDbyKApump,2026-09-25T00:48:41Z,al,GxqCKTLQi2LLH6R8RctgkaQVwQ1hXUvgJ4ArSJ3iPiQ8,36242.74,anzuUWubDH2k8tpNHqjXZoAwbHva6zXkTES2PJnAQbtHxvBCaeiVmS9ywt34EPBiAi3fZU9cAfHcBE8qd8eA6FL
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T05:23:26Z,sat,7AgYXWKM4ddXe4ygw8tF8dUEArH99C81Df7ChtMNnTmZ,2603.29,JXLfAM3zuoXyaAr5oLMwa4nSUovEFHfp5ZRmPkwMyqm262QAjASvPDLQhhPTwTFyTrJTiYe3yxDbv2Byo822qYq
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T05:23:26Z,sat,Bh3fUo5VsMEnBUWycmB8msyDUb5BXR39uvEBuLNdJMA,11218.78,62SrWPChZJqyd71finEcNX4SaayMWkPGmmyvNkJVAYY9W2nD3eszFg7hJGAx8D3UFsHnAXndNjSPHErCsrNReQEo
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T05:23:26Z,sat,iKL4m1WaPe97oyHGpRK7jfD5VJAPQRWLCb3sWpWHbAG,5838.38,3EAoHUrRU7ZA2F7LGr8bxEXB1NJPJrKEs3H8LgCLTpNRfUrricatPvabjTHkVcnjYPvApcG2zzQK4sh5tmXiyvcL
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T05:23:26Z,sat,3q3MzwbsdtMVMf4pS7TB5G2bKdHkHfEjAatH7KMDYMEH,20987.21,2Lm7T7PVC1kLCTcjcmTQ85ZS2vaG6nvvB1u3Ktgd1e11Crk6CYJWEDjvCBrwoWmLTQHw5bRQDLfQniLnEG1kCoq
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T05:23:26Z,sat,4GdECzf7Mc2bcbAyFMMj43ewa5ESfa5P4W6KQSD84WMK,4046.91,22oyk1GbDEaCmRsJSyaJXR7yRjQQJmwbQUvMAn2SuTm9Hy8zT85GQLPa8yaZJjeZDARh9a8dzaf8GsLHm5wdpUJ7
1790322792,4a3GRP972ceY4NHpwPWjhpSKyUpy2ai9svmvJdC5jjoi,2026-09-25T04:39:56Z,sat,MzQNuSiuSoJuBtJdqA9smFrnTGx7VePc44Lxdn6kacS,4878.24,bKUs3GVYnkk6f5jGpH8pWn9hrrH2PKXMYFuMMe5n4M1LY6tgxfAgeEdZWKF7r6QTdVm3DqsE7e1aqCNaujr6APh
