ts,token,islem_ts,tur,cuzdan,usd,tx
1790360669,2EuNVtEvLUZbfwZTaDyyvye1hR47A5a6aUQwPXbQpump,2026-09-25T17:51:02Z,al,GP4UDrSwQDfa4DV6vATx8BuJFKtRbHiJCoBMbnipeqhq,2665.73,evUiB2JfnmYnRPLFC7x1pcXNRiWvj2s5bmWFFsch16xE5PWGax7T7x3N5tg4Mxbt3nPHfEwJzTyQULug42viaWx
1790360669,2EuNVtEvLUZbfwZTaDyyvye1hR47A5a6aUQwPXbQpump,2026-09-25T17:51:02Z,al,3pwWLr6tMQcMCH6bqQVCGiJEZaGu7oXQuZyk96dCv2R2,2674.99,2tWnW87xU7FsRv6JirJE4KBKCi25JKZCabeWeLDAuPbXzS9f4hCG7ppM7ns6Ki7VratiucFJA2mWnLqx6SMU78YY
1790360718,9N9tAT19ncQvxtjpQNevrGP3zmWRNrAZZtonTygMpump,2026-09-25T18:07:47Z,sat,H9TMtTxBL84rqpX8uqC3TpTgM9BmE3bJDPzStFk8U1Th,4008.94,2npG97BgWWPqydWPQc6T8RK1btXkJEPqaj348TKKVqm3R7esJNktiwReBvWZt49Vo5BNYeABN99wkaUUzYXFuxL1
1790360743,BTjQvwhLXGaAqZmXwpyNEYRXTzaKxqDNZn5b7bNmr7T3,2026-09-25T18:19:46Z,sat,8CSRPzh7u9YWDxaE65PYWUPpCmpdxNZsqRcsBZ9RoZcx,3952.95,4CGny5HKK7EAS9P9nwQKamewDxRqjiEgy8uc1xXPgQgZYgyy2BCEbfGSL1TewZaxKizkGNfxWGm5fAkBgbbSrsoZ
1790360743,BTjQvwhLXGaAqZmXwpyNEYRXTzaKxqDNZn5b7bNmr7T3,2026-09-25T18:19:12Z,al,8CSRPzh7u9YWDxaE65PYWUPpCmpdxNZsqRcsBZ9RoZcx,18003.5,5RbFAhbFf2FvPaKJY1W222ZioPdvcZJ8Pqv2fozvyXwAf4EidqV9hBPMWmah1oiBnnx1uYTLrXQHdxEdEcMrk8C2
1790360792,GLiphm9DxdyCDy8fjgP2B1B3R46puVUA6rfKUaYtNVb3,2026-09-25T17:56:59Z,sat,7JCe3GHwkEr3feHgtLXnmuJ1yB3A7coSeyynxTBgdG8k,3102.27,5ggSidkVopqNXfZMjyqSYi9jR4ZnJN2p2chkvgkYMTeK59ae9MwmwQX9qYyeafJmBfsBPUxPP8vP5deeHr7G3uLp
1790360792,GLiphm9DxdyCDy8fjgP2B1B3R46puVUA6rfKUaYtNVb3,2026-09-25T17:56:41Z,al,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,2931.98,5Cs29PuLxXPUqzb8sLVb29riz8Ncm1Vogicn4A59vLcw6aMqp69W6i6h4qQ9xPfNUAfWfALRcpCggGKYgSyi8s83
1790360792,GLiphm9DxdyCDy8fjgP2B1B3R46puVUA6rfKUaYtNVb3,2026-09-25T17:45:49Z,sat,3Cdrte7isGUenEKDdNPdGAvzwra4jsbD4sZoMmEWkM1o,2503.83,5iX83snRqr9vqTNNBVXfB83VHvudRBk5w9EUQ64LiZfZBT9oN5BYMx5EsGssFgBttTkacXjWwkZ8M4vWQjjYi4EL
1790360866,3f9gHGMaVy2EXFwv4sDixWZHFohUswLpFFwFS3PQpump,2026-09-25T15:01:40Z,al,6zvHo9sSNXW3GFRFh7ocmWSaPD9rKgzeMZcH18j1FXhN,7808.31,aVxQ8fz3M6oVS6aJQUVE6VhvT3veVTTmot7VtovkExdd7GZuGRREUj91aEZ1MP6z6wyH9Q6vpRfSPJqEEDQgjnZ
1790360927,n5Vu8DPpmJLthvkRH33N5uLHz9ZxkdErE8MfTFBpump,2026-09-25T14:51:12Z,al,CWqzk6metp4KduxPaWejex757XkwQ8sFAsPDDZR3VUJs,11854.69,8SVap2JnqMCFJUd7FkQyHHx7TnS7rBuRuwyXVE9jXxP9x3yg7tDyjgXvpa4xPu7YwV1x6XH48UAtWVYbkSaRLhW
