ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789831139,HgFC59Ac5TE52BCxD8U59FZSiHeUfxmeLtyj56J5pump,Holdoor,58UCPGvRJNa75zz3t6F78MGxFBthSNx2UoCLpzHp67yq,pumpswap,1789297598,0.000002789,2853.93,2647,2647,0,0,3.89,17.2,0,0,0,0,1,2,2,4,,,-3.38,-5.78,0,0,1,1,,,,,,,,,,,
1789831138,DpJ7wnXHMAQ1nK7CpXnwgt15F5GXCLqDZbrBQCt1pump,Cupsey,9Kk1nrsZJBxeyFKFDH9uCXrH1idiVPz5HDRVYGXGW6X4,pumpswap,1789296977,0.000003503,3519.58,3317,3317,0,0,112.7,1226.4,0,0,0,0,0,1,4,12,,,-2.79,-23.5,0,0,1,1,,,,,,,,,,,
1789831139,HRe2LkLMiQnrpeooNTmvkHp2bzX7JdBPpek7Eu3oWSuK,GUARD,b1iTNNW8NrcrSCHwQFcAzxU5vm7FL1wnCzDMHbW9UXH,raydium,1789257801,0.0008970,89595.14,897064,897064,0,1.41,9469.35,12671.73,0,0,0,1,11,7,52,46,,-3.47,28.87,16.58,0,0,0,1,CPMM,,,,,,,,,,
1789831138,DSgjVUFC6NA59YuxiEDSxgs6zP4jjwSuoYJ3uS7WboeH,SATS,7YsZhszqm3pnzzabss3PDEbjHmR6BS4CxV4udt3wJFGR,raydium,1789334779,0.0001087,31681.66,108773,108773,905.47,5036.89,18618.21,95477.32,2,2,23,23,153,82,683,470,-0.31,17.32,15.78,-14.32,0,1,2,1,CPMM,,,,,,,,,,
1789831137,7ghKoBZBAjGSgbxix5K5kFhQzu9mxVmbdPxRT8j27eEo,ETAC,Dj3LKxwR5NEajJBG9qcZgi5MeXnigVBAcJinYY6AuvKw,raydium,1789354413,0.0001460,42178.35,146100,146100,318.54,4864.92,36335.57,230966.87,3,1,20,20,212,162,1152,770,-0.15,-10.05,2.82,47.14,0,0,2,1,CPMM,,,,,,,,,,
1789831138,DhM9xy8gQzZmjoCyyCNPn57nMPPBGgXxj6rXtJnpump,ETAC,K5H1yw3yKqxshy6Q9zP32Tym69k5UZSPJvps3uxiXNg,pumpswap,1789355919,0.00006809,37070.2,66021,66021,505.81,4065.45,15182.57,103539.95,1,1,7,10,52,35,420,354,-5.06,-8.9,13.23,80.3,0,0,1,1,,,,,,,,,,,
1789831138,GA8BnK3FE6755J2j1GyUUXksaC6VZoJP4dQKtXVKpump,TACOCAT,HtT22B9qQrJ6SWGAA78jdaE6V1acTWktveSv8NRy3XCs,pumpswap,1789378231,0.000002542,2601.77,2465,2465,0,3.28,3.54,24.65,0,0,0,1,0,2,1,3,,0.28,-0.37,1.96,0,0,1,1,,,,,,,,,,,
1789831137,83CC2cufFWPQHzkB8gcpYawPwrvMXazoXDE9CEMWpump,GS,8fTtV2jAVWbWSiTBc1N9ABsBp1mQwnmyvu78M5thTZ3i,pumpswap,1789397713,0.000002863,2899.59,2751,2751,0,0,0,20.19,0,0,0,0,0,0,0,2,,,,-0.18,0,0,1,1,,,,,,,,,,,
1789831138,Ev5GAuTCnN8RUEmWQkaLRtRP5rosEmKEerq6Wsxxpump,PUMPCARD,oan1fo2QfX6atNMA3hr6rcSDMdjRo5saGdw2rrkeNHn,pumpswap,1789396629,0.000002618,2789.34,2524,2524,0,0,0,3.72,0,0,0,0,0,0,0,1,,,,,0,0,1,1,,,,,,,,,,,
1789831137,7TRk8xVyE2gg6nf9osbct8g6uVsHdc1mYzzhwdPzo6da,STANKS,74DzZV6ad1ii8h3vsTWvGX8eRS7hM9Kibgev4tT9ZamN,raydium,1789421819,0.00001286,11348.78,12862,12862,0,0,63.57,901.22,0,0,0,0,1,6,8,37,,,-0.76,-8.28,0,0,0,1,CLMM,,,,,,,,,,
