ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789904660,215MkqNg6G17U8Ys9aSh21M8rR68F2vszHqq8iNJTStk,STOCK,2KMW5TBdeM1hVLRjFSpFGyG9v1RtUWstvUPK7y6wTewi,meteora,1789128230,0.000002819,4503.89,2818,2818,0,0,55.85,85.53,0,0,0,0,0,1,1,2,,,-2.22,-4.14,0,1,1,1,DYN2,,,,,,,,,,
1789904660,2X4irKtHpVaGQs19JmrZMdPZfZeqQXxbxhAHDBpgh9sP,Bob,DYj7i4HLgVNPWi9N2FPrqYdr7C3wgsUENR1fKVue1DZq,raydium,1789130739,0.000004255,5705.16,4255,4255,0,0,0,91.29,0,0,0,0,0,0,3,7,,,,-3.69,0,1,1,1,CPMM,,,,,,,,,,
1789904663,DQTmLdVVKWqXhz5yXXMAj8rWJcvVAmbpnyBrcRqGxytP,BITCAT,C75NmqYf1FqDfXciFzQAiGTyLDkTx5TZMtE2NK2RRBvT,raydium,1789088976,0.00002355,14203.1,23555,23555,0,314.36,1356.31,7725.54,0,0,1,4,17,13,101,88,,-5.79,-8.93,-31.22,0,2,1,1,CPMM,,,,,,,,,,
1789904663,DZ2RujvT1FTQvi2fbw5zwDcWAKXxZm2Ggp4ugB1aEwnt,MINER,5vPwrSSNEfHJMzJbFBCaJK59C2UvjmAnnpA24GtMhhzK,raydium,1789129500,0.00002526,15716.78,25265,25265,240.9,404.6,2092.4,11144.29,1,2,2,3,41,21,198,128,4.78,9.98,-4.09,12.89,0,0,2,1,CPMM,,,,,,,,,,
1789904660,33LZGLLvtRDx3uAfJ1CcBSC7pNFqdiCBAvwPsVkBpump,BILL,HNxrfm75oxqW2atwbvFymRfiFT1gUDJeGFproaT5JkPq,pumpswap,1788695507,0.0001038,34328.63,103400,103400,296.62,1320.74,4574.6,12946.78,4,2,11,12,35,40,134,128,-0.71,-11.34,6.78,6.17,0,3,2,1,,,,,,,,,,,
1789904661,7DXpx7wk6Rd4c6YndhSTJ6cN8iPXcQM1ZUWGvTFZSFM,SFM,9F1cBDgSDTJnEu7SuUm2idoK1xg1behRpQNEi3Jzs17g,meteora,1789132960,0.000002638,4647.83,2638,2638,0,0,0,2.72,0,0,0,0,0,0,0,2,,,,-0.64,0,0,0,1,DYN2,,,,,,,,,,
1789904661,8SqYfYNm3g7TQJmm7EaxYJcDV9f5G3Y7t92DzbUQKFws,DFC,1DNTgbzKqcPn3Q9gMmEwi2gEzsZzmbPhL5pM4ddztgw,raydium,1789138529,0.0001886,40531.76,188607,188607,22.05,2079.87,15363.69,93112.22,6,2,98,13,221,95,4652,2376,0.07,9.32,-0.55,-36.8,0,1,4,1,CPMM,,,,,,,,,,
1789904663,F2yEyEGF9uefDxr7U7oNazYpPxzDmDtWBvEku5Ynpump,CATPITALIST,8GnYLpJxVSuVYqqPgWe2LcmN2aBWiut5GvgJmMfvmWoL,pumpswap,1789149816,0.000002545,2569.31,2447,2447,0,0,0,2.19,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,
1789904662,BGU4TfDLpV1JeJGXVgSbZkLSRxgAzcsQci1vEbaWJVcm,CATAI,HKPrXoz4EqJ5HU9m9PmTTTxSRwoB2Hbknd6UqUTsf2Yt,raydium,1789149044,0.00001768,13439.26,17689,17689,0,412.81,733.87,2807.71,0,0,4,7,13,27,78,118,,-7.37,-6.84,-17.34,0,1,2,1,CPMM,,,,,,,,,,
1789904664,J2X88a37smFUnpehNJHtR1CZcx8yRVUkx3nNW8zupump,XRPCAT,3i3iYrmMGyrQS4JM2Kqg4h7U4tSanXsRPRfz8QJV4L5G,pumpswap,1789147680,0.000002804,3137.57,2778,2778,0.39,0.39,150.44,307.34,0,1,0,1,3,3,47,55,-5.45,-5.45,-11.36,-14.74,0,1,1,1,,,,,,,,,,,
