ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790180539,zzjkh1hLbvsFJXWLfE6h4JNbcnRj4eteuKRw42PN2tC,MM,AbXLP7NmNiPn7iJiRJKRVoQ8Vs6SNzkuBRMFiRVygvtY,raydium,1788964414,0.0002807,77983.91,280702,280702,0,3485.42,25773.96,93740.87,0,0,32,23,133,91,316,278,,8.96,-28.85,-25.36,0,1,1,1,CLMM,,,,,,,,,,
1790180537,BciXmiwuX8HdVoef2hdkmuWNSUMpE8WPKiwnt2kLpump,baton,4RVnAt86HWarJuG2ivwdzXS9eQ2kxPPcCQHjQ9Z3eXpn,pumpswap,1789142885,0.000004881,5385.65,4806,4806,0,0,0,5.17,0,0,0,0,0,0,12,6,,,,0.04,0,0,0,1,,,,,,,,,,,
1790180535,84uuSMjPYDEAcsr8FXoBvCK2HwZS94c6BA8kk4jNpump,faucat,4WqrYJ1PfoB5Mjr9WCvRDLFLWWvD8nrufxvqEQSz65KZ,pumpswap,1789230886,0.000002735,3028.85,2697,2697,4.2,9.39,12.32,106.61,1,0,4,5,5,11,79,141,0.13,-0.1,-1.59,-2.93,0,1,1,1,,,,,,,,,,,
1790180534,2Ek943F8zqj2zWvYPu9JMbog1u1tLfYsnwNAZDp5sMfF,VRCAT,3egtwzBHVtohiUXpo6vk2KSf1PxMLa8m4gUtUF3YLQ9f,raydium,1789225525,0.000006218,7900.76,6218,6218,0,14.08,21.26,278.02,0,0,3,1,3,4,4,26,,1.25,1.82,-10.18,0,1,1,1,CPMM,,,,,,,,,,
1790180538,GBLYwo4vvqGDPkVJqwWfrvtPavEWb5zALmPphxQbJaLG,AGI,J1hNX1YwsDeYXpsGAozPz1wpBBkxdN8LhBeS1wCCUjAS,raydium,1789339416,0.00005064,20753.2,50650,50650,0,877.19,11344.49,36765.74,0,0,8,13,89,68,321,286,,-13.7,-38.55,-55.61,0,1,2,1,CPMM,,,,,,,,,,
1790180535,55VWo7QQpqfYwratKUZHhSSnSghyTVCJx54yNoWVpump,PVE,8n4kibN1cfeA5rZA1ZgrGAhgR3nheYH2Zz6967psX6Tj,pumpswap,1789338154,0.00002132,14149.7,20493,20493,0,1125.31,2601.74,70357.62,0,0,70,9,114,28,839,637,,-4.11,-13.08,-79.45,0,1,1,1,,,,,,,,,,,
1790180538,FMKwCXdY82JnfnJ3r4CqFgkEWPTL7rZTkfLZKg4xpump,DIVIDEND,DwUyjbdT9Z7rntPUDmWM5Bf5QMU2ahn1YxEp1Wru8c84,pumpswap,1789366435,0.000003061,3068.57,2924,2924,1.4,7.43,8.47,73.29,1,0,3,4,4,8,60,95,,2.8,-3.35,-5.84,0,0,1,1,,,,,,,,,,,
1790180538,FbYYdLRX2sL5xzLGjdhfaWNhtpxqXBSoqvUY8o8W8eNF,TOEROGAN,6xRJbNNwpZxQ7kSgufpiJbKFvR2j3pGbRcHkKjnWphAC,raydium,1789355026,0.0003517,60227.29,351753,351753,348.95,2294.47,27271.11,84040.83,3,0,8,12,114,86,345,358,3.53,4.8,-18.9,-19.56,0,1,1,1,CPMM,,,,,,,,,,
1790180535,6jmxfS3MYf7yuD62ja2Yv4LbTPm4cnnKpkkp73WToXz1,EPYH,H5rKwEiGhfpayMuXicSQ4hQ3mS14NJdTgZCNic6AbYnc,raydium,1789358100,0.00001462,11665.34,14621,14621,0,150.95,787.46,12927.84,0,0,0,3,6,7,133,115,,-6.35,-15.64,11.51,0,1,0,1,CPMM,,,,,,,,,,
1790180537,CeSFzoAqSMXMgodeLzrTMe3V5MdV5Nhinehedxohpump,Humanity,89PieZz9CT5HJqnwRMBgKE2mScBUSHovqU57fC4XLvk8,pumpswap,1789359589,0.000003414,3523.66,3122,3122,0,0.05,0.05,25.29,0,0,0,1,0,1,0,5,,-2.99,-2.99,-3.61,0,0,1,1,,,,,,,,,,,
1790180538,GPrTuSgAXVVJ67bAU4xe3UFD5aDDmVj7bZy73vTQpump,clarity,3r2KgCZW15vhvwq9LU9drMjC8dX2jryiXgyYtUeBhV9k,pumpswap,1789425291,0.000003100,3138.6,3010,3010,0,0,0,7.8,0,0,0,0,0,0,5,14,,,,-0.16,0,1,2,1,,,,,,,,,,,
1790180537,DCTZphD7gwDWTTKXyineJZWCNHbUBfB5DLVtmxKVpump,SPORTS,EzghkXEfGK31iaR62Hp4vjbshZ29vQJYCYsqsepRDVSa,pumpswap,1789425374,0.000003132,3093.03,2936,2936,0,0,0,169.33,0,0,0,0,0,0,0,6,,,,-10,0,0,1,1,,,,,,,,,,,
1790180536,9h5AzEQzYu9CV5K6uLtFRMD1KcbxZSFNxZEgBTNfw5Na,STONKCATS,C1CNCihCBJ2Jztbv7vfrXKrw9fKrma5fa3hhSjqyw9GH,raydium,1789445346,0.0008457,99416.16,845782,845782,3343.28,8611.27,46543.4,301868.47,22,4,46,36,226,151,1085,917,-5.29,-8.29,-17,-42.1,0,1,2,1,CPMM,,,,,,,,,,
1790180538,FP9oGbU3JwkrFEXqAgTThg33aRzHL8u1KzXEkuZKpump,NINAFONE,CTEqbjwwyWP1mn1uSCK6vLuz2uopVx3VfiKJpxZtwfwo,pumpswap,1789445074,0.000002448,2705.95,2365,2365,0,0,0,0,0,0,0,0,0,1,0,12,,,-1.86,-0.48,0,1,1,1,,,,,,,,,,,
1790180535,6rHkNb7HCtkpvdnVJsBCZHH5dw3AndqEjfmbEGhooR7t,SCRIBE,Cdh7YrCbKt9TuQtb6LYRdvKrJjN8x9NYqVGK1UZcN8RP,meteora,1789466460,0.0001842,42274.79,176364,176364,0,1049.05,9246.56,31981.58,0,0,1,9,25,52,153,196,,-9.51,-21.29,-17.43,0,1,1,1,DYN2,,,,,,,,,,
1790180534,3jA7ZVkQNZjkb8viWmsiHPbhtTqrotzhDcdCixAqKcTw,MANIFEST,DREQ7fyveGL7dXxB7EsjgSDmRNceuD5W7J4hUgznZbFM,raydium,1789438634,0.000002191,4175.34,2192,2192,0,17.92,17.92,68.61,0,0,0,1,0,1,1,4,,-3.72,-3.72,-8.2,0,1,1,1,CPMM,,,,,,,,,,
1790180535,6uNBMZ6Ht3DbBqgxtebLetGeXpxyuftmmL6KMSSupump,snake,FHLxcRBBmWQbAPkd5XXy3CNGmY1AK5Dqc2RXho2ij5F1,pumpswap,1789473006,0.000003750,3577.01,3509,3509,0,0,22.82,26.83,0,0,0,0,1,1,2,2,,,-1.57,-2.82,0,0,1,1,,,,,,,,,,,
