ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790425463,GDz2tXD7DG2hBRe9fJcmFqWYTmkp4svedN5uKG5Epump,HK,6AxyN8NUxe6bJS1gHRPvtQVDEFEtfagDpPHzjQjsVZGm,pumpswap,1788823815,0.000009811,7258.7,8451,8451,0,0,17.85,1203.42,0,0,0,0,0,2,11,11,,,-2.11,-2.68,0,1,1,1,,,,,,,,,,,
1790425463,E8fsmahzoa4WGZ1dCnGBTzgXRxz9T7nC17KWGkzGxray,LYNKS,EaYU5egBW8SEvQNEuxDy2tLkENXBpZ96Hm6JhNLdZXGZ,raydium,1789480981,0.00005293,25144.3,52935,52935,0.36,2905.55,16125.63,152122.74,0,1,20,21,142,147,948,822,0.34,-6.23,-13.14,-76.32,0,1,1,1,CPMM,,,,,,,,,,
1790425460,49VZNZqvkcsGajJ8k9xrEzDZTLRDV5rZn9YYthg53czn,EGGU,H8S3Xm93y6ufMjHJue7XQHh6sAQ8SzQvJGwwNYdRpeCq,raydium,1789450079,0.00005164,21231.85,51645,51645,0,170.01,984.84,2222.36,0,0,2,7,23,16,88,68,,-1.61,-8.02,-3.67,0,1,2,1,CPMM,,,,,,,,,,
1790425463,DiPGXNtHxipNrixTfrQPBA51GFLtHdQvBJ8Moj8m6aNP,TOELY,47ibtpsJiCXjj2uyENj3wJUomaoDS8Y4Tdj2x6e3nMea,raydium,1789443831,0.000002916,5104.87,2917,2917,0,0,0,51.7,0,0,0,0,0,0,0,3,,,,-1.14,0,0,1,1,CPMM,,,,,,,,,,
1790425460,58NKqgGPUgEPNq5ergdiiUBw9rGPcnX37wUTLYe2nKut,feg,FA8KKkhiyVKBvofjWpfHQqbPFtvSymCPVwBzFY8YMxry,pumpswap,1789479876,0.000003079,3239.93,2992,2992,0,0,0.05,15.87,0,0,0,0,1,1,3,13,,,-0.5,-0.55,0,1,2,1,,,,,,,,,,,
1790425460,7GPGqsfVK1gG88GuVEetrsVyDiikABTsj9B9aHEHpump,lockinu,F8sLh2baV3McR7VQorzdpcMzVAvE3sJovEeESe3oVGMH,pumpswap,1789560446,0.00002275,14992.71,22025,22025,0,403.53,897.57,3446.25,0,0,4,2,9,9,56,75,,6.78,0.57,-13.67,0,1,1,1,,,,,,,,,,,
1790425459,2eMoMqs194VxPHSWtCCzkBGqwCUbD4ZcqhecoGuh4tTp,casinu,CgV97a8rm9sKLFcZDbM2avuUA6NQE64pnBzDv7tLUPSA,pumpswap,1789582867,0.000004531,4545.71,4355,4355,0,0.45,1.88,28.44,0,0,0,1,0,3,5,16,,0.67,-0.56,0.96,0,1,2,1,,,,,,,,,,,
1790425460,52qkNpgTHcjuDYhKVcg6rJS4uYYtJHpDRcJoSdKqpump,PAIDDOGE,Bs7Ad8EhZb4NjfcsnewodG2yULXrvdNpLU4wgKJJ2sqj,pumpswap,1789583060,0.000003378,4117.86,3364,3364,0,0.89,22.08,401.23,0,0,1,1,3,1,13,20,,-0.3,-0.82,6.26,0,1,2,1,,,,,,,,,,,
1790425462,BXrbjRfUH35Y9fDxmHw9GambqVHZ6McmgfRXGqkzUjQr,BALLS,kuasvHwyBm31UjcgCQKLGQYJ5xZnsjpxWfSYZLHgduH,raydium,1789604407,0.00008218,29902.4,82185,82185,87.02,891.55,10176.28,66455.71,0,7,15,17,114,86,415,331,-1.16,6.04,-1.33,-56.13,0,1,1,1,CPMM,,,,,,,,,,
1790425464,Gwf3HKCCZfdNjcL6Q4ewcBRmHcD3KLtegc1uVZsNEaUa,QUALITY,DKb5YgJKgJbNVNGrLn5F82RXmdfwQNdkFa1qaqUbBaiB,pumpswap,1789604250,0.000004773,4942.9,4671,4671,0,0.07,2.68,17.81,0,0,0,1,0,7,11,20,,0.51,3.21,9.83,0,1,1,1,,,,,,,,,,,
1790425459,3wrwK9CctFXYedMVBGYD6sWSTfXgbh2DGQAL3z2epump,fomocoin,2HfEvBEBALUyLbA7eaQcMGpBmBcMwNn6KJWjiCLy7oSr,pumpswap,1789625727,0.000002922,2945.57,2830,2830,0,0.11,0.15,74.29,0,0,0,1,0,2,30,63,,1.13,0.87,-1.56,0,0,1,1,,,,,,,,,,,
1790425464,GwGd8qHUppLbALrY3naxZv3TkJ3hSTZqMb3DXm8UfiKS,wif,EYDevwLR1wbMc76SnLpwKZ8qzAHtXwizwMiPe4PQhing,raydium,1789626212,0.000003919,6228.96,3919,3919,0,0,145.62,332.6,0,0,0,0,0,2,3,6,,,-7.16,-4.07,0,0,1,1,CPMM,,,,,,,,,,
1790425460,4Cn3SW6zi7xF2he5zQa2toKCWt4ukW6Q8AvYFxpkpump,PAIDCOIN,EvtQqaAzz1e4eJyknvU2FoYa23eFYdGi34caP8hdTqRp,pumpswap,1789626129,0.000002508,2785.1,2428,2428,0,0,0,0,0,0,0,0,0,0,0,12,,,,0.84,0,0,0,1,,,,,,,,,,,
1790425461,8k4sBtEeK4pf26noKqApv8NBTnuSJcbdwpKYknk5PbAA,CALI,2i2iULr7UwK1SDRB17T5FUtiMnFQL7fyy7rh69brZihc,pumpswap,1789647179,0.005453,263813.78,5403208,5403208,34707.9,542737.99,863008.8,1639188.6,117,132,1422,1359,2605,2403,6282,5659,5.05,43.75,73.39,89.79,0,0,2,1,,,,,,,,,,,
1790425461,9HHi8UsBb72e6xaoXwpsZDJ2jiC2h1oG8zE5ZQ5Spump,SADD,6qxUk4dHvc313RoQVNv3Q1bMV7hnnjHXQABRgtDCTKAH,pumpswap,1789645440,0.000003097,3736.49,2982,2982,0,0,0.11,0.11,0,0,0,0,1,0,1,3,,,1.75,1.08,0,1,2,1,,,,,,,,,,,
1790425463,EqNjNpgZkzm3p7zL1gXAVGboUX1kRcKZZJon1qxHpump,DeFlock,2eEqoKWxYUNKiDhPrwTBcXtoi9LgwCU1177oHcBfXDuX,pumpswap,1789670344,0.000003465,3393.37,3319,3319,0,0,986.6,2867.8,0,0,0,0,4,3,11,14,,,0.03,-15.79,0,1,1,1,,,,,,,,,,,
