ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1790436004,6LaVMJTguCzq93zpyF51hDunMWtW5n4ViCRrq96VognV,REVINU,7qRxj58eUv1EZZyEZdbYWwqQFzdNrbAqRBWWHGBkERJQ,raydium,1789161803,0.00001007,11379.69,10069,10069,0,0,109.77,186.5,0,0,0,0,1,1,4,3,,,-1.19,-11.66,0,1,1,1,CPMM,,,,,,,,,,
1790436004,AGcHhhcPhC6dXiWaSRoTN2qwD92yC3djHLz1ZYcppump,tit,G5ES26WsRQavRHzEcEgJ8UKxSzo4nUZpRAf36gU8RRa4,pumpswap,1789632573,0.000003807,3879.36,3700,3700,0,14.44,14.78,1898.05,0,0,0,1,0,2,21,24,,-0.15,-2.11,35.65,0,1,1,1,,,,,,,,,,,
1790436003,3giB8yXeWxQp911BEjLrwBc5YFJCqMqB7uf9keijKASp,Lilly,85YbU45Gtq7YfmGimSBENpUFxkykvLZxiNf7uMCLKbgX,pumpswap,1789636083,0.000003954,4095.73,3831,3831,0,0,0.82,70.41,0,0,0,0,0,3,1,10,,,-0.49,-4.39,0,2,1,1,,,,,,,,,,,
1790436005,DTebU1UejUv1M5oXjiUQXQYcA4hNPPtusaK9YTfQRqDt,STONK500,EKXkWEGY7hkACd21K56xzz32dSodHRtGoDxkDLnU3Vbm,raydium,1789655414,0.000002474,4272.84,2474,2474,0,0,0,36.19,0,0,0,0,0,0,2,2,,,,-2.04,0,0,1,1,CPMM,,,,,,,,,,
1790436005,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,Tilcayo,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,pumpswap,1789657930,0.0008142,122983.57,794771,794771,1436.62,25896.4,65800.47,320411.79,9,8,79,136,301,340,1714,1687,-1.82,24.6,14.53,13.73,0,1,2,1,,,,,,,,,,,
1790436005,AeDgbAv64t53GiBPemV2geVB1pZkdBLPumjn25HWXpUo,STOCKCAT,Bkyf63H6KJBwtVMaGVofZKNg88u5U3SYh3YocDfex2c5,raydium,1789656754,0.000008564,8196.25,8564,8564,0,0,26.52,1607.23,0,0,0,0,0,5,9,30,,,-1.29,-33.62,0,1,1,1,CPMM,,,,,,,,,,
1790436003,4J7ahY9b4aEvVtwYq2ygDejG1xPYX7SRQGCftJJ3pump,Gatsby,EEWsjNB5Lvfcm1xM3KYBP1WbHrjbiznvtNxxGYjGrys8,pumpswap,1789655736,0.000002767,3149.24,2734,2734,0,12.52,16.42,92.8,0,0,1,1,2,4,51,104,,1.99,1.95,-1.38,0,1,2,1,,,,,,,,,,,
1790436004,7tbyoEq8qewX8fCv9L9GLDVi56NmY3EdS4yJVaiBpump,GrokBot,9UQYgaSsctW9wqmFKYF4j1Vh9o1rEdFYY7RkE8v8CpHH,pumpswap,1789656250,0.000002895,3338.9,2853,2853,0,9.15,11.11,88.81,0,0,0,5,0,9,54,100,,-0.5,-0.22,-4.32,0,1,1,1,,,,,,,,,,,
1790436007,WULFeyfrj1VJKD9HhRTcW8R4g5HefUA11HDEdBv2WxD,WULF,6enYb3XWADhxVPTinuReNpUBjDXd6gU7yvXRfzfkdNZF,raydium,1789658876,15.59,50429.76,,,0,0,34.94,6364.14,0,0,0,0,0,3,25,39,,,-0.01,-0.93,0,0,0,1,CLMM,,,,,,,,,,
1790436004,7qVyANei9jYf173z4FBKcmKp3nXDDBKiXAWh7aT2perk,PERK,Bt3X28mcx4EAYwiRNdepCdUg42LF7fa1SQMrgkPVivMu,pumpswap,1789679654,0.00001437,11241.56,13881,13881,0,31,1129.17,2947.94,0,0,2,1,14,14,39,62,,0.83,0.78,5.75,0,1,2,1,,,,,,,,,,,
1790436005,FKaJuPmxjYm9u4iDHxdYvA947vbjBQjpevQsBBVLns8z,TIGRINO,6boRKYHraYY4JYb3XFJjfdW7eC93hmxxbLzyTEe2iwoc,pumpswap,1789659021,0.000004980,5088.47,4831,4831,0,0,0.05,147.34,0,0,0,0,0,1,2,4,,,-0.71,-8.08,0,1,1,1,,,,,,,,,,,
1790436006,HQQgg3RmQTsmXAitLE1SNE29poHGiQ1bbpdEn9FEpump,GBAGS,FQ4XjZhm7KagAA2vhNsmxBdPwmqnbq6hpoYZKzXxw3C4,pumpswap,1789722850,0.000002689,3079.42,2620,2620,0,0,0,0,0,0,0,0,0,1,0,13,,,-0.51,-0.68,0,1,1,1,,,,,,,,,,,
1790436003,4SF5QyYSWPXnQMrQk4t1yQnbzGK6GrPtsn2nginQSTNK,HYLOCAT,Amuffyyej7cQwSs5s2Z32vLdSYqWo7MqU1gbzZox6hZg,raydium,1789593764,0.00005972,28206.17,59720,59720,0,1355.16,8303.96,40240.03,0,0,4,10,42,38,193,190,,17.75,-1.09,68.62,0,1,1,1,CPMM,,,,,,,,,,
1790436005,Bkizi56g9aeDFaKxWQY9A7uY8sDNnVLhvY4siv7WCnT8,ZUPPETS,5s1SPEuF7PRjszyqNZdsxK3CBax4LD2ZYMQ21krCMa9p,raydium,1789742949,0.000003645,5551.62,3645,3645,0,0,3.03,166.45,0,0,0,0,0,1,0,5,,,-0.34,-11.54,0,1,1,1,CPMM,,,,,,,,,,
1790436004,7asAszo3GcjvJuzdaArBGZXTNPWsyj9H8oDgMqVwo81g,worth,49V7t4rtuMinGU4gth6jYKbsEzwxZoR8yw34MMytBUnd,raydium,1789766804,0.000009949,10303.42,9949,9949,0,4.28,655.53,1369.39,0,0,0,2,4,8,23,29,,-0.17,10.29,0.15,0,1,1,1,CPMM,,,,,,,,,,
1790436004,8TZeE6sud8NUWmRYtRAotgTii5bXMb9Bog7wpHcfpump,REPLY,DDx5AKLWesaJeMzVkheP3QFbJLcWg7wkPu8ECYi4nt8g,pumpswap,1789767329,0.000003054,3088.37,2977,2977,0,0,0,0.65,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,
1790436004,72TgBXGDNKyNkx4bPd6BLmLAjqTQpE1xUYGStEHfiNku,BEANS,4RZCbuqsJAEpD8uuLRcZ6iynK2XGKUoArXHsZNiuBhGX,raydium,1789763577,0.000008038,8924.96,8039,8039,0,17.97,209.91,437.88,0,0,0,3,1,11,3,32,,0.78,-6.64,-9.78,0,0,1,1,CPMM,,,,,,,,,,
1790436004,74kYD4mhtWTxthsJ4w3sZL2pz8dCEk8CuJpxfAYMpump,Tyga,5w8AhXMHVPr8a2WfDPd35myeUNgA59DXFJr9bC11Xs7U,pumpswap,1789770479,0.000003191,3199.86,3047,3047,0,0.04,32,91.23,0,0,0,1,0,2,1,3,,-1.23,-3.51,-4.2,0,1,1,1,,,,,,,,,,,
