ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789764331,8zP8DhqoTGNGXHXdQfHPPWrAijWt7FkgyporQ4FHpump,TRUMPCAT,HdpWYVr9vwJ4SafX8WNjoEx3MnUXnHH1Jy4yb4zPev8P,pumpswap,1789135365,0.000002441,2565.78,2414,2414,0,11.19,76.18,109.04,0,0,13,13,87,82,137,146,,-0.11,6.64,15.93,0,1,1,1,,,,,,,,,,,
1789764333,FjTfaSH861nVcbAxdFAHTvhoSL4kyR6wgTWynuJkapht,DIVI,9jP2H9FbqkYQtKYkehsq3XcGn36FFb15cCo96EBu339s,raydium,1789132107,0.008227,248985.52,8227811,8227811,2.5,3027.47,21200.36,130025.5,0,2,1,6,52,34,348,170,,-4.82,-19.35,-20.99,0,1,1,1,CPMM,,,,,,,,,,
1789764332,AaCBdbi8DiBvWiSjTG2xkkqeshDCSifsvYqZrkpDpump,USESTONK,9wjZeqeWphj8JGSaFW1TEYqTznn5FmLvijPWiSqW6LCz,pumpswap,1789135056,0.000002740,3021.9,2708,2708,0.49,31.32,77.42,128.49,0,1,17,11,79,65,143,136,-1.53,-0.02,4.54,14.35,0,1,1,1,,,,,,,,,,,
1789764334,WENAZ2WyPbmgvUcKfQ8hyMDfBQP9bZ65hsZ5KTFrRGZ,WEN,ArXpohFUAsifyZPHsYqgSTqLyA6sQG8KMocJ6zBLG29D,raydium,1789137845,6.75,135501.78,,,1697.47,17942.63,4183356.57,4203174.17,5,5,76,100,23597,21511,23813,21705,,0.41,-2.36,-3.91,0,0,0,1,CLMM,,,,,,,,,,
1789764330,4FmtvrR3tgtcUT4qkGSKJx386u6CfFno3QE7KCesXoZV,BUM,4LYDj9hpAYsqUyCfHewiJxB7MDMpXKPQNAGvxpFdoGkT,raydium,1789141997,0.0006836,72875.89,683642,683642,0.06,1290.61,5289.33,21397.46,0,32,3,448,24,2612,82,12783,-0.01,-6.34,-4.03,8.97,0,1,1,1,CPMM,,,,,,,,,,
1789764333,Fsey6rXphKexfVfcLWKkNZte9pKfehcG6oajGVS89nkW,SCAT,GBVX14UTDq3qrmNqP6nDgMgKYhUCPPAKeAhmE71gKSkc,raydium,1789156103,0.000003055,4849.01,3056,3056,0,0,602.07,3528.31,0,0,0,0,4,2,21,10,,,-0.71,11.87,0,0,0,1,CPMM,,,,,,,,,,
1789764333,EyTqw7KVLEiazsqJbekGRnTBTtmw7VX5fmVMfoNEZ5rS,CHEEMS,CfpUXd28Lg1V928MQRLhvWrV3hrws2s4cqV1yY35uhsy,raydium,1789159218,0.000003448,5247.34,3448,3448,0,0,0,226,0,0,0,0,0,0,2,6,,,,-13.54,0,0,0,1,CPMM,,,,,,,,,,
1789764332,DqBXBtPeMoP77D7jhCTqpBvjvHTGWDJATeo5qnvxpump,LCMM,EqdAAxivyf6v5cqP4WdLQcvw2d3y4fF5w7KSQ1ytJBT8,pumpswap,1788992683,0.0002159,39344.97,208466,208466,0,0,51.33,88.83,0,0,0,0,1,0,3,1,,,11.06,10.27,0,1,1,1,,,,,,,,,,,
1789764330,4MMQY9bwkxxTtsK3W227Q5ABT6yFY8Pmn9Ze7wmAXKY8,ALLINU,7VKhbFtkc7APwuPYTL38c3XtktPJxphY4ECLR4ozXNbQ,meteora,1789158130,0.01615,626099.68,16155297,16155297,5799.94,13698.26,259100.38,1435412.97,0,4,1,22,196,149,1142,781,-1.72,-9.3,-16.48,-20.65,0,0,0,1,DLMM,,,,,,,,,,
1789764334,Tqwy8EU5zZ3cmYjMDE9SF46Bz5e5eFuihBhe7nH9iyY,CASINU,12Mn4w8EmBaV5kdansvrvSnqCHuRBJVVAXzKMcJCD3As,raydium,1789160380,0.00002696,13500.36,26964,26964,0,102.37,1712.32,27114.63,0,0,2,1,25,27,338,276,,-3.7,-1.26,42.95,0,0,1,1,CPMM,,,,,,,,,,
1789764331,8d3bQS9vNy3BfqK9dX95JRoaTbWoiuL2hzmSFLDopump,AILE,PibATxvKbXFdzrugGGZSz8CLrX35h9v6EZ9bo99TK4z,pumpswap,1789155426,0.00004288,16884.19,40499,40499,0,181.35,14771.6,35686.72,0,0,1,13,108,112,269,264,,-2.82,10.6,84.52,0,2,1,1,,,,,,,,,,,
1789764332,ECRofhnyq7VzCqhLFWVx1zHXxVadRBYtT8wWCwVGpump,ZPOOP,GVMCSCHGnDnixjsWKo3sVjvuVEevyAD4RbyjmAbJCpdL,pumpswap,1789187577,0.000002220,2352.37,2157,2157,0,0,0,4.78,0,0,0,0,0,2,1,5,,,6.65,8.53,0,1,1,1,,,,,,,,,,,
1789764330,4hmBjZ4NGG8HvVZridQ1ii7PKaFbw4CUMD2fudejpump,Dabo,2hV7iWgHGbjccQod4n53p9EybHtDf7VeDYXCeuzuaech,pumpswap,1789171909,0.000005445,4956.53,5306,5306,0,2.05,59.46,373.36,0,0,0,1,2,7,8,16,,-0.16,8.91,29.62,0,1,1,1,,,,,,,,,,,
1789764332,ApikwMrgm6XPupi6ggR9mCLTzXSzvnHqAQjdKgpgpump,caton,3m8SCCaFvcFVDuGX762xxyyukfoB6X94fJLfU925stya,pumpswap,1789222090,0.000002469,2642.95,2445,2445,1.82,9.69,63.97,98.38,2,2,12,12,70,68,136,127,-0.26,0.84,7.23,16.01,0,1,1,1,,,,,,,,,,,
1789764333,Etvv3uWWUNJSgy4uJjZeRGGa2ehjMfVJh69ot427pump,IPG,GWwNQvauzrR4YdZgivZwKKn3xysMJQWfDY6Z8ppR7qjS,pumpswap,1789244802,0.000002988,3064.48,2798,2798,0,0,0,50.72,0,0,0,0,0,0,0,1,,,,,0,0,1,1,,,,,,,,,,,
1789764332,CNTcaYTBBrSjYQXrWSL3T126eCjYnmvAhSwYBXBScLLM,​,Bg9DC5rDRBqtCZM9YTWxnisehoUooZ19SenaxEzDYfiV,raydium,1789233310,0.0004495,64498.04,449591,449591,15.69,23510.93,87962.21,191075.91,2,2,67,69,257,253,754,655,0.2,22.42,94.01,47.58,0,1,1,1,CPMM,,,,,,,,,,
1789764329,3BzHwZCLoaKMK3co1PDCAgFfeLKexTVJb2dWFX18BmKs,KUROMI,8PKmJbCoxcRNjgBjTkuUnHF6F9YK72EvrBRuybLBJSFg,raydium,1789245589,0.00001750,11994.81,17504,17504,0,0,1601.5,6639.91,0,0,0,0,34,7,92,48,,,5.15,188,0,0,0,1,CPMM,,,,,,,,,,
1789764332,AVAwh5NJArC4aa6fGx6zrkpLChNEcGRxMjZS9P97k5Um,STONKSZN,5AMysRqX6btQ4ezxuEQYqkk29apAuxDCK4fFWdQYaxhN,raydium,1789062088,0.00001840,13836.74,18408,18408,0,35.04,5186.61,18280.12,0,0,1,1,30,35,139,107,,-1.13,-38.69,25.16,0,0,2,1,CPMM,,,,,,,,,,
1789764332,BmhfH3W7JdEe7UGkw47m1EH8F6ov3M5jDc222ffK9Eeh,DCAT,4vCEftSpSWt5kc4DkQ9Ehhj3mxdnEkFutkDS8wjx6c6M,raydium,1789247041,0.000003364,5159.73,3365,3365,0,0,0.41,1668.52,0,0,0,0,2,0,26,38,,,5.1,-34.6,0,1,1,1,CPMM,,,,,,,,,,
1789764330,4wmm49P3dgjmRhUx7hUS7fePTn3csSQzVXGxt6DKG113,CLCTV,96TnRrGCreVhwgaDRL2AnA1PfdAR18fyy7qRijhnpfU8,pumpswap,1789013902,0.00001553,9431.14,14970,14970,13.41,170.13,4151.86,19372.66,0,1,2,3,96,77,349,383,-1.9,-6.03,-20.12,28.37,0,2,2,1,,,,,,,,,,,
1789764331,8gyTV3fG5JGx75DsHfUdJGfxqwSX4LZ2aprjamyYMREV,ROLL,GKgv8ovG1UEBLkggiTGngwwwQHqMmSsA4Qm8Mt1pW9Vp,raydium,1789247804,0.000002110,4010.77,2111,2111,0,0,20.11,20.12,0,0,0,0,0,5,0,107,,,-0.96,7.22,0,0,1,1,CPMM,,,,,,,,,,
