ts,token,islem_ts,tur,cuzdan,usd,tx
1789683715,3W3K5i4T2vARM1UzJHh48dw4uNhjtg3Wk8GS2inmNUZV,2026-09-17T21:46:42Z,al,21aucXM2488NQtpw56ZTuw5bPag3tPgjGHDrcJVnxHcL,2823.82,MSgWAbVTzqpTFZAGBNHMrJfC9p6PMHmL82H4MTfVE2zokbTDvnCrw1vqg29Cy4t3Tc5kWhjZAY8FSbo6UbfW4d8
1789683715,3W3K5i4T2vARM1UzJHh48dw4uNhjtg3Wk8GS2inmNUZV,2026-09-17T21:46:42Z,al,21aucXM2488NQtpw56ZTuw5bPag3tPgjGHDrcJVnxHcL,3135.36,MSgWAbVTzqpTFZAGBNHMrJfC9p6PMHmL82H4MTfVE2zokbTDvnCrw1vqg29Cy4t3Tc5kWhjZAY8FSbo6UbfW4d8
1789683838,9gX6cRxD3K4L6CxN4TcqPuhGLkpcBLCY4Y1UQavGpump,2026-09-17T22:16:26Z,sat,U2B7JEnuj3bhnaRrdRzu1SQTo6WZoDvzGqy9KaonV4z,21072.16,uU9tSbuWt3VMtyjpggWWVxqP5kTiweRvXG3Lrs3hXWLHJRmogfjyfus1L7vBsYF7vnYKzxyoyFiXK2Yw4yCYWaq
1789683838,9gX6cRxD3K4L6CxN4TcqPuhGLkpcBLCY4Y1UQavGpump,2026-09-17T22:11:22Z,al,U2B7JEnuj3bhnaRrdRzu1SQTo6WZoDvzGqy9KaonV4z,21897.09,5dVdtP5NPjaQc4RRDqJ2aLF7wY51X3QTQhgEJvvSpL1qA6FiNv7abByWNUR77N5Qm1WyMMk5KbQngZGtLss57GGF
1789683863,AStZN7LtqdwYVUJirQg9329GfJK3xRivXb6nuQBMfTYy,2026-09-17T22:13:55Z,sat,Hh4afzozYWN9ud4CGN4fr4iZ6t2xqEfwRY1VXtaoY7A6,2762.92,36H3MxL4pjHUR48WEQJvRaaZLfJVVgEiofXHNZfQnSiwmbBad3hWmZGMhqUZhT6ZDu2KcD8cH9NEB75fq7nknUDr
1789683863,AStZN7LtqdwYVUJirQg9329GfJK3xRivXb6nuQBMfTYy,2026-09-17T22:13:22Z,al,Cb2CUMY7UYZQ8aDdksLxRfvAtwtNqmmdZeA6F8h6Jnot,3027.2,49Lw7KdNSMoBq25Xj72rzKcPbNsnWuyb4ZD9uAEdt4g3FGAQvkBfhFP8M3uCkqxLPUJ5sDZMJUQKosTLVTLxMA95
1789683887,DuUbpUi4yJuam1a8LhG3qDxnfRDppeMRTayZyEdQpump,2026-09-17T21:20:41Z,al,HpgFdJXpirj1DjXoSfNWb6En8vaZmpizPUGzvj1fMU8W,2951.19,31mcSbA78DgCjYX6XQSh5SuarJGUGkyizJZz4wt7MF24qWXAvs3AjvLuABehMUZ4NBgkANaCuhW88u9tQXSY1c7w
1789683887,DuUbpUi4yJuam1a8LhG3qDxnfRDppeMRTayZyEdQpump,2026-09-17T20:32:02Z,sat,8GRAFGxfEWsqFpwe6yWDVeZ5hZWgPnZ4w4ew9DVD7Hf4,2637.05,Eo7cTyVRQw8FBBex2upC1mkvxFw1VvfCfvZLPyWpnhKmbrzjTfgrV2Bzawb9nw2LNhrhozfocmDKaUkrmiW15C9
1789683887,DuUbpUi4yJuam1a8LhG3qDxnfRDppeMRTayZyEdQpump,2026-09-17T20:32:02Z,al,8GRAFGxfEWsqFpwe6yWDVeZ5hZWgPnZ4w4ew9DVD7Hf4,3005.77,64qBbZdQYGiy9hP3hwbpgbKTvqUA4WE4deuNQhD7sYnw6Rm6WevgeQQE5H9Hj7YYUBNDQzaSgSRPWj8461j6ZrTj
1789683912,F6StsGd3TaUdsLSvuKmAsK9fX4CgtPGegvrZPBfapump,2026-09-17T21:42:24Z,al,J1oLH2rVgwCUPKrUhSmf4WYBLi6GQPNvsRQZtT2VhFCb,8586.83,48P79aobJvrcWvpGrFLiBjsMiLAMP5LLHhMzx1quhag1514PVG6omEWBKdUg5fMwy1kb6G2cmx8hAAVrwdLhzdCu
1789684011,HhRCWrgTZnTtHqop5wRLyD2ps1UNgKhnG8WhVQNMSTNK,2026-09-17T22:08:39Z,al,8HH3M6SfUCC9yGM3ytaFQWnDc19tSBYCNJBnqeWaQ8Xb,2506.48,4USWLCFfK3RKdCxmE2JbuUSJDPKS3Qp8UcWcw5PqK39zF8JsFWbZrdY1bwgUoByZvPZMiXvPooUETrUXai1FQoLF
1789684011,HhRCWrgTZnTtHqop5wRLyD2ps1UNgKhnG8WhVQNMSTNK,2026-09-17T19:44:58Z,sat,5KXDF6QnqhBj72hDtJNkkpFaQVUfbFXNybMsp3DiK6tD,2684.69,q3AL8u5FX42ZXehxo9F595KaedtHdPLSACU37N1HDUR2g8Lc1yDBhNHBVDQpPzcxLq7Y4nUYMRVZo8caGyW5KX5
1789684011,HhRCWrgTZnTtHqop5wRLyD2ps1UNgKhnG8WhVQNMSTNK,2026-09-17T19:41:41Z,al,EpTEt8zmLVuqed5AEQMWbi6eaycQht4z8UDYrAws71cq,2513.74,47PR3Wyz9BSYGuR5utrER5Une2hTtUerztng7a8zoZU4bDGF5uAgGBGyKzwzndCnVdMAwdVRvQgdb9aCK6VT5GqB
1789684011,HhRCWrgTZnTtHqop5wRLyD2ps1UNgKhnG8WhVQNMSTNK,2026-09-17T19:04:50Z,sat,5KXDF6QnqhBj72hDtJNkkpFaQVUfbFXNybMsp3DiK6tD,2615.02,2z8CvUt8p4Kzr33XoC44nQVcDRZVKqc8XWHx7Fhddi1fqjF5XZgt2bepayenBQzWNLxzkFsfAkTr6j9yr1PjkDbC
1789684035,SkA82maVyUBgt4HUvMTLRDGyXX1yJpAsMNPhxEeSTNK,2026-09-17T21:57:10Z,al,J9GzVdw86xYSjdtujjh4bomeCx6n71AZx4qkT8SiSXbd,2538.94,4vBEfJP9uizoUKib1dA4hZHmHrDb6XHSY7G5xoNYZwJSFAv2SUrPmmJjDEJHapHsKkGWbiWhCXKGGgCLQeiQQDgU
1789684085,viBEsohKdeaUgNhbB1j4NpsAm4Bg8LCCwYhkpb6UyNN,2026-09-17T22:22:53Z,al,22bhdedLBM4NPdn9zJbEGjeDgnpcJenv82PDc738LiQA,3025.22,5kdCc8SS1sCcibZUyMpufk57845rpzV4Tas3KfGp9wjmUVVZWM81LnctEFLXjdCFoxCwbzBPtwucApnkqReg3Ue1
1789684085,viBEsohKdeaUgNhbB1j4NpsAm4Bg8LCCwYhkpb6UyNN,2026-09-17T22:22:39Z,al,22bhdedLBM4NPdn9zJbEGjeDgnpcJenv82PDc738LiQA,4035.41,5RNRgby44AUNoxpXcxcFCjx84ttEoLoE5NQBaX9UjdWz6xxkhHg4MqeqhpPKZiAVnkNqXQ7SUKLgfYiSPiu8rpt5
1789684085,viBEsohKdeaUgNhbB1j4NpsAm4Bg8LCCwYhkpb6UyNN,2026-09-17T22:22:22Z,al,22bhdedLBM4NPdn9zJbEGjeDgnpcJenv82PDc738LiQA,4033.58,4cMacT2TYeXfXRbU23cm4bVmREgy6PMUbG57peUjiSbWsKunCVxWXyvUQzSi2ixdpYf6wsJaQEHb26rotYaPvy8A
1789684085,viBEsohKdeaUgNhbB1j4NpsAm4Bg8LCCwYhkpb6UyNN,2026-09-17T22:22:07Z,sat,22bhdedLBM4NPdn9zJbEGjeDgnpcJenv82PDc738LiQA,11401.72,44gVBGhPX8fMJPP2miiz9gX7s62YHZsNZzvxQrsH3U7AibtSTiBhf9erzesgg6kHCqEabdM4hekWiQfeZsxHD3gn
