ts,token,islem_ts,tur,cuzdan,usd,tx
1790135362,44J1LiJu17k25UDCjoJ3H2EMbbne5dmqn576J4ZNyBYT,2026-09-23T03:44:23Z,sat,Eh8ZKN76kaH2avqQgEZSbvNLnjab6nM41N1DAXWNE1YL,4708.83,4HdWkKhDM74nzyBnPfC9UDiNiXQ61ZGpVNEtF2zJ8TJpFALGXvLo1tawKNuhk8eUFoUJtMALASvzzC1MaN9zjjFE
1790135362,44J1LiJu17k25UDCjoJ3H2EMbbne5dmqn576J4ZNyBYT,2026-09-23T03:37:33Z,al,7JCe3GHwkEr3feHgtLXnmuJ1yB3A7coSeyynxTBgdG8k,4987.06,25w5C37AY9fh75dyV419bptjtKUJVjQLRviBjAob4ZRfK7ckbynBhSUt4oYKxmRCmH7ynrRkfh8XxwNP6fBvuWQJ
1790135362,44J1LiJu17k25UDCjoJ3H2EMbbne5dmqn576J4ZNyBYT,2026-09-23T03:12:32Z,sat,8MpJbCLZDXTvbDQUPdBGkZD2kqN2qj1mVkFgyaYMrbN5,2719.82,39DsehD9XpLTGmDkXAAxx7ausBsapeyi61wqkHGE8uUyCUquqYYBH8ze2U4oodaPnmYYWV7cV2UAHsWoHreq59Do
1790135362,44J1LiJu17k25UDCjoJ3H2EMbbne5dmqn576J4ZNyBYT,2026-09-23T03:08:33Z,sat,8iWLNyAcKUw4xT26Jqr5buWtDzWtpuWYuDj26gJ23S5t,3498.73,3dUz8WQMdn8byCkfA1QmoE1zMGMPxn3L2tg7PSKTDDwj3WNoFxf7S2SFkGaAmBDD4ayjXkT79PrwFUNHsoy2TgqE
1790135435,CmjfLEwNw614ZxHmrj9BUbwG4fJNoV3tXvMwQY1cN1G7,2026-09-23T01:41:00Z,al,2CQgjcdNEo7WtbQLpJTAVcC3Ga61pNvRDTgP5grzctFG,3675.08,3D62HfJU6TVztSksepHKgCoNRNgrD9x8uybdomSR5Tqup4gcgAMM255ALyviryUegCz7bfZ4vkrS62okGH3yLv78
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:57:04Z,sat,HTj39cpttcxAZJgG2BbubFxZ3UVKtTN2X2Yjwj4zBB3n,2596.9,pApaYEvdcw8HS8pYJwajnFovRQA5CrmG3mqhuwZnR6x3cAzCqEBB1bhKLYFiTXBg5Wj2oqFbR2Ytnna256SbaT1
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:46:27Z,sat,GAspB34uPieBSzTgkUmwwh1bKq2emySeoTW7wQjdKyCJ,3290.01,48CxhEwukp1j2CQMxH7JZxh6XHtXcEuUrxYVyt9UHih8j6a6ijjx4EJbbTowvs7wYeQWC5NZTkCGvxJrUGeBPUpd
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:45:15Z,sat,9oC3XYAs2oeU39NeNFke8m3JGixMq7g8PfANsmsbKR8W,2608.18,AP9p2dE6MbfnmNyVqBSa9Z4UxDAn4j6H9Sn9aeA2TuVkD98dRsDMuiwAiu9vUo6N21XNzt9K9J5qpkSKBmxpZWf
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:44:26Z,al,6mbYG273pFM5fsvLeVo6QUqvxnokRaas4aQGxewzmGZS,3458.34,4nPahrDmPmPRcFFtxkutkReQnsPDA6w84dNnwTSH5fR9ZvQBNuCF7e5KTBpvysoFhcRAX28Aq7AUJ52YArSVU8Co
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:43:18Z,al,DrJ6SnDXkEsPeGdmSs93v5rwWumv5QMvAGSZjAyWSd5o,4955.04,5pLWES3rZ4XLtdUsBoc8cHgL3obd89cGST6G3BQRfHTPFNErxrKaJnowgyWPgaT1jqym5LGfQ1e13uHMiBp2PSje
1790135509,3i43bRLKSomUXyin1jgGsd3y9MgBW1cdX3nh43YD3W4R,2026-09-23T00:41:04Z,al,GAspB34uPieBSzTgkUmwwh1bKq2emySeoTW7wQjdKyCJ,3035.87,27MrDYDWzL1yqvei1k6gphYUyiYRs2YqJidbt9THAqWshor5UDeH78wY182xFr8n6C1xXC11JHAsNxVPpjWUZZ8V
1790135533,8f3qWxccdFKN6HpFRxFSCbxZWMNRnz62U5esjhmvpump,2026-09-23T00:42:04Z,al,Esbq8JgTSeWDxSGCduejdPxjyMkiZEfSnpqSq8pJZ5tw,2532.51,4BkTZuiGx2bZ42T7Ddj58d4nhtipQZgLnB9Dz97vP8Kj5wuRHABkxB2dEpoVs6zmnVcmY36F2i5dhgTDu3nzThF3
1790135533,8f3qWxccdFKN6HpFRxFSCbxZWMNRnz62U5esjhmvpump,2026-09-23T00:42:04Z,al,DjXUTwZvr3jJa6pXdMzQMxCMe1zjoFMzNvnhJvT3tN8J,2615.09,3LmFfmwp6LCTRkpm93iQFGJmsZnjrxKPPV5Ry6XtEXwZYQMgSk8g1Xx2sLufu2bebHRBXk1BuMSGbfL3Lw6CZqGQ
1790135558,B3dU9D7VX9KpiGRgu9LY3sxc5KATBopDY4Tor1aWpump,2026-09-23T00:58:18Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,8716.05,4nD1WBoi4benWR5J971d3aKJDUbpFCVghih6dq45dLZqZWx7FANW8Ygamr7vFKpN287b5C213NVyA1iSXNBRN1pK
1790135558,B3dU9D7VX9KpiGRgu9LY3sxc5KATBopDY4Tor1aWpump,2026-09-23T00:52:11Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,21381.64,arjFb76YufYAScf1cfTUEKJDc2u1ESzfg1URr3RMdjaNBf79JniuyykyvbUjDHHMfG8fQPXAhjXiphuE2DvbdK1
1790135558,B3dU9D7VX9KpiGRgu9LY3sxc5KATBopDY4Tor1aWpump,2026-09-23T00:44:04Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,29430.86,66w1eJj5uES5uHuHdQnEuvTxnDGUzLQuRVaTnpgbH7xoskT5fWP57yFY7DVsS4xZjzACJNfoooSp7itjVVEQ466k
1790135558,B3dU9D7VX9KpiGRgu9LY3sxc5KATBopDY4Tor1aWpump,2026-09-23T00:36:10Z,al,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,29529.95,2NyY8GqSVWVLJ51k3CaMWravEnvmt3dsLF7hHUgtUnVftuzfVdTkj3zSkituZYvu3GxPmKPsDhKa9WxSUhp7PJqJ
1790135631,jdaiCmVtdmeJZpTS5zjXKHcZuALvji3p4hp2WnFpump,2026-09-23T00:59:17Z,sat,GGAnA3cr1jc2rVamccw5Fn9Ufoe83xhn8FL6hYbL2Dji,24266.02,5GZ6nWm1xAmnDFXyStDJm9fgNSJoSxRH6AJdCHeK8Uawz9Aj1236pqX8ez1jhgZxf6qjpzgDHr9u4keiNKAgXpHB
1790135631,jdaiCmVtdmeJZpTS5zjXKHcZuALvji3p4hp2WnFpump,2026-09-23T00:47:24Z,al,6xRxa2RNLY1oFtnM4to2ctAE4CePpkoLciYVPNZohBkD,17521.0,czGycYT4xfHFNqApLEDESiszijrDwvUk8oQgW824XeWxzRZp7dVkws1pSGSYAAFxKtaX6fxqLUt9QT5Za28jrUn
1790135692,E9FASb6hdHBedGCiJ3KzzBmCirK1G8VfAHHBq2AKpump,2026-09-22T21:48:43Z,sat,ETNe5cw9UyWPATDocHHUV1JQMjjdNjgHwykpW78E1ej5,5357.73,5hc7ii12RmSgAyxekbqsXWPdqHhKnAQ8hZVkW7C7tUzR1HfjpBgxSUkqfwLXJdQNCHeVUwptvybqf7LR8LwRQY8
1790135753,69tSHjkCnchSgGxApoVgWTy4T5jufR95pmqqeEuopump,2026-09-22T19:05:35Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,4185.99,4mE4YXAxbYa4fi1v2NRhgNrw7pmaMGf69Ncctpheyk77EShdFUhMEcsLJS4V6GVPtNSb1SpjqD4ZuGb6unxQdsFj
1790135753,69tSHjkCnchSgGxApoVgWTy4T5jufR95pmqqeEuopump,2026-09-22T18:59:29Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,8665.83,36hHX2qi3NBAmZow1jcRWJuxfgUNSCbvAtb1Gvgtjs8GQzNWrMvbBJNCvrsdj4jAixAMHYfofP2ohUPW8QuUi2Jr
1790135753,69tSHjkCnchSgGxApoVgWTy4T5jufR95pmqqeEuopump,2026-09-22T18:53:25Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,22242.72,5XnpemmZ877SV8aqr5dZG9rv5b1uWTSnkXZjkMaqZX6eEL9msoKL6xsfZNcerPZmjciS1ZdgefKZwFQKPJxWkRGV
1790135753,69tSHjkCnchSgGxApoVgWTy4T5jufR95pmqqeEuopump,2026-09-22T18:43:19Z,sat,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,16985.7,5igv64PWhNsM4apdX3VnDfjpiBUYkR1nqnaCnnjbFH7iVEk3Gq8oM3oAaBVkzW51aVzJbW4ochLqhfQaxVfmdvbz
1790135753,69tSHjkCnchSgGxApoVgWTy4T5jufR95pmqqeEuopump,2026-09-22T18:38:01Z,al,GatgyE2SqnNNjNeNGR8MG1VSVxFGxgyjB111hYJRTkee,28106.76,54XBu47o5uc88dQQr7ZkmsHeoxrt8vEDpbhMYGcxtkBL2YM2VX6AvAuTzU6yFmqkQw5ozue8yej5WnSSDAvkezUK
1790135778,AKyGUS7ueqtm4oUVBRxCNoyK7BV39HcfrXk4d6Gxpump,2026-09-22T23:48:38Z,sat,2ge5AGACRsSdEv5PhAQJ6tKZKW719ZCxL2dzpxk5Pq7G,4111.56,2WMwms2f7STsbhQ1WjGqB9EvzRyqg1rRpeVPkfAkExETJWJucKctfvfj5ufgSwZTHy342fkhNMxpRSig3x7A2AGg
1790135778,AKyGUS7ueqtm4oUVBRxCNoyK7BV39HcfrXk4d6Gxpump,2026-09-22T23:47:47Z,al,BtDMACNJBQshKTeqFqyDG9chLM8bEBdDJ1U4aMhqvRZg,5924.54,5Tx4Kii2dtk8N2h8B81AMdBJrLRhVjFst34RetEZmH849YKXk5t6TaJ781pmMyLtfdv4dwUJGyyyMhwHPAsAjrVf
1790135778,AKyGUS7ueqtm4oUVBRxCNoyK7BV39HcfrXk4d6Gxpump,2026-09-22T23:00:52Z,sat,2iUHiMA2KZ18Qe96k4rkkXkuqSgVQRwXdgDQnMUPisBb,3038.17,HiRY5M5uD2Dp5KmGRyAELQSzSKisF7cERwVDjHbYyfK3tBAxE9cHZpwpRA9gkLbYYxw1Qp3uz9eXtrnVj91vgpc
1790135778,AKyGUS7ueqtm4oUVBRxCNoyK7BV39HcfrXk4d6Gxpump,2026-09-22T20:09:43Z,sat,FHpcNSe6tb2n15bAdq4BkeYWGyZKFD7yLYrH92ng7wCT,2936.71,5cSBN5XkTcFnGfrrqknF5iZnWvzpAuDAQvXKHQrTnfd1buSAr7hqjRHejcmhdJ9uNCXn9CBbAvEEuPdJsZQA4YUY
1790135790,DVCRKjTXxcjjxPthvnwKvvEQ3auMBiY93jRffPMEpump,2026-09-22T18:52:33Z,sat,3LGHT17i4Vp6BjcC5yrZpnchQStRFpkny1G7Tjkkh8ca,6377.4,54hThKcBRCLMA7ZsTkdQeAK4zatiwnhvEhMp7SUnE6nR9U5rJzwDeQrXKSoNHFyv4fQR9jTKAWVdcqYFJzifrM8w
1790135839,FQAsjNv1CxAmTMu4JH8dDKXYrrj6w3adWz1CeVL1pump,2026-09-22T18:37:13Z,al,FABBG7dS2Hh4zrgdNuF5vVP7gqKVjburwn9gWe1Szp9W,9394.62,intFD1TQjfj73SosspW1FapNDQzJUDp4KRp7vVHZLbhmvH2JSXRn5zWACCJ5GwXBryjZ1K7NA8rEKBUZwvGhjQN
1790135851,FTWJB7TAftrdL7DpxSLEiReA6tBh6WLRiwuahrUtpump,2026-09-22T18:38:45Z,al,An9sREpLnAXVi4KMaTGuGvgET51CyaukLUTMtxzmLYSB,2587.34,vfDzQN8UVes5h59cKLg1GaVjEexmg7JBvTtV7Jyvqm9L7BXEqBe7PLUQ3MpgctnLfzM2sbHGRBrKUxZvYyKTvAV
1790135864,84EQBdbc7XAi9Le9fnSPmDjQdH9Sqk7v5VQkhhcxpump,2026-09-22T20:04:25Z,sat,J5uJMYu4S87ewY5UeGa4qaLhKzmcQeBCCM85EwZZQ5QC,2820.05,5DRoS92KYXx8rmLLKPakuxXoyXpDWVXQ6FmhpktNx8VAuGi8V5iWNp2VUrpnRMziKiyoAqSGkLs2YwgEJJBEXsa8
1790135864,84EQBdbc7XAi9Le9fnSPmDjQdH9Sqk7v5VQkhhcxpump,2026-09-22T20:02:44Z,sat,J5uJMYu4S87ewY5UeGa4qaLhKzmcQeBCCM85EwZZQ5QC,2897.72,PUcWQmvC8TPiHMqwSmxWN4hzz4tcae41GnwfcBuvfvB4GLg3RAP7bv4P9fXs68JT3REGxJ7VmRQFJEbrWjkBRZa
1790135864,84EQBdbc7XAi9Le9fnSPmDjQdH9Sqk7v5VQkhhcxpump,2026-09-22T19:56:14Z,al,4ajjsuWxLPHoBRuoKrG3FVs53RneEB46DEJK9tSavgq2,4885.44,2FR8Fdskm57e3v6B39sUbhXi3qhpGXfwnP1DULbFthCNoTN2FYNupyzLfcAbsGm6ocAmD13bY7GmvMJak34t9bkk
1790135864,84EQBdbc7XAi9Le9fnSPmDjQdH9Sqk7v5VQkhhcxpump,2026-09-22T18:23:14Z,sat,BGJ9dW4QiY1tbwtLSUNopTWQgG7ToH61Z3SYSsdQN21n,2543.2,61aAdiYHmGKNyivnvkwa3hzp4eSQS3MjRoQRe9gSkz455pFRDyFfFtgiSNxtMbhfCB6HFkUtADf9vGyQg1Ao8157
1790135864,84EQBdbc7XAi9Le9fnSPmDjQdH9Sqk7v5VQkhhcxpump,2026-09-22T18:23:14Z,al,Ef3odHUcJ2K7Pbr3YwJAhqpnzum384fyFh9es1NW1XY4,2518.07,5iRVcu11Q3wFyuxxAyjnNXT5Fk9d55X99jQTcXAzmjjyzMY9SaR4BvSqNqC7i3mfY34Fn88iyRGbgRM641gg4Fht
