ts,token,islem_ts,tur,cuzdan,usd,tx
1790145079,GT2p1Lt6ZAJ4A4dKAymK5ny68gWTmaQcFMGBDeCYpump,2026-09-23T05:56:50Z,al,4p7SeR6361WJ4T4icgsYTnzAUzfA5NwM4CwYD9kMBjuK,16644.78,wXR9v4ffbNHQeitJHLz91DiFuWFKCGKogHkqSya7z1cw9RktidZ4KY58cJpAEWcysH7nPTKAq4k7UTY53Luevmq
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:45:18Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,2502.58,tTQzE9g99rFVyDHnjwc9PQBGKB1ePXb3ZPpGK21Lwc8kpE99cFkvn5RUc2pwdbuvzL5wEra4i3r1jqitHEksx1e
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:36:50Z,al,8rifR3qMZvwRhSV2oxyT2Y4Fw3Xcb5mcaX6vpvCRk4yB,3060.08,4P8XJXqXcKnYETeCG2hsjG33UGvweVc7dbWfDKySMLexkm1fKTHDAB3CKddpmskvEQfFv6fJf24XuSkMePziXZRz
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:36:10Z,sat,E1cobnbAN82LvRFC7xhFPN7Z1QjU2rVVTmaUuL3xEnud,2801.29,5eAp2Dv1tNCy4s1L17w8LiwMxMRuUEitT8cEDZKdbpK1sERk5mhVhrenYSrah6ZTZtShZYrX1nHtbQ58ryZHvisb
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:36:10Z,sat,2E6Ent34uBvXQzDW122tVgBvpQviDB5eASMrxDULinyx,3719.91,3HAtu8MzP9x18vo522aMSdpNwwKuR15YobNXR6CrmJJpK4SVBu6ULGpedFt3qrt7HhmmYYw6MrDG6ogYoBEbSMxP
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:36:06Z,sat,Beqv6dzTcjV2eodo8RRXCiCcnSYrS1vkQKhfqwHXqeit,2928.49,zuHn8vmd2UtWZexvF21ag1WrBs3BjmpjrkW571sChGe5g3fpZXYrbWHVZYjHCabdPd6WFCn1AbjyRkmy8xmk6My
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:36:02Z,sat,Beqv6dzTcjV2eodo8RRXCiCcnSYrS1vkQKhfqwHXqeit,6544.79,3sApBidX49A8PZZvrUi3G3BmPiPAeDxMSVbTMLA9NJQXbWUCkk4MXoxtBDpzkvEi64ivrpt28FjHdVViyByAPyan
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:35:40Z,sat,Beqv6dzTcjV2eodo8RRXCiCcnSYrS1vkQKhfqwHXqeit,2678.54,7XpXX7WLr14hZBGgJyn8LyvbhgSWWs6VydQqwiVHVZByVHgRZVWX5TtaNRRubaFSvXsLuBhav7kx6dXqVtycDoG
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:28:36Z,al,533rEGRfRCBEdYLMufRUs1aDXRkFppeDmdrEc77Dhfqs,3586.55,2XESuxfkktvdsQ4QJcoBtLdiqKneoFrjm6nrnoaHdXWWYEWMgco2ZM2sTiU8oLjMZgNWsidrKCtcfsyqHXHW8A71
1790145128,79GwPPmTXxdNKnosLWB2MhgnnA2FE7nggMpT4QStD3rm,2026-09-23T03:26:33Z,al,HxuTy5vmJF5LcHjF357JbvD3aE7eDNLiVFwfPVKTxetJ,2727.49,3jHx6RDAmwDgcbkcivTYWZjw8wYpq1crqLCP9KybEKPYfsvj2wbFesbdwL8nXTMocpAsWkCZm91A523rqd8R82gW
