ts,token,islem_ts,tur,cuzdan,usd,tx
1790185659,8WP2QJ2rz9BPBKtP155nWUDkThiPu5xxbvTxtXH2pump,2026-09-23T17:33:20Z,al,BTpNtXwNK327gAxStuz7SDPWgFUVJHtmHf8Dnd5txLC7,2521.8,5JZcHF64K7WQpyGbgodqC4s79EaV3pequGHdbi1RjJwTbfmbi6TyNZaVqLpDUYCRwW4Xqu5vR3yzUD7xBmF24Gf2
1790185659,8WP2QJ2rz9BPBKtP155nWUDkThiPu5xxbvTxtXH2pump,2026-09-23T17:33:20Z,al,FA1PqJD4hCxt5LttifrsEe3baFUri8fGEzFpaC8fRSKP,2540.01,5JsnwBxTjomtiXTpvr6ZReB4oKiJB78vEn2tVoZQRuAswTKF5vJ2GZGX5YNLkWPtXTLYM8qvyb9dbp55mhBdTyok
1790185684,9749SX7zr3EAoJfobc4w6WCbNEB6ELCLF9AHT3tvpump,2026-09-23T17:32:50Z,al,6tzAKfHtQA4zLwgaXn97kU5C1dYsKcRy8XZhZUWmWU23,18085.93,4JSAku11YEvRZd6AGwDwidqPAkb2wAFtqDyQcULYjTEtWtb1wSTPrf2fM8UuY4z12Y4YumkaRtF3AZx7MUTWobB3
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:48:31Z,sat,GfReJLKz9cjvQxD1EdNwuvjbrZToMCmAhAXxiEA2v5qt,2802.13,9g531dzwb7P8Q1AUGPF2icNpqp2wgbiDcgHHtcJm64yVjZSk12FgNHt5fZbu6BtCuQYTeTZA9nZWZf51pg75owo
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:47:49Z,sat,2GtmuqG31LuuWQmKzeK72YjH5iALPkJycuQaEQGsFzLw,2581.24,3WDbxWTPuuADfhTmWkv6HEQzTGT36NUbcu2rVnNT7b5V31DuBRPUk5eEcdjVfTjrPqjEjr3g4a5z1UEVLEQ7Zuvz
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:47:25Z,sat,HDPULyHhMqwfWh45z2fQoGzmdp6dcRihy57dxucmrScg,2708.73,Q6K5sVzGugGPFidegEJPoy3LWqgokTbqPzkpPQVkEeuvUKd2hV33crgX2AtnFYWxK6pvTuR5N3BUrRmK1h88rop
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:46:52Z,al,CZo9zhsboCFiMeJLMsdjC44h7tMj5prFbHmuDmZoZzES,3606.11,Bdc1pc6bUXC9YzhhAs62XGQ2dpZxX92NVkqoxyCnRodMYLjYkfPhxLReaVjt59taUtkgJymAGU8pjKLocEBXUv4
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:46:32Z,al,555NCk2uGgz1PU1cTiVUufTa2RnPftJR5pAht6U6cART,2702.45,5aMqQKUZQibhvPDrgyUfE1LXWrakK8fPG5oQUZJNsnzVzQd6uVZcWdaEQr3yva3vzietZTZFKSSDZewPnYqguRSt
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:42:51Z,al,2GtmuqG31LuuWQmKzeK72YjH5iALPkJycuQaEQGsFzLw,2578.48,29YHXMrmG2w9Sj5LxTiBvyfoxTVYcpBWmKvwxQtrYxQrZ2qmpuEV3gtkc6gBXyzUZAw89sHFnRkYhmXpzCnE2Zvf
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:40:18Z,sat,H87Hk58orfNgTc7st5nxcJmMfLPpLpRHRxK4cnJk8wBY,3681.2,rCf2U1JC5C7ZUf7ZBippQKaebRqWvBmi624uvHZLnnieMRv772VZuWSfn6TD9ihMKeHPa3vwqqgtUbjDPMPoTDL
1790185757,HhXe2PbtXQHzZ5Ch46MBXf7rEbMgnYsCGaEhktyKGZNT,2026-09-23T17:32:24Z,al,AFmiexHwMBFjKY7N9spbYjeKCr2nmj6k7zmAaamcjkVy,3015.85,3STCDc9PNRXJJp9DNrGpQt7rw1SMBqWek7JD5TruHNkSr5THRW7JMiG7tj9afTXt1UGMjuhLYerMcyMSDCjUn4bp
1790185781,MadVLQYW7VUzfMdMDHuS3UVgJSNUQGwvobYgYZxpqp6,2026-09-23T17:46:32Z,sat,Ge8ztT6Vv4MUQpHuQd732uQjFgGFaqDnAx4i5ymnfCBs,5391.41,ZhaYVD9eLL8xDDSWXjX9X1H99EN4RNfep6QtKjRBiznExrUWBhtsgcuGo45eHPaTRLCAAJSZz4weM5CDPwnsxBn
1790185781,MadVLQYW7VUzfMdMDHuS3UVgJSNUQGwvobYgYZxpqp6,2026-09-23T17:46:28Z,sat,Ge8ztT6Vv4MUQpHuQd732uQjFgGFaqDnAx4i5ymnfCBs,4370.52,3pziv65Kvn6SijzQTtCrNcEwhW29wd9UQ7CuyPrXfc13Zx3n7GzavoXHAEZqZ3PuRAh9wEBpwMBVM3c2LZojejsc
1790185781,MadVLQYW7VUzfMdMDHuS3UVgJSNUQGwvobYgYZxpqp6,2026-09-23T17:44:38Z,al,Ge8ztT6Vv4MUQpHuQd732uQjFgGFaqDnAx4i5ymnfCBs,2811.64,2PTcZbLYkdJgjFysJdXPwHkRajeqemmZFTtUUSzXhGBfsmjBogSpBo35fFQzBHXv8MVy7HruebT9HBxZQtJGFXNJ
1790185781,MadVLQYW7VUzfMdMDHuS3UVgJSNUQGwvobYgYZxpqp6,2026-09-23T17:41:22Z,sat,Ge8ztT6Vv4MUQpHuQd732uQjFgGFaqDnAx4i5ymnfCBs,3089.81,4QJVCekt7fbwAnNrqYXuQGYLNWUkhKtLqMoEvGKMXprgHnT64UK3MQVjnndEc9rCK9z8mh41kBgvHWesWi1J4rgC
