ts,token,islem_ts,tur,cuzdan,usd,tx
1790126460,2xwEfQ6dFNjQbpCXnGQJGaNJLuoeaicoF2bfUiSmpump,2026-09-23T01:03:34Z,al,DjXUTwZvr3jJa6pXdMzQMxCMe1zjoFMzNvnhJvT3tN8J,2612.34,cMmYJJ7NkTCscg4JEetZyvo6kiEuw46Mh9D4RdBHGdBii9YG7GMBEiUxsF1qakgFi3dp7pAVsBbSc4kS6Qn3F8x
1790126460,2xwEfQ6dFNjQbpCXnGQJGaNJLuoeaicoF2bfUiSmpump,2026-09-23T01:03:34Z,al,Esbq8JgTSeWDxSGCduejdPxjyMkiZEfSnpqSq8pJZ5tw,2529.85,4CvhcJTFsuba3d3KM7D27UsvJWbHdMhKMYL2d6NyTK3UaGtQiAK9Nd56TsfnYNKxbAfWt4adSi1dnaY3J1zN3Ndn
1790126558,BjfTMW2V5hxWocE3WQdNADdP2JQkPyuTadknoC1Dpump,2026-09-23T00:45:32Z,al,6tzAKfHtQA4zLwgaXn97kU5C1dYsKcRy8XZhZUWmWU23,18825.67,VT7TjYDCPqvGAwsoeAuuyumty5GodbpJoiAxifVJ6UVg4hwvpkYmE21fi67ThnGzWDRDqrdRDXGo7JAmm7vX9Pr
1790126619,2uB2AGzk9T4sJMCGLdZphCp9aTa5D9rArKBkfXVXhDMr,2026-09-22T22:24:38Z,al,2ipujS6pRDC3LXCBSm2qsWtGe1RK3N7pXja4yJFBQU4K,2556.84,36fFTwnhVmtCpzMWM85W9NEEQPApLvw81BjFikKArtmHqoYCCRPGj3xyj5CtgT5aawgfPSa5B6z3E2kduwv8wtZU
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T22:21:08Z,al,2jfejFrvhm6fcPCQsHEiEtvE3Ck994UMAZz44YqLq2Pj,2837.1,3PwZg8MHQTuEjGjw2527XyQfyz1rDhZg66dtV9a4Q1p9dh1T9m95QqqaQvGZsvWBQ8b6FUUbCJuh1ZiccC6Unox6
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T21:55:17Z,al,4C542KW5EYNqW9iiEoQqRdwucCYJnb8JzKEVH16YR5SJ,2690.61,r49Rw1AqpFisyNmRRcmgME3M5Tu7RtuaJxiXdkWK6b4fGnrYkKtv9hbTYYpQXun7AVmhbnumCfDqQvTD9qEspX6
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T21:42:44Z,al,vmTpD4sfKj1u3yKxkDsNhHeCWfpnRDPeewrnPzrvd2r,4977.7,izzauM1qWS4GbShpqZiYpiqCE5Lz8ZdmLBP4JXcDGedmEJUboe6dCz1htg7oBDVwhBeQbkVGpwGXa4N67gDnaFM
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T21:42:44Z,sat,5kPKTYFgfviWwkpKZvgpPCmUPurdA6tUNbxRLSEpY5WP,5078.16,3YvLUaFy98N5mWXjiw97479ffcDhRxZ8DHoRWSBQwxTevGqgmLT6t7asU4YWMEEXpESg1PDjk1E5nNonWDywYzna
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T21:42:38Z,al,EERo3AteRrLC1Amoc9fFPFES77eKg6GDm231caPh1L5L,2775.32,4WjvzMY4orAkVr7yVMEgtX4HcKvG8dY8jn9FfZyNxkSek1C3EX4qavkxU1dwVu3Go3ZEC6gGACTu11XpTWhSrfhi
1790126632,3B72iCu6FXMqN1fk5EKrkDxT4Er6cDomoo6Ym23Ypump,2026-09-22T21:42:38Z,sat,3CdELDL5KeTxBoDfGwh7ofXZdwm85XahwQshB7zjurJB,2803.61,2M6Dso9yQTwAfC8HBb8GG5J3XybgrQvWcA9si53iCWjj1D5zjRWF2r9BGrwyn55Rb8ZzEUpkhvzRXp4ZiKUinFt9
