ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790196474,2YPWT4QK1Why57mxBZGwBAFckBC4nLwEAL2t6CcCQtvw,13L9ZwrkeBXcZL8y1yhxnAkEDaMgyMZRmgvhs6hgLdMh,1000,7,5,2,5536.95,2370.62,5,2,1185.28,2026-09-23T20:36:54Z,2026-09-23T20:45:16Z
1790196499,3oCn1NL6FEAsiSGsiKdFvCdrgMSomnZya3tExgAjpump,3XTtfFmDyAbpaXwqAinxi35tt4xFk3hP2VMSGGcUoanb,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790196523,4xsiNDT1mbuFx589VLhBh6Sc7dZvinKEPvtzwHtm4xQW,5AL1eFH2UHJpKF4D6D2S3DMcdkq5vZXCouZbGxUFiGss,1000,1,1,0,1004.58,0.0,1,0,1004.58,2026-09-23T20:42:57Z,2026-09-23T20:42:57Z
1790196548,97RHGYD1jaq2knhNWYGYNB3L8SoruK2DpaJBBqnGpump,92HrUz3YrjJ9AJXfGYRZTMVNXfQbK41VY6B3LY9j7D76,1000,1,1,0,18101.92,0.0,1,0,18101.92,2026-09-23T20:06:19Z,2026-09-23T20:06:19Z
1790196572,9GJQgnwKZL6oqsPcLmSohBb61w6cdj629b1RFhWvUe7j,8NqiynvTiprF3DZR5XvUAWKkdX5DjgJP9SPBHdeWMJ5A,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790196596,9yyxC9AtYxuijVrVfZjoYY2m3fRDuyYYF1VmKzRp9joC,6pL1AMUdVzd8Ecgz1XJEbxVoTsE4KFwKMo3yGTzFbW5j,1000,4,2,2,2151.28,2426.83,2,2,1132.26,2026-09-23T20:39:24Z,2026-09-23T20:46:07Z
1790196621,EtGtzV2BPtt9mcQwinh1mGJSgm9eWTT4wMGrZmbXpump,GqjMdVEefjUuv9jtx5aMpV4gHEc6dH721Mn6PWCx2SQq,1000,1,1,0,18123.76,0.0,1,0,18123.76,2026-09-23T20:12:12Z,2026-09-23T20:12:12Z
1790196645,FNV7tM5GbbUPvXUaLXDBt9Udd9v4yranCWmNkWcSrj38,hxkaYJUAzXkYgfcT19rZPmGoN5ARy76LFW654MMRY1w,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790196670,FQmw6BeJxPPQfSXpqZzBGCdfGUHQbspx6kYcH1FrJkXA,ARpQ68iTqKTosxMfWCxP4TWFEugKp5EwV6CmNZQfNrko,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790196694,FYayBW6PMhzuNUVTJSr4ruk66p1nVhJ3bSmYueMr1ZMS,FnP4qt7ap1JYpMGWDbUULhA9mzsnveMHigu4sG27hMU6,1000,23,12,11,14018.42,12037.1,11,9,1698.98,2026-09-23T20:16:33Z,2026-09-23T20:31:18Z
