ts,token,islem_ts,tur,cuzdan,usd,tx
1790070503,9tT7L3HYZ5GYeqCaPXHEWsCmU4PBzbLdJ12APWUJpump,2026-09-22T09:39:51Z,sat,HHKuYTFSF4DnZxmUoWrJGwCK2iGVSPoVQF799UnfLKbs,13299.03,4BZZFVmsMQQpykLxhwEqwxhsNcCGSPaFkyGkMyH1ur5kSR8qtEjYApUrXPhjcwixKto7GsDii27p5WaFNhrvyvnt
1790070503,9tT7L3HYZ5GYeqCaPXHEWsCmU4PBzbLdJ12APWUJpump,2026-09-22T09:31:07Z,al,HHKuYTFSF4DnZxmUoWrJGwCK2iGVSPoVQF799UnfLKbs,10082.9,YLkD9t24t6C9BmKmPTe8DBKXNQVgBtubPeH7TghYRexcA1RgkS1yVc9EZH7aDikkFPCs3vaoU3Kr5MXD7LTdDCz
1790070624,7PDAotcRRWUNUubyweQbUFaJ1hZb9iEbcpxPxN3dpump,2026-09-22T09:40:31Z,sat,FJUsQ1M1orgjkR2RoNdGviMGgJ2q5FNJUarEwG7pLUVK,2770.36,5V1vvNQTVjdfvMChNF1rgLqFH9AEEYsTbtSpEsBG2st1iTqk8rJ9Yeci12pubRHgtg5gUUsKzWTRZAP4yZFcgepc
1790070624,7PDAotcRRWUNUubyweQbUFaJ1hZb9iEbcpxPxN3dpump,2026-09-22T09:20:54Z,sat,CgdHE3ZtXd9u6EG8z58sd8oHgCXKG1PWbe42tr75XkjF,2820.61,3wvjMtt1r5auCLahMxG9MNAGsXae8qq59TA7dVVPdPwfQDyFt2Dd1SET7yEL5gQtcK2qs1My2d4JAuUSLBE7HhZi
1790070624,7PDAotcRRWUNUubyweQbUFaJ1hZb9iEbcpxPxN3dpump,2026-09-22T09:19:55Z,sat,FHeX8NFN85vNFzNzHahNXxHaq4tcUNpzj9Zh7YDA2SGp,4058.06,4Ew9LKmsayLkyPA3JGYaTzJr96mteUKjz3XRcS3nk8dpwVno73yk36HikoQefmjJFnCZQXu471u5R6WG9S4x3tqM
1790070624,7PDAotcRRWUNUubyweQbUFaJ1hZb9iEbcpxPxN3dpump,2026-09-22T07:21:05Z,al,CgdHE3ZtXd9u6EG8z58sd8oHgCXKG1PWbe42tr75XkjF,2885.62,5STBUd2UAGyWUo88v79cXpHDrn56pukTJvzsj1p3UEVegwxA4G6Lc3CoGbYwCeDTKhdy1jR3xh17hJhEMxEV9PPQ
1790070710,13SJK9a1KVowGtSACWNXeapnTcj58dwpzsc6cejtpump,2026-09-22T03:56:10Z,sat,BYGq5YxiVTTnggLDus2Roq47NTJBsii5HyiPc5478KDo,18792.16,5nxTebweURmXjarjsrXFSVU4HWurU3r473ALA3RNbSF5Ez8AfCbjXwUgf2AUtFyUhAd8qxyysZeB1TmUg48baMnZ
1790070710,13SJK9a1KVowGtSACWNXeapnTcj58dwpzsc6cejtpump,2026-09-22T03:44:50Z,al,3J2Wu92GkQrJX5Cu61RYDnpBcdEhLD1FR3yZiaLBbTfk,2888.52,57mJheSUZouxhCtghapjKGLR827TiSfyXJEWTueQx7J1YY69PRSaQHh9aTbeDB621Czrm8cHVKxBABGmbrUbwg4u
1790070710,13SJK9a1KVowGtSACWNXeapnTcj58dwpzsc6cejtpump,2026-09-22T03:44:41Z,sat,3J2Wu92GkQrJX5Cu61RYDnpBcdEhLD1FR3yZiaLBbTfk,2913.66,2D9qxnjree7fBhVqeZZJBqr2rWnRA8EW3Y1Fxquv5vdGQuMYJmbFbtV8wz5Tf94Qtyb6XFgSKHWQYg6XtmSxyjDY
1790070710,13SJK9a1KVowGtSACWNXeapnTcj58dwpzsc6cejtpump,2026-09-22T03:44:00Z,al,3J2Wu92GkQrJX5Cu61RYDnpBcdEhLD1FR3yZiaLBbTfk,13726.51,6Cs79Y8u575hFAacvDg6YfbiygFiSSu6UXuCsc6sM92LXoou2bocKuHrdTFQxy6UJbKCXavz9KgqDE7DhcdNteH
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T06:37:33Z,sat,HKWnvvCDLZWMGBa8Na4auPKFLkfENRhX6j29x97YhEeN,3854.8,qxwUTxSqwyw3hYnkSPX23jpju5RFYeke8owfS2mFPPiHFarZ9wLJ892q7W57xoNdCsKL3123d6AcshZnkZLRzfx
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:50:04Z,sat,CuDe51GPh5qGsmYBJDxSsufhQQhA618uDbkaXFZ4pztL,3197.58,NXSArP69yaK6F7nScW5WDQUfHWtmFj1GcLU3fvxr9zdWEbynqYNfbEpvxZmfbNm7RN9AhM8GZxaMhfjfSwyxVgd
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:49:58Z,sat,qQC15w8tsVcmeeBUauZWE9JhafTMNCRjX3Q3Bhubqy6,3223.7,3gMGy3EdwkQMFNUQGxBsbVs6k47aWWp2R5FcHVJ8uSof3bgfX22upCBgki3UnHGReUDg5DPhfeNg8NhjnXiSX6sa
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:24:57Z,al,8GKVfnHqW5DWVAfeqJvpPmyt96G3RCh9ES6dnAiHU2WG,2720.99,2Le5gWCsxU3dU4LQqdUVAQdRq4CHKZvk6fPvTJxfme7CEbnsLNZpTtydfWRXGgEVzqN9FiTCYvDBAA2WDz8P91yT
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:23:51Z,al,9emXYGUF7cYtX2uyuZavDhhxZ65wHcYZgRv5AHVAHGSp,4647.72,3pUhC2yQ6F6ALBTbMn5dGhr8NiSv3AaFunCG6jLk5szp4ecQQFFi7Rq8bhw2ojyAJ1FD1E9hgSa7SgtrUFTVidaW
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:14:00Z,al,9emXYGUF7cYtX2uyuZavDhhxZ65wHcYZgRv5AHVAHGSp,4636.05,4a2JrwUJP3Ta4rhua2HBDrFkRCnchsQdtMWf4VUdXBdPj7oo4kv7bRj4j7z8Ka5BZk5DPwNeizRQZd95nDLe5qqR
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:08:39Z,al,9cYVPTjUQ9Jk2ntD6dffLanVpT9EZS6sFAAy1yLeT4Eh,4389.4,4xm1TfrPSPCfEadvrYCTB5vWu15rRYpRNBmeknFyk6sijgYS2FV36eGqzmPuCicSenaVUy59RNxdM3gJRyEVQy8U
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:06:06Z,al,8e5VdcPzuntjjJg2xH9UN3Q8RNWU5CRZKce9ebzB3Raz,3876.54,2mWZiAYRjYMstjXzPAcNevLc4gd9fKhctLJ9S5KzrSx4CZUzdrLHxPYfLLPSfjQsKwDYXKjhCDDiemZp3JjbzKgX
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T03:03:34Z,al,6ou7vuVDT7YKfTPCmUquYKkmPqPwhcMQgVpj48a86Yvb,2604.02,5J57pjYveyetK9adxWRsnKG9T2mD48MvKa8jyhK58woNS4F6EhZpLCuvQqHFZ9gZtA14aDjaCT3GHDvpKh974HTH
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T02:54:42Z,sat,DGkNAaAiCW2gKTGvU4sU4yUK6XAemTa9ySms5ZJGzsM7,3866.63,ofGtqNYX865BTYPei1xQ8Ng1m6SJQyHL4VkAtzqPoh9CxBKQbKU61AUzTFcqbhqtmfjK17PmGNRkP9dgpJ1eevo
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T02:53:51Z,al,CL6xgzKveReWgALVLEZ3V4TKBrowZLpFvsGc6zydZx9i,4086.06,52kBy1FRBCejBZykwwCtNkaC6sypKwkBYah6JwFbudzpSfjV15K6DwXFcpKp5GKiv9EuzkRJMfwLhL3gJkNMtDb7
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T02:53:45Z,al,5RZPhPW9qGEd3hRGibgYaF5Yk2jBzXR1VZMKSP71C3Lb,3139.43,5SMMXWt7TcwYRyDs8etZixNdoF43ssZxh74qRridjvFWdwHJKXqQtY8FxHkejRXDmmEpafoJdN5HfskEunHrqeXv
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T02:51:20Z,al,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,5690.23,3y7nAPSqqzmWtZhceXJDMbq52FAHJp9pB48fziCTfS75sPkPT5ZLi25JjrLYdsbreFRNY4yMZY7j9CzQ3S3F3xor
1790070772,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,2026-09-22T02:36:27Z,sat,9rA9gENtPu6wT77YVSMY6hdNzcLxfkfnxPePkooWQy9J,2623.71,5w28boJiBE8wwcSU3StwZUhascUfQ6Fgu6zg42Mqi3TSWkxaqspbWe1UtSWDfgfPRQHvFBW44sSRwBt4BGhWCJQh
