ts,token,islem_ts,tur,cuzdan,usd,tx
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:24:12Z,sat,HvKuXcJ1Muk59b7ecbeuCrwy8tyBFy8ZyfF8sDYNpKtQ,3691.98,2wRD3BtgQNpZf9x84KKKHMWVrf5RaPrv9AVCUrSpjamFYDSdr4CMbTfcArPAG1dsU2qRohzwgAjBMqjus3o9Kou
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:24:07Z,sat,HvKuXcJ1Muk59b7ecbeuCrwy8tyBFy8ZyfF8sDYNpKtQ,3693.09,5gdNq5kLM826J1MJMkuR2TuhXQ68mSh9iNccgAyzp5TcTrHSwD7RaaZb653UkQ8Hkwjyz4zYcdMGqPR9vDPDTPbk
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:23:29Z,sat,AgnZsQbNUmuKRGrJW1fsBoaW3mgTaHDiooeCHrXa55r4,3695.55,3uxizsSPJULpkrvaygeCB8uzAts8gSrSEZYUcUgL5L8pQmsmBVzBjcfaPiMDmoA6LpUc8dNTgxfNENki9MRYmMZp
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:23:20Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,2772.26,4ajGBYR4ScvjtJ5YjuQK8KGJHipZGAwnxV79641RkM5C9dAvC2EkREqK1AEA45dRsMr3GBgzZALsYgnm7p5356Fi
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:23:11Z,sat,4a7NWcurNg4ynBk2U8ujhHW2evCjp3LmEkeEHsiPDCTs,11079.74,3zt8QnYiGqrzcU1p8dZZFkZZqwhQybAzMedyMT9FS9a8YR9WYHymYw2tqbgxHA2crWiKjvTbEmoeHoW2GAGBw8yd
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:23:07Z,sat,87q4m2AYYE8m68xgC4xtsL31G7ZHjaEumRTeD99BsPqS,6762.14,5Nmy93L5vmZGSfdiuxXBJhr3kFueC24GynfgcQUCrsuKY5CEspYb7uQgELn1gPzbU7nQGFvp54WzSUiuKXVHMwrx
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:22:18Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,2780.95,5BKbWLzKiJS1zQR6LE3uR6tk6q5xpajiyTR2JEk6dkQL32BfhYTegxfVtrstwniL6Gde17FNqE7ojxBuCrkpzGR8
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:22:11Z,sat,8bFb9Cns3c2psV8wTqWgMgK7wsDaHPXxoXDgVpBKvgGV,10991.33,5aEW37WnU3PsW3Z7p9v6jLyjMiScVF4ZBzsiyWvnfdgCw5Qj8GhrXuZNSmNPA6WQ6bayfCwjGqfSo35KuzimYmV3
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:57Z,sat,8bFb9Cns3c2psV8wTqWgMgK7wsDaHPXxoXDgVpBKvgGV,10942.36,4F9yMmEtR8NcFnQkfrjF1GwnLRxxhDLYRYcQoiiHyQGAk5H8WVHxxgwuyHGK1bGeRxU1aiLNhts1ZyTzvZLkUCvx
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:47Z,sat,8bFb9Cns3c2psV8wTqWgMgK7wsDaHPXxoXDgVpBKvgGV,10993.49,YdiehBDpv26Lx8fGZuqsP3j395r2eQe8HE6CC8yu9FXAPw3bcLJhHhtwfaHmKnhzhuPZuZfdfwBSptGmDbYPh4S
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:37Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,3709.17,3WuAwq7my9MuVbvQotMBmd76FUZL47ZeCcc65thM7Yt7UynF1wy7rm8CuAZKw2GR8f43bkRbGcF4m58SkQgvWmnu
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:20Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,3696.89,2hCmyyhFqPcefrUustm6raGuwrZy2nrp4QyTQxGvt46JQtTT9zeEWQ5277EwMD12bEJyPqq5jxma2SLp8WyMmPY8
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:16Z,sat,GUjbfRj17qpYgEKNtBJN5fqbgx2m6ruCAZXNHiFnVzfK,6103.15,5VKuPuuevgSBasZw5ZhvVadEg22bt3GwN9MAZiJA699jp1XLEtwAn6nXqGitNM8a5BLL4uPfcaeZQY47yFsaiEqX
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:21:00Z,sat,DkA3QiM8kWe8DYSvbzgnwYStESXMnEVNLSj9joHy97M6,4347.43,4LC8fXtgsXRFgDwC9XBpyGu3wohFDhYFak2fJdnvaGGK9fbZXcvEctmPCJus1x7yxHZ2B6KHwsAPM1jo8nzvSRqk
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:20:53Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,3690.32,5nDcjiqQqMXkxdDxqLo83NxmgFXA5uTpLKB4FuSMSXRU8gqdSVmDoMxqQwNZECTS3z9V7tZa4YRktLGhvD29qMTy
1789748669,CYPHuMmCL1GxJWa2tsPhLKykC7GrHJTCHwbXD4g5uawK,2026-09-18T16:20:25Z,sat,26i2DFar4KbCZ71t8QKbRYPkJmLBeaf97yEGzq12QWXp,3712.99,jrruWvBcHV9cKePTVTVBY8vY7Q3S7wnKffwPPkD9VNbsRCZ4UE2RsgJ9mmpV1CBTdGMggVCS9FMi7r1joqCu5rN
