ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789244381,9fnxwniorw1n6aoCJWjPVMXND981qdJanb2Tw5mWpump,Nasbrain,AwT84VU92wtwU7J312XidGCBgmokgBcCNjD8vCuhX9AA,pumpswap,1789106171,0.000002182,2403.31,2124,2124,0,0,0,1.27,0,0,0,0,0,6,1,23,,,-0.24,-1.21,0,1,1,1,,,,,,,,,,,
1789244383,HunmXDXMNQYVoDnUL6PNnSYEtFaTZA2WzGh1HJTW7aoV,LOOP,HX6nX5hd143EuHnvb5n7iTSuEBsEx4k9Ne6zyCYBbRMi,raydium,1789095430,0.001776,92581.5,1776227,1776227,0,7168.71,75265.16,328329.33,0,0,40,3,386,177,1469,600,,11.89,-36.75,-38.73,100,0,1,1,CPMM,,,,,,,,,,
1789244381,8DH3CJvpVekUwkmjnkonYTnXncKkvqPfLeVsDQGMpump,SFD,4uRvSi6yjwjLbEZB1tw3jcC7izBTxfeMDAPmTR4LAyrT,pumpswap,1789174854,0.0001895,35463.42,183080,183080,1425.51,6217.71,149927.11,199845.62,3,3,37,10,602,434,1047,757,-6.39,35.82,-59.35,348,0,0,1,1,,,,,,,,,,,
1789244381,9wajV6qL342kpEaV3J2WXWexeajFFvJVcBXXSLebpump,CANDLE ,FLdXSUNPdz79n5XZeyCpKYekpgEKubPNv6uoo5hKhNJt,pumpswap,1788907898,0.00004848,16860.46,46539,46539,0,721.88,1211.71,1932.31,0,0,5,5,12,13,18,19,,-8.86,-10.43,-17.81,0,1,1,1,,,,,,,,,,,
1789244382,HEhns9R3D8W4Ls12fjECUEnfPntABqvhTQqc7YYxpump,ZORILLA,GcBQeSEPdnN3hBdB7ZnviVmPsogE5A4JeRDPHYQ6wVxB,pumpswap,1789096565,0.000002620,3015.01,2468,2468,0,1.35,10.3,113.4,0,0,8,2,21,6,28,24,,-0.1,0.69,-2.1,0,1,1,1,,,,,,,,,,,
1789244383,JD23tFDPhxyKX53w5dE1SaMFgYAFywGjiCsVn8CbPou6,BABYKNOTS,8SVjFZ4dFuYkpc6nrhz9Te4rWBxmMk25nTasSSGG52dC,raydium,1789092754,0.00001196,7942.73,11968,11968,0,2.24,1022.78,10278.2,0,0,0,2,9,18,140,165,,-6.73,-46.98,-84.03,0,1,2,1,CPMM,,,,,,,,,,
1789244381,AaEhFTX4naHSWSXz9TVe5QgLbtSLT8ZqYJGZzDDcoroh,JUPCAT,BdFK8v9bVSe9pSXSdGZfL4pzjRpeSyfrkePGiM1cZEdt,raydium,1788689813,0.0005491,71315,549129,549129,596.48,15531.68,101666.92,451600.46,1,6,54,46,550,286,1991,1360,-3.88,34.59,-22,-36.84,0,2,1,1,CPMM,,,,,,,,,,
1789244382,GYHPVwni3ucwizy9BM4TzTMw3PtSgxm5RRYvL8Ecpump,Stocklana,7x1xReLV6ssLcouvY8uidYwHBBYkBFxqecdzPSmaswcJ,pumpswap,1789038718,0.000004719,4951.82,4694,4694,0,15.82,68.28,1051.78,0,0,5,1,18,15,41,62,,1.45,-1.34,-27,0,1,2,1,,,,,,,,,,,
1789244382,EpEfnZxQyiBXppSKi8sncc8w4corn1UJbF9G91fQpump,PEPENOM,Bd4wKg3xEBKJ4Xrw8skXMmJ4W65gk3x8yd7AovuBJisZ,pumpswap,1789088104,0.00007745,32931.52,45830,45830,0,653.06,5978.69,29075.95,0,0,5,4,29,47,217,238,,1.21,-0.35,20.43,0,2,2,1,,,,,,,,,,,
1789244380,7MCgYMzq3fov6oERdtTMAYbN2U9LZrrSYS1MBhjixZFr,POLLY,ByKfqBGyHQj1hmEUouXfueLJEU1SHdJz3uMtd1yXGunS,raydium,1789053939,0.0004614,62092.5,461459,461459,3090.93,19680.22,89986.47,418507.54,9,13,119,104,512,526,2230,1700,17.65,-0.63,-28.37,-56.73,0,1,3,1,CPMM,,,,,,,,,,
1789244381,7paKY5zJ98AgtGsMvRxw68uo9WefQ4eryB5SNfH2pump,holyfrog,A9tsTcTzQ8rLrvCBwWdsVCfcJnZvoe79y6uwgcfAAxNX,pumpswap,1789051123,0.000003873,3798.39,3772,3772,0,2.57,119.11,203561.05,0,0,4,3,20,25,11857,1635,,-0.53,-3.49,-97.26,0,1,2,1,,,,,,,,,,,
1789244380,6CsmCtDAhRcbp3G4KiinKC2JjLJ9BpR7isqcgZefqLym,METH,5Fa9X4whJVKtyyQRzArRda8oJ1ouT2m5LvnqtxiawKxQ,raydium,1788842267,0.0004285,64317.49,428512,428512,1624.36,17518,130525.83,859200.7,5,5,82,46,563,380,3614,2183,2.57,-19.85,-52.04,-79.12,0,0,1,1,CPMM,,,,,,,,,,
1789244383,Hg5Ja55T5wESq4vyFoiVCMeHXtGyVA69X2UHq8hgpump,baton,Cb7ZRgPLhji3Th7htXyKEqbXvNjPpeTvckXuWakBUhXu,pumpswap,1788985934,0.01136,474250.39,11350968,11350995,22297.51,687562.61,6370657.42,9884226.5,62,63,1484,1027,11116,9172,20317,17778,-1.61,-12.3,26.01,79.52,0,1,1,1,,,,,,,,,,,
1789244381,A8AdxR4WqCMvE9ZdzSGKtczGpUhYJ7EjcQXNF2YY5smj,Brian,JC5ADeGLYXN2UyZLf4PCPXhiBLYRrMYpmgyacAJFUbgk,raydium,1789015276,0.00004416,20943.71,44170,44170,138.7,631.33,58529.7,77770.04,0,3,8,16,386,314,667,575,-2.63,-4.23,95,6.69,0,1,1,1,CPMM,,,,,,,,,,
1789244382,H1kXUqEPkQNNeNjGNN5tuHf3nsQK2vB1jUA9c4RggpUf,ATTN,D3haaTZfGAuvVsowEGZAXRKQUqG5NGcQ7XwF5X4zsdnY,meteora,1788883011,0.02486,183360.6,2513983,2513983,1.71,3928.78,36350.37,158418.38,0,1,10,110,53,1022,271,4694,0.03,4.93,11.8,-27.75,0,1,1,1,DYN2,,,,,,,,,,
1789244381,7Y7V1a4m2nWK7BMgbka5B4vR1pDvCK7yva3Hnrqkraze,Nasduck,937nYYCPzqygDm71FX5XJzepDCnJLca9GSfe5essZK2H,pumpswap,1788742003,0.0006963,108366.98,669603,669604,2230.96,22798.01,216100.76,808108.23,29,8,239,191,1957,1629,5440,5350,0.36,-3.22,-34.72,-57.27,0,3,1,1,,,,,,,,,,,
1789244381,8RVBk8vxLiUHueLUW1f4izFVqN3nWippLhkohKg6EGkS,KNOTS,BUVzsLLLG7GWoyJVoU31pXiBveazA6GXTavZ9VD3CwS9,raydium,1788674285,0.02360,1178026.57,23604563,23604563,7990.97,88950.49,713811.95,3446152.48,8,10,111,85,988,637,4740,3130,-1.41,-6.41,-32.28,-43.21,0,1,2,1,CPMM,,,,,,,,,,
1789244380,659xrvMd1Vdc7TUFQ2uL8hFMmbN3i52yqRX3HTGiEbnu,911,DFRju8F4YvLTfMQUhA9L27h1AAGFKUPMb2mfTN9h5ZTB,pumpswap,1789082204,0.000007178,5962.34,7038,7038,0,42.6,644.78,12360.72,0,0,1,2,17,39,244,579,,1.46,-10.94,-62.81,0,1,1,1,,,,,,,,,,,
