ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789175876,6YFcXqC7hZmC8pwqrUvpcFBoEu8d8zKjfu52WqNYpump,$GOBLIN99,ALp78MsQuijHqXNpQ97759im2LGQBrtBkWyqctNS4qKd,pumpswap,1789115518,0.000002159,2317.31,2063,2063,0,0,241.91,759370.7,0,0,0,0,2189,722,20812,15529,,,-0.24,-94.74,0,1,2,1,,1789175955,0,0,0,0,1326,624,4408,4124,100.0
1789175877,EPHtWbVJ5qDd1KRu7LYaFVT3wUsX631gga6grtfnpump,Flycraft,D5ZdPABh1jZkFh8KskRsD2DHmoCoefwjgv6ZwBt5vJ4F,pumpswap,1789111750,0.000005522,4536.86,5300,5300,28.34,39.84,2829.86,147942.76,0,4,1,9,70,101,2544,2185,-1.02,-1.89,-45.76,-86.58,0,1,1,1,,1789175955,1,1,2,7,36,71,869,912,100.0
1789175876,BifUDWQFpbTrSxYXBnqCpAVYgcyQGzHzJk2MDmeM2Gyv,TCAT,BtKFCWBQ3T16saR8pN4hkEuhLV2s7Vo65oBqvF7eEZSz,raydium,1789079537,0.001710,107714.33,1710834,1710834,631.06,11804.34,128897.65,466521.36,3,4,47,30,523,306,1794,1126,1.75,-5.58,-6.45,87.35,0,1,1,1,CPMM,1789175955,3,3,20,34,154,233,504,697,100.0
1789175876,BBqRuQsz1K4pvDuBMeSCQtGe484uLeCM4ZnerAPNSdtt,AG,4nN7mngaW4gtQQYJ9sGaZLmLnvzhRCuubPPgUXbDJXhk,meteoradbc,1789118295,0.00004965,,49658.8,49658.8,0,0,0,9125.56,0,0,0,0,0,0,391,440,,,,35.27,0,0,0,1,,1789175955,0,0,0,0,0,0,177,163,
1789175877,FWTLz29RotxwQCCbdZ3XuMqp9U1BrvTKsC4M8LT4TWkV,Vortex,FYGbHmYedohB95hux5ctJ9L5rqk2GzSZY6dsmC8WhNPh,meteoradbc,1789118161,0.00004901,,49015.33,49015.33,0,0,0,7420.03,0,0,0,0,0,0,350,353,,,,33.49,0,0,0,1,,1789175955,0,0,0,0,0,0,181,168,
1789175876,AJJqErsHNdg3xjGaWT4Mb1232q5EUmYHiGYxviZ6pump,AG,3pfHASJwT4bf8ywe9r4iHHQU4jNAZGSrhkYmzBLTrczJ,pumpswap,1789117817,0.000002060,2179.73,2001,2001,0,0,1.65,432726.84,0,0,0,0,1,6,2263,2128,,,1.18,-95,0,0,0,1,,1789175955,0,0,0,0,1,6,1125,1052,100.0
1789175875,2yn155z981UCogcmT7yxrz1zHhL77PGfVDsbLiGwpump,JUGGCAT,Dkg4qKLTqXKq2heFvxDuvTHDLxaX2rf6M6sFLpQf8TQM,pumpfun,1789124416,0.00004075,,40759.31,40759.31,0,0,0,8432.53,0,0,0,0,0,0,9,0,,,,1365,0,1,2,1,,1789175955,0,0,0,0,0,0,5,0,
1789175877,EA9HxmbSK7K68maRcYAV5vQnfG7b29HhTzeR3fqXpump,Lemon,5CheCbB7ZgEXaQdJHug51bqUEsfcCoTnLVjhZPVJcFoP,pumpswap,1789125632,0.000002685,2604.58,2427,2427,0,109.2,408.78,97920.11,0,0,0,3,3,21,1957,1670,,-7.04,0.46,-93.16,0,1,1,1,,1789175955,0,0,0,4,3,20,880,970,100.0
1789175877,DrdwSUzt5ZMqa9Yj1cpvNRRx7zQZP5s9Gm2S8m62STNK,STINK,GHp34Zq9EjTjj6DTsCnP2czhWZDuLUdbhuetNK38igqM,raydium,1789124324,0.0001707,36384.28,170754,170754,1577,13841.4,527228.81,774026.42,7,3,138,68,4187,2148,6983,3963,10.74,3.65,67.48,306,0,0,1,1,CPMM,1789175955,2,7,57,79,879,1113,1675,2060,100.0
1789175877,HYm6BfpDQkfUtnCWVnj6YAGzJvnpzuCWDZKrpbAVkBFh,WUFF,7GA65yufYGnzdRaJCjy7QPPrivEsf4f85uaTwy4DQaQL,raydium,1788792411,0.0002117,37994.37,211723,211723,403.5,1990.45,8050.16,77978.69,3,0,13,7,47,43,375,229,3.99,16.49,-20.82,25.36,0,1,2,1,CPMM,1789175955,0,2,4,7,32,30,139,169,99.9999999977866
1789175877,DeCbrdr7VGSL7BTFufojwoJ4gudUrxE9pwBzJ6sApump,poukŸ,5z9oZrUShm7NyiQZdj6NjmuYVAC3sAM12aTTvrmAq89L,pumpswap,1789039185,0.00005649,18407.61,54629,54629,0,0,13.75,2069.85,0,0,0,0,0,2,32,22,,,-0.47,10.17,0,1,2,1,,1789175955,0,0,0,0,0,2,25,21,100.0
1789175875,4iV3SicRqPw22WKRqe49AJzpv7ZwnH5UjN3SfNqHzAUZ,Yo-yo,78rTs9Su81tknhR61Twv6hjJHythb9rsi6Lpw8V8HoUZ,meteoradbc,1789125503,0.00004914,,49143.29,49143.29,0,0,0,14107.91,0,0,0,0,0,0,607,619,,,,35.07,0,0,0,1,,1789175955,0,0,0,0,0,0,204,200,
1789175876,69VgCrBXB523epUtyfvnmmcRnkZ87wQyQ5AdDM4tsg22,STINK,AXoZmqAYckn3TicFQZiLWjvmKPWpvHmbrfn9Jo5rTEh7,fluxbeam,1789125503,0.001246,1233951.86,1246623,1246623,0,0,0,8793.95,0,0,0,0,0,0,300,0,,,,909,0,0,0,1,,1789175955,0,0,0,0,0,0,20,0,0.0
1789175877,DQTmLdVVKWqXhz5yXXMAj8rWJcvVAmbpnyBrcRqGxytP,BITCAT,C75NmqYf1FqDfXciFzQAiGTyLDkTx5TZMtE2NK2RRBvT,raydium,1789088976,0.00007751,24282.53,77515,77515,832.36,7217.69,43381.28,257163.38,5,7,64,47,391,253,2697,1829,11.23,-22.66,95.88,4.9,0,2,1,1,CPMM,1789175942,3,4,41,29,156,137,859,971,100.0
1789175877,DZ2RujvT1FTQvi2fbw5zwDcWAKXxZm2Ggp4ugB1aEwnt,MINER,5vPwrSSNEfHJMzJbFBCaJK59C2UvjmAnnpA24GtMhhzK,raydium,1789129500,0.00003323,18132.1,33238,33238,0,2909.45,15086.33,176584.18,0,0,24,21,146,116,1460,1007,,-15.01,21.88,-35.54,0,0,2,1,CPMM,1789175942,2,2,19,22,81,81,604,735,100.0
