ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789183205,2bRoY87nsBq84TTKJKFD5gYxVLPhrTPKK9MaheSLCCLg,UNC,4UzewNYxrvNzATKiSDXjynL9krknGX4vzUxbnj7WtCBw,raydium,1789104206,0.00001038,8855.03,10382,10382,135.91,1261.35,21331.65,403409.13,3,1,23,34,199,187,4931,3133,6.3,-23.51,-85.17,-74.48,0,0,1,1,CPMM,,,,,,,,,,
1789183205,3XQZDtpn5QisVxcvB4sAReoknWnooU7yM4YCQtj45nqp,FARTCAT,85aGuq5zEUUU6n16FbRLHBA8Y2GpN1rXnr5RZLgnsZmq,raydium,1788949208,0.0001290,30873.06,129092,129092,308.42,1858.84,29268.18,228079.98,2,1,33,5,264,158,1240,966,3.63,-3.69,-30.03,-29.16,0,1,1,1,CPMM,,,,,,,,,,
1789183205,2YhZUBBVxoDAEtXMhkRjHvAHvkDibyxN3ABHQ9Sspump,CAT,AnL7ZGja9PQQJCUSPAPY32W3VaRmWkTeZquUZF2KYsW8,pumpswap,1788931045,0.000003214,3016.82,3105,3105,0,0.51,10.02,511.62,0,0,1,1,4,3,116,38,,0.95,0.35,-98.95,0,1,1,1,,,,,,,,,,,
1789183205,2RX8rVoMSCQkDMKeDLNBRc2mXDoTevx77T8gTQ4KkdPU,CYBER,2YtcCVNjo8Gi7WKeiYMkcvc7EPQZdfE65TYZJXm4eMuq,pumpswap,1788930538,0.00006439,20583.69,61562,61562,386.13,12673.53,26024.58,47254.81,2,4,134,89,300,244,785,594,-4.69,-7.12,92.73,174,0,1,2,1,,,,,,,,,,,
1789183205,1HQAydhWYYauYZYG9NDsLejMFeQ8L9XvYMfQT8FcNu7,cumcoin,GhTuHrNTGaJET6HqXT9dNuqtaXmKixBxGPGsBDyAQgQj,pumpswap,1789109232,0.000002254,2238.17,2136,2136,0,0.32,50.79,119327.05,0,0,0,1,0,9,1906,1538,,-0.36,-9.28,-94.42,0,1,1,1,,,,,,,,,,,
1789183205,2abneGCt5fSS8dxd2azxSb2kxxRFbdthBCj8QsWBpump,COST,BjuHMaVzn551GXr11WzCJ3dhyqeMf8ivpdhrpHwqLKkj,pumpswap,1789110031,0.000001870,1952.07,1845,1845,0,0,0,364948.17,0,0,0,0,0,0,6546,5445,,,,-97.73,0,1,1,1,,,,,,,,,,,
1789183205,3ATzi7o1pfpJE2g7zBMJhT3g3UunJQmEZvMrpMp7YnYr,SANDICK,56yTwbs5HYUgVYYMNjYGzndtv6LDb2rB1Tyn3ei5nf6X,raydium,1788710203,0.00004340,18304.65,43406,43406,0,106,4093.79,49951.32,0,0,0,5,26,26,208,219,,-2.31,-32.13,179,0,1,1,1,CPMM,,,,,,,,,,
1789183205,2U8a4TXHHC2g43qnVm6JdmLEGeJX7s5c4PJx2Z5CpKDv,polycat,6J3UBNWvLT7CAsZ8PLCSFwWCrLFMf4wu8pAn9YCDgrW8,pumpswap,1789110659,0.000002410,2439.95,2339,2339,0,5.62,20.8,312173.82,0,0,3,0,7,6,4417,3726,,0.42,1.53,-94.15,0,1,1,1,,,,,,,,,,,
1789183205,2bDQvnvwd7rNbm4o3JNdN6z9c7MVzp4yqHJPNXPiSTNK,BITCAT,4A8GQDDuye6feH17QqKK1bxK4czznVhcD9oUhyXt5f7H,raydium,1789018057,0.0001618,38627.72,161855,161855,1564.21,12753.35,89256.95,546816.44,6,7,91,54,650,346,3360,2220,2.73,41.91,-53.45,-56.69,10,1,2,1,CPMM,,,,,,,,,,
1789183205,2izJtroxJk2rECoDt5V1NQfoLowupMx6iZtGy15fpump,computer,CPYDbPFoe4247Uh731Md3ZDJ2e7RoauYbNtGbfaiEp4g,pumpswap,1789112589,0.000002155,2276.83,2082,2082,0,0.84,10.8,597105.53,0,0,0,1,3,6,11516,10207,,-0.36,0.09,-94.8,100,0,0,1,,,,,,,,,,,
