ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789652999,2QsUQt6bGQ9zT6VQ1wewLZY87h8C9qVeE8f1fQJ8pump,EfHGjvCVPu6yCBhXZJ6pz6ynnNWHNT1ferwE16nTKsML,1000,2,2,0,4185.7,0.0,2,0,2215.18,2026-09-17T13:30:59Z,2026-09-17T13:34:21Z
1789653024,2RDLPaTgMFqU5HnR5LUiHMJBZ3k2JuuphEoPEmnzeazP,LZThM9tZwn6NVzhn2SAJ2P41hJuQazC2gQyFpoJNK81,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789653048,6GewNzedSYD8d4U87ekZzLCPmNTV9o9D8GrV5T3wkgP4,NKRSfruyT68Ny9B9zpWZqZ84qzCPAuDyatVkBvMr5oG,1000,5,2,3,3846.92,7880.53,2,3,1971.09,2026-09-17T13:43:34Z,2026-09-17T13:47:59Z
1789653073,6vn3Jpg4f2oY21ZmKYnYFfvZh1mTKuyhQBNTbfw8pump,GkhraC6gAhbRdWh1Pwy7DTgvPe9S3hrm3gKKmEstEra5,1000,1,1,0,6409.13,0.0,1,0,6409.13,2026-09-17T13:13:20Z,2026-09-17T13:13:20Z
1789653097,9FpyfbyhmrEgspwV1Q4hdwk8vuYmsDRSEvidPyqBXm8Y,EB4jWNJBzKwzHgztmtPFJKsbiikgd3sYMAD3H7TRFM4q,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789653122,BUmojrjHc3ax5BESojwQbYVThAV9BiyRSFWjRjCdzjUD,bkjSwzt8q4d3pnxmcw9aMHacWb2sWXkjrrm3mLPhbiA,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789653147,BxvNDu83gKrKijEBvVtdA7SubddJTPjk4SDQW8oJ7kXw,7GPNYYNRtbqRNBhnNQgvCRvEGxcqmye4FauQmsWN4wnK,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789653171,ChvaKerc7dJdi54x3PfhC9zfe83RUZGFrHSGHJHDzXEi,VmAUfj1uoNPRFo9DwfX7vR1vVN4Fb8Mo7xPF4BpagUX,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789653196,FQdhd2NSLQPUfKV2FVk2WWLJAKgzJDBxw98sgXynAeGp,EYdh7Ajpa5vH22c2D4oWRAd47WTXSVg1xPVS8W2x4PfP,1000,1,1,0,1000.0,0.0,1,0,1000.0,2026-09-17T13:43:31Z,2026-09-17T13:43:31Z
1789653221,zNRPWj2sxXD68doqYzBGCamdJynQnDG5DiRnRq2pump,4H7qP8MDk1BJVLmsSVH1S4hhTtBap8VuH2AtLTQARnEu,1000,3,1,2,39484.77,19905.45,1,2,39484.77,2026-09-17T13:43:27Z,2026-09-17T13:47:12Z
