ts,token,islem_ts,tur,cuzdan,usd,tx
1789312859,5fR7Qj7XPQV5yQ79Zzyj8E28oCgCBx7BUB27Xz6Ppump,2026-09-13T14:50:09Z,sat,uexZpeTWsnNFhJQKNJeGFmBm1o7JJTd5MxPo2mYUR3C,2579.28,51hRze9j6uZfQYTaZENXUDcD42uN7eEBZMPSKimW5JeGccg6qbYnQ6bcaN1qaAWYPGoMkqFUZcTW5K5AwdXJxTJU
1789312957,C7962B3qAPC2ova24tVYDAy6Hi4hNFeXvBYn9A72pump,2026-09-13T15:16:44Z,al,HjhJgkCgnzo4jcxampLm3xtuZCqqKggnQB5KEXEiTCkv,8501.35,DgY6R2Z55y4GHoEeVdaL6SMpXFF5WozH3QUdkYkepepyEcTnPqU7yahYrgmbeXxo4qGSRCzkftaSRbpDbCzf3g3
1789313031,TMf6rnjfRc5uANLt9A4Fa9H4N6p1KFxunk77szTpump,2026-09-13T13:54:50Z,al,EExCQhaPJJQ8u5iCt5RdVEsjYcS1uEzqtYhQ6SCW6WtZ,6917.09,Z1z9q91aHvEF8wTQE6q1PiWKaVMt1kwxLAYycUqdquYC81DXepsNACBpqUQKpEmSNvYEfsLJCZuM96jY9ELHhEj
1789313043,2gPhr8jC5hhCXhKtgV21B3m75abBWQGnEPiM1JBhpump,2026-09-13T12:21:00Z,al,91Wu2yN6gzmhJfPxLXUqWUPJZXc5pRjU6MQPZwfMfDPC,44431.11,CgXGfitLHJMpfiYmZH2Ha6c7hCspj5ENQ16TMauvLGpmD9UWrCRdSjnSFLDRax6Fq9uZfXW6xxoCGhGZrEYN3Ey
1789313153,GXrRDTMJ8w3h8xh4cftQunC3yAafhHRPF5enUegSiKDw,2026-09-13T13:18:02Z,al,7xvGJMUqWk1AsVAn7ZjZZu9EbqshXpiHQtrEQxhxfKtC,2957.36,2wphoYsT4oAhh5etPSE8yVE5q9EH3QaCd3U8DFaBCYR4M26ZLqVLP5ZV2U8tEay9V7qZeSRJQTLYdPPMcxPXTDQo
1789313153,GXrRDTMJ8w3h8xh4cftQunC3yAafhHRPF5enUegSiKDw,2026-09-13T07:07:44Z,al,gX7v7PFBxpsy4KoW9wzKrQHbJD45EygA9PLhKDE2q6t,3672.36,2VU3MJ1xoxicHb7ZNw1t1BqFTNfScdYhZYxjkqMQkJ3x8LA87XNuzvrLM8hu3kaDXECLYBMTALYRV7d4hHPwCEV7
1789313153,GXrRDTMJ8w3h8xh4cftQunC3yAafhHRPF5enUegSiKDw,2026-09-13T05:25:52Z,sat,5KXDF6QnqhBj72hDtJNkkpFaQVUfbFXNybMsp3DiK6tD,4007.25,2yeY9YxE7BkqHSBvPcrPeRhZqnsy7rVkfWmB97kzea4H9vDAT3m1kd4ovfDXVUDnNDiFkrE7BChycACiGFUpX8xJ
1789313177,73cMKJgvnJW6twRpyVxxPbv4mSqBjiaMXGjiZyNopump,2026-09-13T05:03:45Z,al,25ZMdftyaBhHF4oedoHqcBNGbupgq5XjfqNYsu3BHSE4,8115.29,27miE2z6WzcXMf4XuGWtTu4UK8L5YucQKBbQ9xCJ37LXdMUPVLqHrateg8tjusbBNn5i1zZmKuhTfTscvxYRAYmm
1789313214,oh4AnxbFoatocXp1nLwU4JRtPDKPiko87KnVxJdpump,2026-09-13T06:03:25Z,sat,4eYwG5sYzrjedP8kwJwjJsfh4uDASimhhAuqzvqzwxrd,236655.33,2ABfyzmn6GHvUnF2iXnvFfdkLL3B448pKBaHuZrNnfyKNP8H7tDEfroyKMyQV92WYkYXhUjngAhgtBTsLN8Ybmik
1789313251,HoCeDUrd5BqfYmaRk2eiUpzshEvpwfYpgrJ4YKFCpump,2026-09-13T05:54:35Z,sat,PMNRCgwBQXQT9UmscJDf9nX2AKB427ySRKyZQdn7Nyo,2725.43,5K6dUhUHen1WYchLmkksujDCQyFMu9sPDbfHP8eBcRehJkWfsty7qn5YMuvCgKyqsDaqK81WJoA7V4gus8nA4nu4
1789313251,HoCeDUrd5BqfYmaRk2eiUpzshEvpwfYpgrJ4YKFCpump,2026-09-13T05:31:21Z,sat,5P1bxjrN85MJycJzB5yS4FnCYZbnmPp9mSLQfoRpUAZn,2802.96,3Euy4LUxDqspZNZ8P5z1kyLA8H9N5yECJQDhBSjjgFS88sPNAzuFr33Aytvdj4CrMjoWpRKjFRocLhpr2bta2HWQ
1789313299,3937Rsye62a53Y5o3UVG6gDPk8whAnKq1sxCV3Xu8YLP,2026-09-13T06:38:24Z,sat,3zFnLrtJmVj3dvDNRsGTyir7uM663FShbi1XwBCRqfPQ,2913.92,tasXeqQdQmjPBZGyZPHZeNHJ5H7btkUX6pZF5yWNj74N3cTNmFh8UjVbRBxebqXVhAhps4fYMCQ1QqaQLrBftBf
1789313299,3937Rsye62a53Y5o3UVG6gDPk8whAnKq1sxCV3Xu8YLP,2026-09-13T06:24:17Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,4645.94,2pHv5vLbyrYxj3vTw32wTvneEdgwz9LQppxe7oiRZ3Y5uRAtAh1sEsMtTUrxRE9DveLwjWVrzsqjmXoKsqujPtwB
1789313299,3937Rsye62a53Y5o3UVG6gDPk8whAnKq1sxCV3Xu8YLP,2026-09-13T06:07:15Z,sat,5qx7yV4Cwg67iEDSuszwMHYrQDJRnSCDF5DS6ZPAFvnV,2727.95,VNkLoUhbmFtSbRzXA4kprUHS6dGDRE6GPFxUBaXq5UoG5DDZ5zxpzBCgvgALKxPWde6f7AfeuoYfTT2YyHder88
