ts,token,islem_ts,tur,cuzdan,usd,tx
1789292880,43VfGSS9wPpG9a1E1YrYWAYTxMSrL26oX9XC3DSqpump,2026-09-13T09:24:42Z,al,CUn8sdvMW5pAKwpJXVrFERhtzt25Ry3riqnieJbTAzox,2992.33,QQz14KDFLuhLsVQwyRxsgUu7Jwwnm4AyrG8bkQK34AVsdwPjfG6RVTjAVJTHexmj4CB24RZSf1ADSzvvE2mqNGC
1789292880,43VfGSS9wPpG9a1E1YrYWAYTxMSrL26oX9XC3DSqpump,2026-09-13T09:24:30Z,al,CUn8sdvMW5pAKwpJXVrFERhtzt25Ry3riqnieJbTAzox,2993.63,QsKVFB2HCRUBejqFbiXLNxWvAjZFtreLi91VX4VWiXoWggk7RD9SEgEqVqeABuxshuyz2xr9BYYMVaaDfbyHrZa
1789292880,43VfGSS9wPpG9a1E1YrYWAYTxMSrL26oX9XC3DSqpump,2026-09-13T09:24:20Z,al,CUn8sdvMW5pAKwpJXVrFERhtzt25Ry3riqnieJbTAzox,2997.96,2SsR93Q2V3aszxoNCFyFJpeWsCjA4EMtWPNxse3W7V3oZo3vCDWnm7Aac41UvEfp3Go2sXkkkVThhjUSutFbx7m6
1789292880,43VfGSS9wPpG9a1E1YrYWAYTxMSrL26oX9XC3DSqpump,2026-09-13T08:22:45Z,al,6XV2kBn5i5AYkfGxWVWadUKbAKZBMrxVrvMASAK5E4Gi,297325.49,4ZTLnTBVTGjYwmydXcgx9XfpBLxeG6Ae6DmF4T6ip6cqJaNtXRkQ5D5zdTpsnPVmq33kRv9S9JLuWgeX2qpaXQYe
1789293222,baeHvY89kRnrYoHreyeENbtREirurwMzanzih4wpump,2026-09-12T11:27:20Z,al,2P785LUpGqpuK1S2zAaBPT1DtmUpoGRDW3NYWvSEqPu7,949481.28,2mTjh4Cpap85VnM51BKQRGAKCjSFocsKx5Za7r1VwcCzxBi4iD8kULeWeJpzCU1UX8uLSzpV4uEr3JjX89S7ENjB
1789293234,hm5B6mpWVNJGEN5U6QZ1LBrNrDNfhWY6nNP9JP9pump,2026-09-13T06:35:31Z,al,Dha33xXLn5pYJQjBwjkojvT11jih9dV49XgXgd2qtcuN,8892.18,42Jm7Qtann9kMkn6xnB8ER9p55fhmpjqTXupYyCPx4KhRBmQ8paAJXJSQd7TxCdasz9LewRfHLfXWSgFvoZ4q26F
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:52:35Z,sat,CVY2eQLWQbWeWuH2YMaraDrh4ZzBD1Dh8AmovXAtKKaU,3572.49,vUzDm9EqgpGRowUQboXoTq81tTasMMJ7CQSwNTzZUc3cGi7N9dEH7JgMNtrTyZzhvaH3rz7oUmEzrm4PjC2Frj2
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:52:35Z,sat,4SVZGaziETGBru8zYpUGmcxUnd5jJqcTrNqQLvhDd4th,8640.76,617yJp2FzeaiEEKyf3UprG9uCNPAX1RLGeHVaaP1jomF2c7h9w5tzBS3NHUNwsVmZAnrLCRDP4GvhWNKHXxJU1g9
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:52:35Z,sat,Hq1WosJqWVP43TZz17LGE1EAQxeHtUnrT6KXGwHisby9,16753.28,5L4VRVhSSV1qEnZR1TNdNRF8ijvY38FhchD1rK8jJfNyjXg8fMS1tR9FMeZBXMHtiCht6rmERG5x7zXdHod2wvYD
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:52:35Z,sat,3YidtWnZLt3KaxLW5dMDJab9kgoE2JLqmkpYJCn8e8Za,5284.17,4fVxkhWgcCCpQR2JXFA2qHyFG8HBsqiqXU6bs1BTB4beWxbcXh1NRMdACPQKndeqKVYnYNJWGNPhjwQEbeEhbCQP
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:52:35Z,sat,HR7czZpBJiSf4TNGqVSzEQ5Z8y2sUkCkoYpyjzrEJaGt,2565.37,2QrCn4nRcQmLBfZzxJ7aKxfmtExhmViHKSu3dXhHxkNob8oh2K9rm26maxezNdiSWLyLcPDUihnzU3CHXyFJPoFi
1789293319,BufpkkBaNe5sHN6wQUuZxiKzvmEcAvvEzx4siSGmpump,2026-09-13T06:24:44Z,al,FZNj36VjgWRU8Jc3qjNxhRELcm2YP4drgpxiLeMAWFDJ,39901.1,4FpSwbewm7TqVSpJshqqcL1GJisDhhSBdRA8PGqEnPug7WH3Ndp5cqmMXpVTYZVonusdKUVazhZCWnvYwxM4A44
1789293392,XhbqEBvc2pyE24jxDcZz7UUh9NseXeKAoTaV4GLpump,2026-09-13T06:26:56Z,al,B5NvnsTAvWTr3isEvnWXDMLnxjmvjUw5yt5kf7JXLxYi,53391.17,5SHXQTeKsPU6PzpYE7pKUm1JtSri3LFSnFv3Vay1hdXasr8VTAxPLjGHJ9GaF8yz953HcS7S6Nf8kZfepivn71e8
