ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789415273,2QsNBQCemcVG6GNbSwsP681QWpaCMHU86jukfrtTnXAu,CVLWrHHxmQydCPsguE7xPn4zqWueLBPkV1G8SHwJASsG,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789415298,5rFuCavg36FRLjvE4yzSrf36ArDjQELaqVWsrny61SaC,HPZiB2pr9wppQuaSu3ZSLAemwteVPrRZNwSFX7Dsf5LY,1000,13,6,7,9748.03,7928.31,6,5,2584.13,2026-09-14T01:13:16Z,2026-09-14T18:26:08Z
1789415323,5wwAEMee7eUptdsqwNeZjFNRaUiwvefGnJpyNQ5LdsUE,2G1VuZPPhyZY8ccsuoBrKxgU8ppuHsVSNqdxNMLKuZhg,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789415347,Docv3vjNygB4PaEaWBTEFw9jAVJvq6AbMhdrf79Apump,GUMyhSuWoRMnKnLZu5gpiSkcwHzV736sRQArJx2YfRDo,1000,1,1,0,1019.71,0.0,1,0,1019.71,2026-09-14T19:43:50Z,2026-09-14T19:43:50Z
1789415372,FztiyQSQMPVWtBxMDcDfgnpBMBtaEfMRpUDPuxVeGUpv,5iuEF4JB2LRrHrEHiyZUxwHaffWd5qULeExjSkYv1cKS,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789415396,GhLwjjWyaKjC2tzQLgsNEfVBrhVZnkrfDKhiD1BJpump,D45Q3dEKKEGKLoMZNo3desLG6scPEyCVQKz7RHomx8ao,1000,4,3,1,74796.94,66880.54,1,1,71711.13,2026-09-14T19:17:59Z,2026-09-14T19:40:32Z
1789415421,hWtoHUV4aDdkVHcKCiXtpVJGjVHiwWYdSVaK51Tpump,5KsBLkGUDzyjZXv5e1DWzYLx1pYdrQwHgkprsYNsk948,1000,1,1,0,91418.91,0.0,1,0,91418.91,2026-09-14T19:38:56Z,2026-09-14T19:38:56Z
1789415433,3GcVNs4mPcwg156knrYwMzT3wzqzscCpKpBiYzStxrbK,HMYYUPznzbGRbGBqgyQSNCSc5e7BDVwrrXh3XeRxJJwQ,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789415445,6XV1bfWhSZfmeZgfRzJHSZ51df31BNVzNE8Xxr2Kpump,49cjmtqcFj9d7G3fj32WawZvnuVV2iPPL9Geq72kp7RN,1000,21,1,20,6616.16,22365.97,1,20,6616.16,2026-09-14T16:16:14Z,2026-09-14T19:31:47Z
1789415458,AAR2iw2ZiFFtzRY66fQCdAABVwruRBAeZSA6bkgopump,6gHMYqMDmwCaHJqe75Vh5BEVo2MqQ6NJ3GRgYCurqWip,1000,1,1,0,1530.97,0.0,1,0,1530.97,2026-09-14T18:18:00Z,2026-09-14T18:18:00Z
