ts,token,islem_ts,tur,cuzdan,usd,tx
1790441317,BY5hK5yhx8NmftPhpo3jgJ7NraDXdicNmyLQd7w2pump,2026-09-26T16:45:23Z,al,Gdc9Fnz7gdwoCmWQKcz2i5fndciBHeD8ZnzzS4AUfAx,2940.21,4QJmGvAj3xDZVA5VHerfYsB99YFqVYDjJTLmDQ6RX3qcZ3L4czQKBAU9rVQcUJ2qJ6NgWp6cscNB6mQgDx7aHZ32
1790441317,BY5hK5yhx8NmftPhpo3jgJ7NraDXdicNmyLQd7w2pump,2026-09-26T16:44:40Z,sat,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,6000.88,3aobEjo9vYeCNHCt1r19SaGadLmP1yJ1UjSw8avwgBi2VNpQDAmQkHoBBotivSJ1zChhEsfkN7VRyjhH7rRcohX1
1790441317,BY5hK5yhx8NmftPhpo3jgJ7NraDXdicNmyLQd7w2pump,2026-09-26T16:44:26Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,6299.93,2TZVL8zj7mRrGqxhcvuA2c9aF1wdCpoBPWjPveB6A7eD83H1AsxW9MnFcua64zL9LgzYThwZ9ayLcaSD7uPtSisQ
1790441317,BY5hK5yhx8NmftPhpo3jgJ7NraDXdicNmyLQd7w2pump,2026-09-26T16:43:50Z,sat,Gdc9Fnz7gdwoCmWQKcz2i5fndciBHeD8ZnzzS4AUfAx,3370.08,2mofr33BSoa6ufhNk7ovg9k7hKwGmxR4VsFA899KGivpjnRmADurxsNMPSVZesHNtKAEHfua81xkxz5FXYXnRmNB
1790441317,BY5hK5yhx8NmftPhpo3jgJ7NraDXdicNmyLQd7w2pump,2026-09-26T16:43:39Z,al,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,2991.81,4bKPDaDPavCgBTqwCkwKW1QSVoyDPhg8Umhh2dFNEYMSBDe7NsSsdbGyBhnTNqXfjTGsXSfbWNmJr4C9bvtsaSYW
1790441439,Gs8f8yPJbkBmwU1QqwNrdSoC5XQWqJs5kCk74YmKpump,2026-09-26T16:41:31Z,al,4BbqCfnLjJgMVDCNTHBeKCQuD5BFoSbMiqYuRoVzinh6,7009.38,5y3LPjGthghV3nTkvMLgivLZfg31TDPcvcSuTeJTtV9jConoCtrL6D3QY2VCpKAUtv1USaXC1WwCRbtH4Rd1HCTY
1790441464,H8dUJ9acwcHW5ZJMyH6qafkAaxEGHfRdgYnkG1r95xLx,2026-09-26T16:39:53Z,sat,Eg2yRoyc8guRrmzwH8EkJ4zvm4bsRoS4WJ2kbr7NZjQT,3867.26,2JsRnPrk49nKgnXFwyMZk6p6E3PsZT1K5GaAAKWdcxnyXbs1mwcZoxSs5AhAbHKwphbNUxsLsF55LRptNC9eE3KU
1790441464,H8dUJ9acwcHW5ZJMyH6qafkAaxEGHfRdgYnkG1r95xLx,2026-09-26T16:39:26Z,al,87ABjs1yrebNyQvFR4H3WSkfGRKXfwH7FXcfuwxL8pkg,3646.35,3c1J7kpBzfEo6VCrXrhNGqx5BrkCuP46rAfAuHtPJU68dmAvYfCLUDX3A6Gtx1886jUNK9n7VXsfUhBMnU2Kea3Z
1790441537,92hjfSi5HrUgUpPWvgKtVrz2MQn2zJrAPQSRzdjmpump,2026-09-26T13:46:58Z,sat,5RzJkMjbB71cEhDa2WUsV799FKpDLXLTAtnaGKDksSp7,2998.43,3ZAU7dPsSA6Ye6EnznffKs8R4MQrBjV1NEaarrXb7Fse7w9SWkY8GGUrpvHV5i5o5ziBd6W7bNyj9HXJZTMSpH9P
1790441561,DnNXcqYRLN8F5UfBvw3XW976jSS627bzb63phkwPpump,2026-09-26T14:41:28Z,sat,9qZvANPkPE6NHoj5W5BzJ4gb4byaVqvg1V4JCJBfiK2m,72956.4,4PTpNDBRi6UHULxLMgJox1ywj8T5a1p5X3qKL9mvsDMNk5o2HEcZV5XANEEyMLikPbZVuoHTFx2mnENEfw7XPKuk
