ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789436936,2ctiMWm3BiAHQkfLpPZzJDskytNMdAw6iTkodRCq1zzE,RSI,LdfEFih7J6emtaqWdSUN8jqPiMs17iYq5RkTXpxndq1,raydium,1789111400,0.000002065,2596.05,2065,2065,0,0,0,48.22,0,0,0,0,0,0,1,0,,,,,0,0,0,1,CPMM,,,,,,,,,,
1789436937,7wW1a1DYJq22tbYstw1VPMxk6ScgwRXdeXnphFtusuGa,OTHER,2XdQLnZ7ogfjzqA3zSpdkiBdjniCE5iD3cAt4FjoxCyr,raydium,1789111898,0.000004426,6009.03,4426,4426,0,2.78,126.74,328.36,0,0,0,1,0,7,13,24,,2.12,-10.26,-14.26,0,0,1,1,CPMM,,,,,,,,,,
1789436937,8iYPW781jBDu8zkC6PFY8WpvtbHxSVMgBX8aPnNmRY3z,EMBERCAT,EiZvARbXzfx9XbMTJygS8LU8rBjwhV2Bw9ZG82cXcEku,meteora,1789024501,0.0002673,50536.86,267371,267371,969.72,42598.96,93812.46,350727.61,13,7,230,126,574,359,2150,1947,4.58,-32.12,-53.29,-57.72,0,1,1,1,DYN2,,,,,,,,,,
1789436938,CQ9FfJUVprRpa8g7k8jdEzjrqXSrcpv5rVtSqPpWpump,ZBULLISH,F5PUSirhm1tT8A8VERwEAtvtZhdohLvUDFQ2amdACuDp,pumpswap,1789112682,0.000002216,2238.4,2022,2022,0,0,0,0.55,0,0,0,0,0,5,0,14,,,-0.89,1.46,0,0,0,1,,,,,,,,,,,
1789436938,C5tGuxaPnbxHHP6RTpAQs34x8TN8A9ZfJxcfizd2WF3u,stocklana,HwSUdcDqu1yUuvjsrVhwzSPhrfRjsxcrAWT1AMurtrt9,raydium,1789133472,0.000008916,8552.53,8917,8917,0,30.11,2205.33,6924.25,0,0,0,7,17,28,71,88,,-1.35,-24.39,-50.51,0,1,1,1,CPMM,,,,,,,,,,
1789436937,7Wayep6omwGAG89G5jTFKNDFbhgibfmJmbBzoWogpump,9/11Files,FbXaJ1YAadDwLr7Ep883T2BWGTMnTrn29M7r1eQ64pVn,pumpswap,1789133704,0.000002159,2194.89,2095,2095,0,0,8.03,42.23,0,0,0,0,0,5,0,14,,,-0.5,-1.55,0,0,2,1,,,,,,,,,,,
1789436937,9onanEgPer39wzrkTpV8Gvjn83FSacr8FihJ1S4Upump,NasMichi,DqAexTnAKR2UEY19vZoPe9AprbSyNECA5EtzjDNHptwL,pumpswap,1789132940,0.000002247,2528.06,2185,2185,0,0,0.08,0.51,0,0,0,0,0,4,0,10,,,-1.22,1.1,0,1,2,1,,,,,,,,,,,
1789436938,CGwAi8WwEcte6XmbgqSAXEQF7ZLdHfrj3HDtv1NUpump,STONKY,5WNMuqfq2RuvoBCr2AzCw9Nyy5UP9EButURvpRe87Km7,pumpswap,1789133199,0.000002243,2320.72,2187,2187,0,4.93,38.22,70.44,0,0,8,5,50,33,132,92,,-1.29,-1.51,2.51,0,1,1,1,,,,,,,,,,,
1789436936,2NdgMAFbWVHvXJcoAwuRkTfYn1j97THVCThWATKHSTNK,UHI,HxaoMaQrpZH947ujX9hbN16jhWAjdbBScgTqZApeNrMb,raydium,1788840437,0.00001701,11682.47,17014,17014,0,24.72,460.22,6204.66,0,0,0,1,6,4,79,40,,-0.91,7.31,-19.3,0,0,1,1,CPMM,,,,,,,,,,
1789436938,D19orhRdeNGPYypFg5JgqDRhpXq53JnAQ8nTPWe3i4J6,Rock,F4MD91Xs5GLrEvs2vkekPF9srJYoJChK1vKcRM33SkzF,meteora,1788930894,0.00001361,10281.3,13615,13615,163.56,272.33,1407.37,10259.55,0,2,2,10,15,21,110,122,-4.73,-7.91,-24.97,-11.9,0,1,1,1,DYN2,,,,,,,,,,
