ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789440602,8zP8DhqoTGNGXHXdQfHPPWrAijWt7FkgyporQ4FHpump,TRUMPCAT,HdpWYVr9vwJ4SafX8WNjoEx3MnUXnHH1Jy4yb4zPev8P,pumpswap,1789135365,0.000002059,2178.25,2036,2036,0,1.7,7.97,31.5,0,0,6,3,49,19,125,82,,1.16,-1.96,2.5,0,1,1,1,,,,,,,,,,,
1789440603,FjTfaSH861nVcbAxdFAHTvhoSL4kyR6wgTWynuJkapht,DIVI,9jP2H9FbqkYQtKYkehsq3XcGn36FFb15cCo96EBu339s,raydium,1789132107,0.01197,298768.73,11975500,11975500,0,14481.46,50635.79,437460.33,0,0,12,3,133,45,938,474,,22.41,12.08,146,0,1,1,1,CPMM,,,,,,,,,,
1789440602,A9VH3PuQrvTuC5cVQKa4YALGketLkG9UG5uoUpEnjHx,AABL,5dAegfDZ9zgT5bUhFAu7QinQQ1Q3j1DDnNwLAjNzr9wp,raydium,1789135904,0.000005397,5408.44,5398,5398,0,0,0.89,30.67,0,0,0,0,0,1,0,2,,,0.16,0.16,0,0,1,1,CLMM,,,,,,,,,,
1789440602,AaCBdbi8DiBvWiSjTG2xkkqeshDCSifsvYqZrkpDpump,USESTONK,9wjZeqeWphj8JGSaFW1TEYqTznn5FmLvijPWiSqW6LCz,pumpswap,1789135056,0.000002215,2485.06,2190,2190,0,0.63,4.96,20.68,0,0,3,3,21,18,80,64,,-0.19,-3.75,0.84,0,1,1,1,,,,,,,,,,,
1789440604,WENAZ2WyPbmgvUcKfQ8hyMDfBQP9bZ65hsZ5KTFrRGZ,WEN,ArXpohFUAsifyZPHsYqgSTqLyA6sQG8KMocJ6zBLG29D,raydium,1789137845,7.58,60522.58,,,65.96,729.76,13717.15,53835.65,0,3,2,15,66,181,216,435,-0.03,-0.09,0.1,0.61,0,0,0,1,CLMM,,,,,,,,,,
1789440601,836mp67zxnxobaV4gSe1yNeSJHgTJB2AhxJvff5pump,brainpeppe,AyndJQVi2Br3NMAhe8c4bEeQTMWPUTdJdaBiSSPgS56J,pumpswap,1789137828,0.000001641,1731.33,1592,1592,0,0,0,2.68,0,0,0,0,0,1,0,9,,,-1.86,1.58,0,0,0,1,,,,,,,,,,,
1789440601,4FmtvrR3tgtcUT4qkGSKJx386u6CfFno3QE7KCesXoZV,BUM,4LYDj9hpAYsqUyCfHewiJxB7MDMpXKPQNAGvxpFdoGkT,raydium,1789141997,0.0006708,72219.59,670897,670897,1.92,1774.2,22819.9,105573.18,0,34,5,428,117,2960,466,14080,-0.01,-8.97,30.21,36.97,0,1,1,1,CPMM,,,,,,,,,,
1789440603,Fsey6rXphKexfVfcLWKkNZte9pKfehcG6oajGVS89nkW,SCAT,GBVX14UTDq3qrmNqP6nDgMgKYhUCPPAKeAhmE71gKSkc,raydium,1789156103,0.000003047,4716.32,3047,3047,0,0,56.08,101.3,0,0,0,0,1,6,3,11,,,-5,-6.1,0,0,1,1,CPMM,,,,,,,,,,
1789440603,EyTqw7KVLEiazsqJbekGRnTBTtmw7VX5fmVMfoNEZ5rS,CHEEMS,CfpUXd28Lg1V928MQRLhvWrV3hrws2s4cqV1yY35uhsy,raydium,1789159218,0.000004485,5846.87,4485,4485,0,0,196.31,18859.85,0,0,0,0,2,6,222,152,,,-8.06,4.31,0,0,0,1,CPMM,,,,,,,,,,
1789440602,DqBXBtPeMoP77D7jhCTqpBvjvHTGWDJATeo5qnvxpump,LCMM,EqdAAxivyf6v5cqP4WdLQcvw2d3y4fF5w7KSQ1ytJBT8,pumpswap,1788992683,0.0002013,36702.3,194368,194368,0,0,18.84,15205.33,0,0,0,0,0,2,45,21,,,-1.61,82.11,0,1,1,1,,,,,,,,,,,
