ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790225346,2vb88JnCNRqWi48z5zgDNVzz5mWndnDUjtURipxbRtRY,DccxK6BKk2GzRJrAKLtKrFfhYbuANZYJvCNmurjz14MC,1000,2,2,0,3458.46,0.0,2,0,2267.85,2026-09-24T04:36:08Z,2026-09-24T04:36:08Z
1790225370,3EDzSJKb4aAYYPt3nUHj8SELUMtMBWB8Lvnw2eb8pump,6vRo11Ao6LssoLkJzu56Y4VeXDXY4F59WmH6fRyKhjYD,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790225395,4avvsHkpZAfAMmTDRiEHRsuhU4c2oWVgpazYKCykgeHz,6ij8Ne4tiwHdSHzZAwSDkkd89q3b5vj2hAh98eNTj5Zs,1000,1,0,1,0.0,1011.15,0,1,0.0,2026-09-24T04:43:01Z,2026-09-24T04:43:01Z
1790225420,7zkwqTWFqRzivZ4gFqvMbPYsWgqSLsekJdMgNVNzuyt,HABZWvogewArYWJbhYgjN6nTMJfpRZd49aeMftVUsv4o,1000,300,169,131,182677.81,141976.74,47,45,1157.42,2026-09-24T04:41:23Z,2026-09-24T04:50:01Z
1790225445,AirBM2cu9ECXxZFPMaT1KTad8GnZPYYnuuNon5udpump,796uXjsGQ8yNBkB3KvZxM5hMx4Du24nsNv1BLoPeSzZf,1000,17,12,5,14363.13,7067.88,12,5,1686.16,2026-09-24T04:26:27Z,2026-09-24T04:38:58Z
1790225469,BDKC1AV3saXrN8jKnWB2TTQmDD6z8CFdY55ku7eAfunk,94PfP5QhThSCxB77oviJgvjLqa56UWm4WuGnsq6eUhyW,1000,1,0,1,0.0,1049.47,0,1,0.0,2026-09-24T04:44:53Z,2026-09-24T04:44:53Z
1790225494,FdCQhzKRrADd5Ffmu1TPxzbUz9t89HpHm1U7YuTMpump,FBXuKrRPPKp79FBmmK45HVAr7Tcbpmq7tF6o3coBeaXV,1000,2,0,2,0.0,2782.86,0,2,0.0,2026-09-24T04:30:49Z,2026-09-24T04:30:50Z
1790225519,GnujopSi5kwAAgF4sdGW29eHsXH1hTEsiZhpK1nowcc6,HaTBe7A6e2AAomPC9Zb4oKcShAAEyKVE1kkeXiExMkRu,1000,300,156,144,163836.73,151123.59,31,31,1096.49,2026-09-24T04:48:23Z,2026-09-24T04:51:43Z
1790225543,Q8FQ3nNzL2uFKVaJFJTJYBFWqb2Fi31p9VWrrutpump,7Tc7ezBUNFbtPpJSR9UfGtVjz9vnqZ6UrCkejk1atB1u,1000,4,2,2,25570.05,13187.6,2,2,14206.93,2026-09-24T04:40:06Z,2026-09-24T04:47:57Z
1790225568,QJEtbXB6eVGfqJWyPWHciqw5LFd7pqXGPKgCvWxpump,5KQeepGMtWFzcCJCP6AAU9VcyfqCyocPXq3rqRJDvdaa,1000,1,1,0,104045.83,0.0,1,0,104045.83,2026-09-24T04:45:21Z,2026-09-24T04:45:21Z
1790225592,pH484pvVHtVuDnJRpdU8GM3ymfEPZUJfNkhJjFhpump,5Fp6QTGj2BxYH36531zDri3NoefuDMAr3QrAm7ygDEUr,1000,1,1,0,16936.94,0.0,1,0,16936.94,2026-09-24T04:45:10Z,2026-09-24T04:45:10Z
1790225617,z4bzzjcX6yCJH17Xj71brWmakLyQChedL1Pvoa3BrK4,6eYsnTdU9wTwVFisKxz1uGqEAQeVHifjWZeR6F5K2N9K,1000,1,1,0,1009.13,0.0,1,0,1009.13,2026-09-24T04:45:09Z,2026-09-24T04:45:09Z
1790225629,2E7oLA2vejYi8VFXgxbRrr1YaAur94MpQbfswnLuLgeV,CK8PtUtY47t8xd8jdxfPGC4eJHjSryS9w5zLcwTupNNT,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790225642,3NuTHBjsuHRrphECkkCiyws7qT8hfVHd2BFdrMqYCMrp,HHtHFMeUD4G8iuskypVWqpE87s8wr7hhD1hvuhG7Lfn9,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790225654,6eiD6gTU8nwDN49kYGYSUnrRD9sF9WNZ3UQN53g1pump,HfAKKzJSdncpze367Zq3uc3v6dp6oamotKxXK3FH7gBW,1000,4,4,0,9668.79,0.0,4,0,2529.65,2026-09-24T01:32:14Z,2026-09-24T01:32:14Z
1790225666,AgdKBzjAnJsKeXZir8XZgqcRDALRw7jyTCDLFypK7X1Y,9snXwjzutswVE1eEyFjadX9h7nzinZtef3WTZtb5Q4K5,1000,7,5,2,5999.11,2050.92,4,2,1666.95,2026-09-24T01:35:49Z,2026-09-24T01:42:45Z
1790225679,AitkCAt1CKd89oFEKC9wFDjopy9x4hGXhu6dsT6ypump,BbD9t86Q3emdHaLkVWHuP9UBHBBwSqwjd64PzYVznos6,1000,188,99,89,108889.67,111496.05,89,81,2009.19,2026-09-24T01:27:40Z,2026-09-24T01:51:11Z
1790225691,BWBSiJv8NLKFbCsbjwtUgXc9AXPa8jDoS6HK2hLJ5y25,A6e15a8wg7Gaj8HoZ8rvAaAGi8VfVzGXW3BT5PXazgfJ,1000,1,1,0,1191.17,0.0,1,0,1191.17,2026-09-24T01:45:18Z,2026-09-24T01:45:18Z
