ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790252855,3cFqm75R9izaaaDHL3qARSTW9E3b2xYniQ1AZ2ampump,Fq843hXGsSwWJkNGYiuDaBYoAdKnBP5HpfVmmnt1Aj1X,1000,1,1,0,7349.83,0.0,1,0,7349.83,2026-09-24T12:18:03Z,2026-09-24T12:18:03Z
1790252879,6d3kzA7LJ9kxYNWGkaqxKD93B77FTEebTUcMZhEbbtnx,AqJgJTz7p25CEPPaSmC6abCZ4VjZJ5RJydGqizm2MSAh,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790252904,9bvapF8f5bn4xPAdkPATEm72vcQr47r5QiyKvCLcpump,B6D52zrPiDhZUnhYu5AWv4vB8iWMRYuJTNZWTHi2BB7E,1000,3,1,2,26734.68,35216.52,1,1,26734.68,2026-09-24T12:18:55Z,2026-09-24T12:27:20Z
1790252928,AjUbJnfmLPT7AD1UkBJoFRSZ1kJv6CfVXUoQoeZdyYFS,J6PwHkUDFbm9aHtrAWNWN6du7g6axLNHDvMqRv2bv5aF,1000,1,1,0,7950.18,0.0,1,0,7950.18,2026-09-24T12:23:14Z,2026-09-24T12:23:14Z
1790252952,BszGuLK9RLJ7YHgia55kwcWAuTodx1AwGFLGUcDoxRCK,9TMq92WdTNsJ8oa3ZyiYBsehN41n6b4NadCg3vgrwZ5r,1000,1,1,0,1669.04,0.0,1,0,1669.04,2026-09-24T11:58:07Z,2026-09-24T11:58:07Z
1790252977,C8B4hzngbAb2kyM36M4F865tjQUsC57CHV4cHTXLpump,5kmJkieZgN5fqb6yQbneFwHSqZDJ12AYQeGFyU8AeGGD,1000,3,1,2,17978.6,27533.68,1,2,17978.6,2026-09-24T12:22:06Z,2026-09-24T12:27:54Z
1790253001,EFW3VwqYPzoc58reVMy2GxEjv78xQ765pQy1JMdBVoB9,GCdb9dLYKoAzzTWkzDqvaTcevEgAz4AuivvRBD7FbnhE,1000,14,6,8,9697.48,10507.87,6,8,1997.06,2026-09-24T12:20:12Z,2026-09-24T12:29:12Z
1790253026,FFDCa6WS6VMFa81HSD7cVmLo1hziwZKffPRDBjuapump,5LQZE8UUQGZbb1UjMMfctuhf9a9EBYS5ZAhzTa7eYCcx,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790253050,FpHva8LfsHsCMhcyXXUPTyoiUZmSPpscypM11W7vquh7,ABoaQ5LNzP4w2vVg6c1xthhfe4LsLgKaxy27hH9JHmsV,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790253075,JBe6zwq4pJ5UTE6r1Hdqi1LaRuFy1c1ny9Mq4sGi3MN2,4aBB4j9CkkeUJ1cBEtGpXwf1YM5bcyJSKqjgRYBacMrZ,1000,300,157,143,163545.8,149947.95,30,31,1083.1,2026-09-24T12:27:04Z,2026-09-24T12:31:04Z
