ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790274366,12m8Pwr1UHmmyM2Qh9bJBNurR9mmcZa1adCkAvdLpump,C2U372C8rN2XHZeGn3LJrhcrEpgaNx92SDNs9qXsewo,1000,1,1,0,7574.72,0.0,1,0,7574.72,2026-09-24T18:16:04Z,2026-09-24T18:16:04Z
1790274390,5rzMk1M2ayGPQ3zQLkWV6FMxvaLAXeXrAzotYLF5chcg,SHT8pyFXpfB8fH54i5nM13joSh4CNYHErsGm4kPeDzQ,1000,7,4,3,5607.15,3669.55,4,3,1728.64,2026-09-24T17:04:13Z,2026-09-24T17:57:18Z
1790274415,6TQBFXT7GKY2BZVATXHMFA5QfAUS7SxtdF1aEGnYNSV6,5yv6NiqRuUUHpRSC1GD8sCp6sq4UN6uPyytX714aRQPF,1000,37,24,13,31963.95,18963.15,20,12,2857.24,2026-09-24T18:08:50Z,2026-09-24T18:19:39Z
1790274439,6TfTBpkgRX5kzb1qbtijV1nZVTfzfbmbXE1hPsFrpump,8aDqCgNAmrpJRB7ZdGM8a2SkCEKJJGf9wrA7aodszn7a,1000,1,1,0,3849.12,0.0,1,0,3849.12,2026-09-24T17:34:00Z,2026-09-24T17:34:00Z
1790274463,7F8EHMBLttDXbx3kWqzCMTxeyP8ExMxWj5DUJUyTpump,3dSVAxFyCnGV3cN4p4P8aWDabCAJHFBYg9jPQKw8uSqc,1000,1,0,1,0.0,1083.79,0,1,0.0,2026-09-24T17:47:13Z,2026-09-24T17:47:13Z
1790274488,8zQmQL6TtSPB3xJSy4cM24rebupNaxEipmr7T8vwpump,DAesNooBRuaqxKB5MdRLN7XjLQDncdfrMXMP7B2NnXfA,1000,4,4,0,9866.68,0.0,4,0,2583.11,2026-09-24T18:07:55Z,2026-09-24T18:07:55Z
1790274512,AouqdqhCsKb1x5Ngw5PktSonaWnxb9UiBF3QzBdvtMH,62DYAL8KNLrRTpvjYhL9Ykm1mHd5Diwx7ZKuXUQo9DGN,1000,64,35,29,67252.44,40709.22,29,24,7876.55,2026-09-23T23:07:54Z,2026-09-24T18:28:28Z
1790274537,EWQhd8eb2bNpMkjK2XW2K9Dzu5yh6Tqe75uPh7N8pump,4rEUVKEbasvGsKsfA2AesVfRFUQH3m6CWbxSip2Kw81R,1000,5,2,3,22581.73,25456.16,1,1,21537.15,2026-09-24T18:16:18Z,2026-09-24T18:26:59Z
1790274562,F8BTnFMCaajnrRYfmVGqJrvm4PYcFb1AiTwLxCpSpump,BzwbZD8bfgwmAAiAvi8AiRow2dhRjoqqWL9wvrCthtj7,1000,4,4,0,9441.17,0.0,4,0,2449.12,2026-09-24T18:15:36Z,2026-09-24T18:15:36Z
1790274586,GaV58XheErrvHbfNvcQvvxtPEhjdwTBwwbrAZugGpump,9yAwkfkA8jSVKaFCaijnPCt1cjpcUqBGwZZ5AxJdCVry,1000,2,1,1,1103.13,1099.82,1,1,1103.13,2026-09-24T18:18:54Z,2026-09-24T18:19:11Z
1790274611,Gu47idc5fAsE5JNKijGMfEoxSmH8cABnupsBAHPxShYR,RRh2vS6Zio3j5fT9niErUCLxAAomizDVnbHEpt8PZMj,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790274635,HEZg8uSwv1sCK9NMUgQtyaXQ5JzYzFbjyPQtQA2XaFj,BrTrWp5Jxx1Z2fACyCbcKbB4Uv3SLsJoLaJ2BVkfCVE1,1000,1,1,0,1011.56,0.0,1,0,1011.56,2026-09-24T18:21:41Z,2026-09-24T18:21:41Z
1790274660,HSnsxDUMo6kgLFNLE9wJ5Y4AN8EYmm7QM7kQGMhtpump,q9rkB1inLzu4R6BXwPSyoaQEHEX93hB2MnURRG5p9Go,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790274684,HywzGCWp5H7gyGxAEht5UZYEoaPfcAm4KTaMo6sWympX,55zozZ6AgqZc9H4Avec7tw8qsPnQ9pKYfp3dH1S7ZNSN,1000,0,0,0,0.0,0.0,0,0,0.0,,
